instance_id,language,article_id,source_path,topic_type,topic_title,body_tag,body_element_id,word_count,conref_targets,text
dita_body:5b993931020b8efb830b,en,KA-01082_EN,en/KA-01082_EN/ka-01082_recovery_of_a_withhold_before_the_final_7897ae05.dita,concept,Recovery of a withhold before the final year end update when payments have been cancelled in the Standard Payment System,conbody,,76,,"If a payment is issued and cancelled in the Standard Payment System within the same tax year, the gross amount of the payment will be displayed as a Cancel Payment type payable in CPMS. If there is a departmental receivable, apply the gross amount of the cancelled payment against the receivable. Refer to Adjust a Departmental Receivable Amount in CPMS . If there is no receivable, Adjust a Departmental Receivable Amount in CPMS Payables (Underpayments) in CPMS"
dita_body:51e7006970a02c47f19b,en,KA-01082_EN,en/KA-01082_EN/ka-01082_recovery_of_a_withhold_before_the_final_ef1df785.dita,concept,Recovery of a withhold before the final year-end update where only the net portion is returned,conbody,,427,en/common_notes/note_0102.dita#note_0102/reuse_note_0102|en/common_notes/note_0103.dita#note_0103/reuse_note_0103,"You can only recover a Federal Voluntary Tax Withhold (FVTW) or Non-Resident Tax (NRT) from the Canada Revenue Agency (CRA) and apply it to an overpayment in the current year. You must do it before the year’s final update and before the tax slips are issued. After the final update, no further recovery can be made from the next remittance to the CRA for the previous year’s debt. Example The client died in October but was paid in November. The estate of the deceased client refunds the Department only the net portion of the overpayment amount in the following situations: Their account was cancelled in the December accounting month. Their November payment (gross amount $400.00, tax deduction $50.00, net amount $350.00) was negotiated. An overpayment amount of $400.00 is set up. A cash refund for the net November payment amount of $350.00 is received from the estate in late December, before the financial year-end cut-off. The Chief Financial Officer Branch (CFOB) will receive the incoming payment of $350.00 and apply the amount received against the receivable amount. You must: Determine how the payment was returned. For a cash refund in the Public Sector Collections and Disbursements system, refer to View Incoming Payments in CPMS . For payments returned through the Standard Payment System (SPS), refer to Returned Payment . View Incoming Payments in CPMS Returned Payment Request a reimbursement of the FVTW or NRT from the CRA by completing a Request for Manual Adjustment of Income Tax (ISP1607) form. Scan and email the form as directed on the form. Bring forward (BF) the work item. Refer to Bring Forward (BF) (Action) . (KA-01654 Snippet 7.0 content. Do not modify or delete.) You will receive an acknowledgement email when the form has been reviewed by CPP Operations National Headquarters (NHQ). You will be contacted if the form is incomplete or clarification is required and then asked to resubmit. When you receive the acknowledgement email from CPP Operations NHQ, refer to Adjust a Departmental Receivable Amount in CPMS . Use the reason ""Withhold Adjustment Cancelled Payment"". Adjust a Departmental Receivable Amount in CPMS Inform the client or the estate, in writing, of the amount of the FVTW or NRT that was recovered from the CRA applied against the overpayment. If an overpayment still exists, collect the remainder from the client or the estate, if applicable. Amend the tax slip to reflect the correct taxable amount and tax deductions. Refer to Tax Slips—Amend, Cancel, Duplicate or Recall in CPMS . Tax Slips—Amend, Cancel, Duplicate or Recall in CPMS"
dita_body:4ec5f43fad70fc293d82,en,KA-01082_EN,en/KA-01082_EN/ka-01082_recovery_of_a_withhold_deduction_made_in_error.dita,task,Recovery of a withhold deduction made in error,taskbody,,261,en/common_notes/note_0100.dita#note_0100/reuse_note_0100|en/common_notes/note_0101.dita#note_0101/reuse_note_0101,"In order to refund a client the amount of a deduction withheld in error, you must request the reimbursement from the Canada Revenue Agency (CRA) before the Chief Financial Officer Branch's (CFOB) financial year-end cut-off date. Example A client had a 100% monthly Federal Voluntary Tax Withhold (FVTW) deduction taken from their $500.00 CPP RTR pension payment in error. The client contacts the Department and advises that they requested a deduction of 10%, not 100%. They want the amount of the deduction to be corrected immediately and urgently need their expected RTR pension payment. The current month’s payment cycle (e.g. September) has already occurred, and the client’s net RTR pension payment is $0.00 (100% to FVTW). Correct the tax withhold amount in CPMS. Refer to Federal Voluntary Tax Withhold—Add, Modify, Stop or Delete in CPMS . Federal Voluntary Tax Withhold—Add, Modify, Stop or Delete in CPMS Request a reimbursement of the FVTW or Non-Resident Tax from the CRA by completing a Request for Manual Adjustment of Income Tax (ISP1607) form. Scan and email the form as directed on the form. Issue a Manual Priority Payment to the client. Issue a Manual Priority Payment See details Bring forward (BF) the work item. Refer to Bring Forward (BF) (Action) . (KA-01654 Snippet 7.0 content. Do not modify or delete.) Amend the tax slip to reflect the correct tax deductions. Refer to Tax Slips—Amend, Cancel, Duplicate or Recall in CPMS . Tax Slips—Amend, Cancel, Duplicate or Recall in CPMS Update the client’s notes in ITRDS with an explanation of the tax slip amendment."
dita_body:31876d4fdaabcddc8e2f,en,KA-01082_EN,en/KA-01082_EN/ka-01082_recovery_of_a_withhold_to_apply_to_a_ne_842e706c.dita,concept,Recovery of a withhold to apply to a new overpayment before the final year end update,conbody,,356,en/common_notes/note_0104.dita#note_0104/reuse_note_0104,"Based on the priority of withholds, the Department can request a full or partial reimbursement of an Federal Voluntary Tax Withhold (FVTW) amount that was sent to the Canada Revenue Agency (CRA) in the current calendar year. The reimbursement can be applied to the overpayment reducing the balance the client owes. Example Effective January 2022, the client started to have a $100.00 FVTW deducted from their $1,200.00 CPP DSB payment. In October 2022, a reassessment of the client’s DSB resulted in the benefit being terminated and retro ceased back to the effective date of October 2021. The October 2022 payment was intercepted and cancelled in the Standard Payment System (SPS), and there is an existing $15,000.00 overpayment {$1,000.00 x 3 (Oct-Dec 2021) + $1,200.00 x 10 (Jan-Sept 2022) = $15,000.00}. The current month’s payment cycle (e.g. September) has already occurred. The Request for Manual Adjustment of Income Tax (ISP1607) form should be completed to request that the CRA reimburses $1000.00 for the period of January to September 2022 (10 months x $100.00 = $1,000.00). Request a reimbursement of the FVTW or NRT from the CRA. Complete an ISP1607 form. Follow the instructions as directed on the form to submit said form for review by CPP Operations National Headquarters (NHQ). You will be contacted if the form is incomplete or clarifications are required and then asked to resubmit. Bring forward (BF) the work item. Refer to Bring Forward (BF) (Action) . (KA-01654 Snippet 7.0 content. Do not modify or delete.) If you receive the acknowledgement email from CPP Operations NHQ, refer to Adjust a Departmental Receivable Amount in CPMS . Use the reason ""Withhold Adjustment Cancelled Payment"". Adjust a Departmental Receivable Amount in CPMS Inform the client in writing that the amount of the FVTW has been applied against their overpayment. If an overpayment still exists, collect the remainder from the client, if applicable. Amend the tax slip to reflect the correct taxable amount and tax deductions. Refer to Tax Slips—Amend, Cancel, Duplicate or Recall in CPMS . Tax Slips—Amend, Cancel, Duplicate or Recall in CPMS"
dita_body:d0cee788f648894dd927,en,KA-01082_EN,en/KA-01082_EN/ka-01082_summary.dita,concept,Summary,conbody,,72,,There are various situations when an automatic or manual adjustment must be made to the Federal Voluntary Tax Withhold (FVTW) or Non-Resident Tax (NRT) Withhold on a client's file. You can request that the Canada Revenue Agency (CRA) reimburse or recover the FVTW or NRT. This procedure gives instructions for: when to make a request to the CRA; how to make a request; and when to adjust the remittance or tax slips.
dita_body:71d30c1f2ae386e06404,en,KA-01082_EN,en/KA-01082_EN/ka-01082_what_you_need_to_do.dita,concept,What you need to do,conbody,,254,en/common_notes/note_0099.dita#note_0099/reuse_note_0099,"System screening Find the client in ITRDS . Find the client in ITRDS Ensure you are in the correct client’s account by verifying the Social Insurance Number , Date of Birth and Address . (KA-01649 Snippet 2.0 content. Do not modify or delete.) Look for any potential matches . potential matches Review ITRDS Account Notifications, Warnings and Messages . Review ITRDS Account Notifications, Warnings and Messages Review the client's notes for any information that may be important. Refer to ITRDS Notes—Review, Add and Delete (Action) . (KA-01652 Snippet 5.0 content. Do not modify or delete.) Review the Account Overview screen in CPMS for monetary information, such as overpayments or underpayments, that may have been created as a result of a previous action taken on the client’s account. Refer to Departmental Receivable (Overpayments) or to Payable (Underpayments) , if applicable. (KA-04763 Snippet 22.0 content. Do not modify or delete.) Action a recovery or reimbursement Your actions depend on the situation. Update PWS and the file Update the client's notes in ITRDS to record details of your actions or decisions made on the account. Refer to ITRDS Notes—Review, Add and Delete (Action) . (KA-01651 Snippet 4.0 content. Do not modify or delete.) Update the work item in PWS , if applicable. For more details, refer to Pensions Workload System Guide Internal link . (KA-02284 Snippet 16.0 content. Do not modify or delete.) Put away the work item to the file, if applicable. Refer to Put Away or Purge a File (Scenario) . (KA-01653 Snippet 6.0 content. Do not modify or delete.)"
dita_body:86ef281cb31542a6663b,en,KA-01082_EN,en/KA-01082_EN/ka-01082_what_you_need_to_know.dita,concept,What you need to know,conbody,,493,en/common_notes/note_0099.dita#note_0099/reuse_note_0099,"When an FVTW or an NRT is sent to the C RA Updated CPP monthly tax withhold dollar amounts are sent to the CRA by the 15th of the following month. The exception is December, when they are remitted around January 10. The Chief Financial Officer Branch (CFOB) sends taxes withheld from payments to the CRA. The total amount of tax withheld from a client during a calendar year is shown on the client’s annual tax slip. Dates are very important in determining how to process a request for reimbursement of income tax withheld from benefit payments. The tax slip and the CRA remittance adjust automatically if the cancelled payment is recorded in the Standard Payment System before the final update for the year. The January CPP Production schedule will provide the cut-off date for cancelled payment updates to tax slips in CPMS. If the cancelled payment is not recorded before the final year-end update: the client's tax slip is not adjusted; and the income tax amount withheld for any period of non-entitlement to a benefit is not recovered from the following year’s remittance to the CRA. As a result, the net amount of the cancelled payment is reflected on the following year’s tax slip or credit slip. Tax slip adjustments are not to be made for the previous year. Recovery of an FVTW or NRT from the CRA You may need to recover an FVTW or an NRT from the CRA and apply the amount towards an overpayment in the following situations: the beneficiary died and was paid benefits after the month of death; the beneficiary voluntarily cancelled their benefits and must repay them (the CRA will only reimburse tax amounts for the current year); the beneficiary is alive and had no entitlement to the benefits that were paid to them; or there was an existing overpayment and the FVTW or NRT should not have been withheld and remitted to the CRA . A departmental overpayment takes priority over an income tax withhold. For more information, refer to the Priority of Withholds—Set-offs, Withholds, Deductions, Reimbursements and Overpayments policy article. Priority of Withholds—Set-offs, Withholds, Deductions, Reimbursements and Overpayments You may need to recover an FVTW or NRT from the CRA and the amount may need to be reimbursed to the client in the following situations: the FVTW was applied against the wrong client; or the withhold amount was encoded as a greater amount than the client requested. You must submit a Request for Manual Adjustment of Income Tax (ISP1607) form before CFOB's financial year-end cut-off date to recover an FVTW or NRT amount. CFOB advises the network of the date, which is usually between January 5 and 10, but changes each year. After CFOB's year-end cut-off date has passed, the department cannot recover any amounts sent to the CRA. Tax slip adjustments are not to be made for previous years. For more information, refer to the policy on Voluntary Tax Withholds and Voluntary Deductions"
dita_body:9aa46e59a25cab311f61,en,KA-01084_EN,en/KA-01084_EN/ka-01084_automatic_readjudication_updated.dita,concept,Automatic readjudication Updated,conbody,,204,en/common_notes/note_0106.dita#note_0106/reuse_note_0106,"A benefit is automatically readjudicated when a change to a client's information affects their benefit eligibility or entitlement. The changes may include: data capture sessions (completed and new); benefit status; interrelationship information (modifying or deleting periods or relationships); earnings information, refer to Record of Earnings Updates to CPP Benefits (Knowledge) ; Record of Earnings Updates to CPP Benefits (Knowledge) school attendance periods; survivor disability periods; personal client data (change to the date of birth, date of death or address); change in effective date; account that is in pay at less than the maximum rate supported with an application for the Child Rearing Provision; change as a result of a request for Credit Split; change as a result of a request for Pension Sharing; conversion of benefits ( DSB to the RTR pension); or record change (consolidate or deconsolidate accounts). When a client's data is updated (e.g. change to the date of birth) and the updated information directly affects benefit eligibility and entitlement, a readjudication is required and an event is created. When the event is created, ITRDS identifies the event and determines when and how it must be managed. An event that requires a manual readjudication remains on the client's record until you process it."
dita_body:41d23ee45844cdd011bd,en,KA-01084_EN,en/KA-01084_EN/ka-01084_determine_if_manual_intervention_is_req_5482eae3.dita,concept,Determine if manual intervention is required Updated,conbody,,125,en/common_notes/note_0107.dita#note_0107/reuse_note_0107,"When an event that requires manual readjudication occurs, the account appears on the monthly Benefits Requiring SDA Intervention report. For more information, Benefits Requiring Service Delivery Agent Intervention (Scenario) These accounts have the Requires SDA Intervention in the Reason field or Reason(s) field associated with the benefit or provision identified in the Benefits Requiring SDA Intervention report. You must review the account to determine the appropriate resolution or if follow up is required. In all cases where you cannot immediately resolve the status, you must add notes to the client's account and all associated accounts to provide clarification. ITRDS Notes – Review, Add and Delete (Action) After clicking Re-adjudicate , ensure that there is no Requires SDA Intervention reason in the Reason field or Reason(s) field."
dita_body:eec8598f41c113571774,en,KA-01084_EN,en/KA-01084_EN/ka-01084_exceptions_and_special_cases.dita,concept,Exceptions and special cases,conbody,,17,,There are no exceptions or special cases. (KA-01098 Snippet 12.0 content. Do not modify or delete.)
dita_body:ca5f6cbc3217960c28ec,en,KA-01084_EN,en/KA-01084_EN/ka-01084_glossary.dita,reference,Glossary,refbody,,8,,Adjudication Adjudication event Program Exception Process (PEP) Readjudication
dita_body:f8dc97512a7e2c7b5ffd,en,KA-01084_EN,en/KA-01084_EN/ka-01084_processing_intervention_updated.dita,concept,Processing intervention Updated,conbody,,562,en/common_notes/note_0108.dita#note_0108/reuse_note_0108|en/common_notes/note_0109.dita#note_0109/reuse_note_0109|en/common_notes/note_0110.dita#note_0110/reuse_note_0110|en/common_notes/note_0111.dita#note_0111/reuse_note_0111,"Survivor under the age of 35 before January 1, 2019 When a survivor applicant is under the age of 35 before January 1, 2019, at the time of the contributor's death and is without a child or a disability qualifier, there is no pension payable until a qualifier is present or until the survivor reaches 65 years of age. When the SVR pension application is processed, the benefit displays the Eligible, No Entitlement status. ITRDS automatically readjudicates a SVR pension whenever qualifier information (dependency or disability) is updated. When a survivor reaches 65 years of age, the SVR pension is also automatically readjudicated. However, if the survivor is not in pay for a RTR pension, ITRDS changes the Eligible, No Entitlement status to the Suspended status with Requires SDA Intervention in the Reason field or Reason(s) field. This allows you to add a proper address and payment destination before release. Although the SVR pension displays the Suspended status, you must not use the Modify Benefits screen to release the benefit. After you have updated the address information correctly, you must click Re-adjudicate on the Benefits screen. Since the adjudication is triggered manually, the status automatically updates to In pay . Credit Split—Interrelationship data amended with subsequent benefit adjudication When you modify the spousal interrelationship data used in a completed Credit Split, a pop-up message notifies you that a readjudication of the Credit Split may be required. Since not all changes affect the Credit Split (i.e. may not affect the range of division), readjudication of the application is not always required. When a primary benefit (i.e. DSB or RTR pension) is processed, any existing Credit Split is also readjudicated. Any change to a DSB or RTR pension start or end date (e.g. beginning or terminating the benefit) readjudicates the Credit Split. This ensures that no earnings are divided during a period of benefit payment and that benefit rates are properly calculated. When both above scenarios occur on a client account, ITRDS cannot successfully readjudicate the Credit Split without your validation. The Credit Split is updated to display the Approved status with Requires SDA Intervention in the Reason field or Reason(s) field. Credit Split adjudication results are displayed on the Credit Split screen. Since Re-adjudicate is not displayed, you must access the completed Credit Split data capture session, update all mandatory fields and then select Submit . Benefit denial and data changes When a benefit is denied for any reason, ITRDS does not automatically change the status without your verification. When an application is denied, appeal rights are extended. Generally, a decision to deny an application can only be reversed through specific circumstances (e.g. reconsideration or appeal, administrative error) or through a new application. As a result, denial decisions cannot be reversed or changed without review. When a benefit has been denied and a readjudication determines that a benefit may be payable, ITRDS updates the benefit to display the Denied status with the Requires SDA Intervention in the Reason field or Reason(s) field. This allows you to determine if you have the authority to change the decision from Denied . Adding or modifying earnings CPP benefits that are denied for insufficient earnings may be affected when you add or update earnings. Following a change to the client's earnings, you may need to do a manual readjudication. Earnings—Add or Modify (Action)"
dita_body:997d575bacdd7cb7764a,en,KA-01084_EN,en/KA-01084_EN/ka-01084_readjudicate_benefits_new.dita,concept,Readjudicate benefits New,conbody,,120,en/common_notes/note_0112.dita#note_0112/reuse_note_0112,"Readjudicate each benefit type. Refer to Re-Adjudicate Benefits in ITRDS (Action) . Re-Adjudicate Benefits in ITRDS (Action) Review the Benefits screen to ensure you received the expected results: the correct Current Amount ; the correct Amount at Start Date ; the correct Status ; and the correct Start Date . Review the Account Overview screen in CPMS for monetary information, such as receivables or payables, that may have been created as a result of the action you have taken on the client’s account. Refer to Departmental Receivables (Overpayments) (Scenario) or to Payables (Underpayments) in CPMS (Scenario) , if applicable. (KA-01839 Snippet 10.0 content. Do not modify or delete.) Send the appropriate letter to the client if the readjudication results in a receivable or a payable."
dita_body:c45574d26181fff1167b,en,KA-01084_EN,en/KA-01084_EN/ka-01084_readjudication.dita,concept,Readjudication,conbody,,168,,"ITRDS automatically readjudicates a benefit when a change to a client's information (e.g. updating the client's date of birth) affects their benefit eligibility or entitlement. The result of the readjudication is displayed immediately when you refresh the Benefits screen. You must understand which parts of a client's account activity are automated and when processing staff intervention is required. When there are system issues or problems with the client data which prevents the system from readjudicating, you may need to manually readjudicate a benefit. Each benefit has a status and a reason for the status. The reason assists you in understanding why the benefit is in the specific status (i.e. which eligibility rule was not met for a denied benefit). When an automatic or manual readjudication occurs, ITRDS determines if the benefit rate and status have changed. In certain circumstances, ITRDS does not automatically change the benefit entitlement, but instead amends the benefit's status to indicate that further steps must be taken. Manual intervention is then required."
dita_body:df430e16501d421c15ee,en,KA-01084_EN,en/KA-01084_EN/ka-01084_review_the_account_status_new.dita,task,Review the account status New,taskbody,,99,,"Review the Benefits screen in ITRDS to determine current and past benefit activity. Transfer the account to the Dual, IO or the Program Exception Processing Units, if applicable. Refer to Transfer Files and Work Items (Scenario) . Transfer Files and Work Items (Scenario) Confirm the Current amount , the Amount at Start Date , the Status and the Start Date for all benefits. In CPMS , review the Account Overview screen for any existing monetary information (i.e. overpayments or underpayments). Refer to Departmental Receivables (Overpayments) (Scenario) or to Payables (Underpayments) in CPMS (Scenario) . Departmental Receivables (Overpayments) (Scenario) Payables (Underpayments) in CPMS (Scenario)"
dita_body:26bb28b104363796db98,en,KA-01084_EN,en/KA-01084_EN/ka-01084_summary.dita,concept,Summary,conbody,,25,,"When ITRDS does not automatically readjudicate a benefit (e.g. Retirement ( RTR ) pension, Disabled Contributor's Child's Benefit) on a client's account, you must readjudicate manually."
dita_body:6c9172e7682c9457ef41,en,KA-01084_EN,en/KA-01084_EN/ka-01084_system_screening_new.dita,task,System screening New,taskbody,,186,,"Find the client in ITRDS . Refer to Find a Client in ITRDS (Action) . Find a Client in ITRDS (Action) Verify any potential matches. Refer to Potential Matches in ITRDS —Review and Consolidate (Action) . If there is no existing record, refer to Create a Client in ITRDS (Action) . Create a Client in ITRDS (Action) Potential Matches in ITRDS —Review and Consolidate (Action) See details Ensure you are in the correct client’s account by verifying the Social Insurance Number , Date of Birth and Address . (KA-01649 Snippet 2.0 content. Do not modify or delete.) Review ITRDS account notifications, warnings and messages. Refer to Review ITRDS Account Notifications, Warnings and Messages (Action) . If Notification: Appeal Filed is displayed, refer to Appeal Indicator—Activate or Remove in ITRDS (Action) . Appeal Indicator—Activate or Remove in ITRDS (Action) Review ITRDS Account Notifications, Warnings and Messages (Action) See details Review the client's notes for any information that may be important. Refer to ITRDS Notes—Review, Add and Delete (Action) . (KA-01652 Snippet 5.0 content. Do not modify or delete.) See details Verify PWS for documentation or duplicate applications. For more information, refer to PWS Guidelines for Pensions ."
dita_body:43af354ab14da7d05af2,en,KA-01084_EN,en/KA-01084_EN/ka-01084_update_pws_and_the_file_new.dita,concept,Update PWS and the file New,conbody,,94,,"Update the client's notes in ITRDS to record details of your actions or decisions made on the account. Refer to ITRDS Notes—Review, Add and Delete (Action) . (KA-01651 Snippet 4.0 content. Do not modify or delete.) Update the work item in PWS , if applicable. For more details, refer to Pensions Workload System Guide Internal link . (KA-02284 Snippet 16.0 content. Do not modify or delete.) Put away the work item to the file, if applicable. Refer to Put Away or Purge a File (Scenario) . (KA-01653 Snippet 6.0 content. Do not modify or delete.)"
dita_body:16b0bff6f93047ce94b4,en,KA-01087_EN,en/KA-01087_EN/ka-01087_are_there_contesting_representatives_updated.dita,concept,Are there contesting representatives? Updated,conbody,,54,,"If there is a dispute between contesting representatives of an incapable client, and you cannot determine the rightful representative after reviewing all relevant supporting documentation and factors, contact National Headquarters via the Business Expertise Request Tool Internal link or the National Business Expertise Tool Internal link . Business Expertise Request Tool National Business Expertise Tool"
dita_body:295bb7be2fc0e14e4e4b,en,KA-01087_EN,en/KA-01087_EN/ka-01087_are_there_fraud_concerns_associated_wit_d8a80bf2.dita,concept,Are there fraud concerns associated with the trusteeship?,conbody,,44,,"If you suspect fraud, send the account to the Integrity Services Branch for investigation. For more information, refer to: Referral Process for Administrative Investigations—CPP (Scenario) ; or Referral Process for Administrative Investigations—CPP (Scenario) Referral Process for Administrative Investigations—OAS (Scenario) . Referral Process for Administrative Investigations—OAS (Scenario)"
dita_body:1abfe5ca81c2f5c13189,en,KA-01087_EN,en/KA-01087_EN/ka-01087_bulk_pay.dita,concept,Bulk Pay,conbody,,62,,"When one of the following trustees holds trusteeship for multiple CPP and OAS clients, the Department will make a bulk payment of CPP and OAS benefits to that trustee on behalf of the Department's clients: public trustee or public curator (in Québec); or private trustee or agency. This arrangement allows multiple client payments to be combined into one monthly lump sum amount."
dita_body:28fdb27d90a1ed6722ab,en,KA-01087_EN,en/KA-01087_EN/ka-01087_client_regains_the_ability_to_manage_th_70fc2050.dita,concept,Client regains the ability to manage their own affairs Updated,conbody,,190,,"When appointing a trustee, you must determine if you need to review the case later if the client's condition improves and terminates the trusteeship, if required. You must add a note in ITRDS and bring forward the account to the expected date of improvement indicated on the Certificate of Incapability-OAS/CPP (ISP-3505) form, if one was provided. When the trustee informs the Department of the client's regained ability to manage their affairs, you must request a new ISP-3505 form. Once the client's regained ability has been confirmed on the new ISP-3505 form, remove the trustee from the client's file and issue future payments directly to the client. If the public trustee is the appointed trustee, the Department will accept a letter from them stating that the client has regained the ability to manage their own affairs and that their trusteeship has ended on a specific date. You must remove the trustee's name from the client's file and issue future payments directly to the client. If the client informs the Department that they have regained the ability to manage their own affairs, contact the trustee and request a new ISP-3505 form."
dita_body:f3aacc3c4c2b3172902c,en,KA-01087_EN,en/KA-01087_EN/ka-01087_court-appointed_trusteeship_protection__b5e41c4a.dita,task,"Court-appointed trusteeship, protection mandate or tutorship Updated",taskbody,,230,,"Determine if the court order or government department or agency letter is valid. Refer to Court Orders, Committees and Guardianship and Validate a Legal Representative (Action) . If yes , go to Step 2 . Step 2 If no , deny the request for trusteeship and proceed as follows: Send the applicable letter indicating the reason for the denial. For CPP, send the File Maintenance-Trustee (ISS-6186) letter. For OAS, send the OAS - CPP, Trusteeship, Request for trusteeship denied, Certificate of Incapability enclosed (ISS-0838) letter. Go to the Update the systems and the file section below. Court Orders, Committees and Guardianship Validate a Legal Representative (Action) Add the trustee or mandatary information in the applicable system. For ITRDS , refer to Trustee—Add, Modify or Delete in ITRDS (Action) . Trustee—Add, Modify or Delete in ITRDS (Action) For Cúram, refer to Third Party Contacts—Add, View, Edit, and Delete in Cúram (Action) . Third Party Contacts—Add, View, Edit, and Delete in Cúram (Action) Notify the responsible CPP or OAS processing unit if the trustee or mandatary information needs to be added to the other system. Provide a copy of the document, if applicable. Refer to Communication Between Programs (ISP-0435) Form (Action) . Communication Between Programs (ISP-0435) Form (Action) Send the applicable letter. For CPP, send the ISS-6186 letter. For OAS, send the OAS - CPP or OAS/CPP, Public Trustee accepted (ISS-0856) letter. Go to the Update the systems and the file section below."
dita_body:d19fccc19627308644cf,en,KA-01087_EN,en/KA-01087_EN/ka-01087_court_orders_committees_and_guardianship.dita,concept,"Court orders, committees and guardianship",conbody,,162,,"Provincial or territorial courts can send the Department documents—such as court orders and certificates—appointing one or more individuals to act on behalf of an incapable client. The court appoints a guardian or committee only after considering factors that include whether the incapable individual had a personal directive in place before becoming incapable (e.g. an enduring power of attorney). Therefore, the guardian or committee takes precedence over all others who applied to become trustees on behalf of a CPP and OAS client. As a result, the Department will accept a court-appointed guardian or committee to act on behalf of a CPP and OAS client. Some court orders may pertain only to the personal care of the incapable individual and not their property. You must examine the authorizing document to ensure that it is for property purposes before accepting it. For more information, refer to Court Orders, Committees and Guardianship (Work Tool) or Court Orders, Committees and Guardianship (Work Tool) Legal Representation (Policy)"
dita_body:a3d1c7bc57cecd88f62d,en,KA-01087_EN,en/KA-01087_EN/ka-01087_death_of_a_client_under_a_department-ap_5cd6c31c.dita,task,Death of a client under a Department-appointed trusteeship Updated,taskbody,,325,,"When the client under a Department-appointed trusteeship dies, proceed as follows: Remove the trustee as payee/nominee from the applicable system. For ITRDS , if a post-mortem contact is added, the CPP trustee will be automatically removed as the payee. Refer to Trustee—Add, Modify or Delete in ITRDS (Action) . Trustee—Add, Modify or Delete in ITRDS (Action) For Cúram, refer to Third Party Contacts—Add, View, Edit, and Delete in Cúram (Action) . Third Party Contacts—Add, View, Edit, and Delete in Cúram (Action) Notify the responsible CPP or OAS processing unit if the trustee or mandatary information needs to be removed from the other system. Provide a copy of the document, if applicable. Refer to Communication Between Programs (ISP-0435) Form (Action) . Communication Between Programs (ISP-0435) Form (Action) Send the applicable letter to the trustee, along with a final Trustee's Accounting Report (ISP-3509) form. For CPP, send the File Maintenance - Trustee (ISS-6186) letter. For OAS, send the OAS - CPP, Pensioner died, request final trustee accounting report (ISS-0596) letter. Place the work item on hold in PWS or defer the task in Cúram, as applicable. Refer to Bring Forward (BF) (Action) . Bring Forward (BF) (Action) Review the completed accounting report to determine if there were any CPP or OAS funds sent to the trustee that were not distributed to the client or expended on their behalf, once received. Refer to Validate a Trustee's Accounting Report (ISP-3509) (Action) . If yes , go to Step 6 . Step 6 If no , go to the Update the systems and the file section below. Validate a Trustee's Accounting Report (ISP-3509) (Action) Advise the trustee to return any remaining CPP or OAS funds or payments issued after death to the Department by a payment made to the Receiver General for Canada. Once the payment is received, issue any funds for which there is entitlement to the estate. Refer to Payment Owing After Death (Scenario) . Payment Owing After Death (Scenario) Go to the Update the systems and the file section below."
dita_body:423a2946a57fdd521a42,en,KA-01087_EN,en/KA-01087_EN/ka-01087_death_of_a_trustee_updated.dita,task,Death of a trustee Updated,taskbody,,369,en/common_notes/note_0117.dita#note_0117/reuse_note_0117,"Trusteeship ends with the trustee's death, unless there are multiple trustees or a substitute trustee named on the court document. If the trustee dies before the client, proceed as follows: Suspend all benefits. Refer to Suspend Pensions or Benefits (Scenario) . Suspend Pensions or Benefits (Scenario) Contact the executor of the deceased trustee to request a final Trustee's Accounting Report (ISP-3509) form. If the executor is unknown, send the ISP-3509 form addressed to the estate of the deceased trustee at their last known address. Remove the trustee contact from the applicable systems. The account will remain suspended until a new trustee is appointed. For ITRDS , refer to Trustee—Add, Modify or Delete in ITRDS (Action) . Trustee—Add, Modify or Delete in ITRDS (Action) For Cúram, refer to Third Party Contacts—Add, View, Edit, and Delete in Cúram (Action) . Third Party Contacts—Add, View, Edit, and Delete in Cúram (Action) Notify the responsible CPP or OAS processing unit if the trustee or mandatary information needs to be removed from the other system. Provide a copy of the document, if applicable. Refer to Communication Between Programs (ISP-0435) Form (Action) . Communication Between Programs (ISP-0435) Form (Action) Determine if a new trustee has been identified. If yes , go to Step 8 . Step 8 If no , go to Step 6 . Step 6 Place the work item on hold in PWS or defer the task in Cúram, as applicable. Refer to Bring Forward (BF) (Action) . Bring Forward (BF) (Action) After the appropriate BF periods have expired, review PWS , Cúram and ITRDS notes to determine if a new trustee has come forward. If yes , go to Step 8 . Step 8 If no , refer the file to the Integrity Services Branch. Refer to: Referral Process for Administrative Investigations—CPP (Scenario) ; or Referral Process for Administrative Investigations—CPP (Scenario) Referral Process for Administrative Investigations—OAS (Scenario) . Referral Process for Administrative Investigations—OAS (Scenario) Process the new request for trusteeship, if this has not already been done. For a Department-appointed trustee, go to the Department-appointed trusteeship section above to validate and appoint the new trustee. For a court-appointed trustee, go to the Court-appointed trusteeship, protection mandates and tutorship section above to validate and appoint the new trustee. Go to the Update the systems and the file section below."
