dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT bodies EN,dita_body:3243e7e2dccf192adcb4,,no,,refbody,dita_refbody,en/KA-01799_EN/ka-01799_for_cpp_and_cppd_reimbursements_to_a_pr_bbd8b8e4.dita,For CPP and CPPD reimbursements to a provincial social services or workers' compensation program agency Updated,reference,en,16,3d4b66f10d92bca0fbd80c2c154c27a65a2f272f,Complete the Calculation Sheet—Provincial or Municipal Social Services as follows: Calculation Sheet—Provincial or Municipal Social Services
KMT bodies EN,dita_body:a061b829a2c1eea63936,,no,,taskbody,dita_taskbody,en/KA-01799_EN/ka-01799_for_cppd_reimbursements_to_a_private_insurer.dita,For CPPD reimbursements to a private insurer,task,en,128,1e1949dbfdbaf6c5bccacbbd344eaea210b025fa,"When an overpayment and/or withhold is recovered, the amount is deducted from the total gross arrears amount first and then the balance of funds, if any, is available for reimbursement. Do not use Sheet B – Short and Sheet B – Long as these calculation sheets do not recover an overpayment and/or withhold correctly. If there is an overpayment or withhold to be recovered, you must determine the balance of funds available to reimburse the private insurer before using Calculation Sheet A – Short or Sheet A – Long. Click on Calculation Sheet—Private Insurer : Depending on the length of the retroactive period, select the appropriate tab within the Calculation Sheet as follows: Sheet A – Short (2 years or less for retroactive period); or Sheet A – Long. Complete the selected Calculate Sheet as follows: Calculation Sheet—Private Insurer"
KMT bodies EN,dita_body:cb6e30914bde5f40bb79,,no,,conbody,dita_conbody,en/KA-01799_EN/ka-01799_for_oas_reimbursements_to_a_provincial__73ba4c05.dita,For OAS reimbursements to a provincial social services agency,concept,en,172,ba1ba486a3b523bce9e3fad41d1df8dd303f71d1,"Determine the period eligible for reimbursement If the earliest date listed in Details of assistance paid (month and year) in Section C of the ISP3010 form is: earlier than the effective month of the OAS benefit, use the OAS effective date as the start date. the same as or later than the effective month of the OAS benefit, use the earliest date listed in Details of assistance paid (month and year) in Section C of the ISP3010 form as the start date. Use the current accounting month as the end date. Calculate the amount of reimbursement Calculate the amount payable to the client for each month in the period of eligibility. Subtract the monthly social assistance amount from the monthly benefit amount. Determine the reimbursement amount, i.e. the lesser of the monthly benefit or the monthly social assistance payment (for each month in the period eligible for reimbursement). Calculate the total of months in the period eligible for reimbursement for the total payable to the client and the total reimbursement amount."
KMT bodies EN,dita_body:01f8b0514cebd8444a5e,body_en_cluster_00036,yes,44,refbody,dita_refbody,en/KA-01799_EN/ka-01799_forms.dita,Forms,reference,en,100,7969e21fba93385692a5122715cd0a2849f83bb9,ISP1613—Consent to deduction and payment - Canada Pension Plan ISP1618A-B—Service Canada – Insurer: Disability Benefits Retroactive Payment and Information Sharing Consent ISP1618C—Request to Deduct and Pay a One-Time Retroactive Payment to an Insurer ISP1619—Consent to Deduction and Payment - Canada Pension Plan ( CPP ) Disability Benefits to the Administrator of a provincial workers' injury and occupational diseases compensation program ISP3010—Consent to deduction and payment - Old Age Security You can access the forms listed above in the ESDC/SC - Service Canada Forms List Internal link (access is required). Search the forms catalogue using the 4 digits. (KA-03207 Snippet 19.0 content. Do not modify or delete.) ESDC/SC - Service Canada Forms List
KMT bodies EN,dita_body:faf9cd906433195b525b,,no,,refbody,dita_refbody,en/KA-01799_EN/ka-01799_glossary.dita,Glossary,reference,en,6,0769e198f7a15a4e7e6310dadd7f7b00ebe2c941,Period of reimbursement Reimbursement Retroactive payment
KMT bodies EN,dita_body:f30abe43d4693911f9ec,body_en_cluster_00103,yes,4,conbody,dita_conbody,en/KA-01799_EN/ka-01799_summary.dita,Summary,concept,en,27,66f2ddb18cbf7323d955569a573525b37a4f72e9,"Calculate the reimbursement amount of CPP , CPPD and OAS benefits to a social services agency or CPPD benefits to a private insurer or provincial workers' compensation program agency."
KMT bodies EN,dita_body:9050a19d886b9b455b10,,no,,conbody,dita_conbody,en/KA-01799_EN/ka-01799_what_you_need_to_do.dita,What you need to do,concept,en,7,115579a927001fd7cb8c675a62a6076bb5f20bb3,Calculate the dollar amount of the reimbursement
KMT bodies EN,dita_body:cf873ddb625bd39c83d4,,no,,conbody,dita_conbody,en/KA-01799_EN/ka-01799_what_you_need_to_know.dita,What you need to know,concept,en,469,2274411e4451c1527922fed063a82c557b846395,"Hierarchy of reimbursements The dollar amount available for reimbursement to an agency or private insurer is calculated after any Service Canada withholds (e.g. administrative penalties, departmental receivables, non-resident tax, cross program recoveries, OAS recovery tax) have been applied. For more information on withholds, refer to the Priority of Withholds—Set-offs, Withholds, Deductions, Reimbursements and Overpayments (Policy) When an applicant submits more than one consent to deduction form, the one signed earliest will be paid first, but only if there are funds available after applying any priority withholds. For more information on the hierarchy of reimbursements, refer to the Reimbursement—Insurers/Provincial Administrators (Policy) Reimbursement to a social services agency The calculation of the reimbursement amount to the provincial social services agency: includes retroactive payments and the first regular monthly payment of CPP , CPPD or OAS benefits; excludes any months after the first regular monthly payment of CPP , CPPD or OAS benefit; does not exceed the amount of social assistance benefit in any month; exclude any months where there is no payment of social assistance benefits; does not exceed the amount of monthly CPP , CPPD or OAS benefit in any month; excludes any months before the effective date of the CPP , CPPD or OAS or cessation of social assistance payments, whichever is earlier; may include any monthly children's benefit (the total amount of the monthly reimbursement must not exceed the monthly amount of social assistance paid in any month). Some provinces do not require children's benefits to be included in the calculation of a reimbursement amount. Refer to Reimbursement—Insurers/Provincial Administrators (Policy) for exceptions. Reimbursement—Insurers/Provincial Administrators (Policy) Reimbursement to the Administrator of a provincial workers' compensation program agency The calculation of the reimbursement amount to the provincial workers’ compensation program agency: includes retroactive payments and the first regular monthly payment of CPPD benefit; excludes any months after the first regular monthly payment of CPPD benefit; does not exceed the amount of the provincial workers' compensation program agency payment in any month; excludes any months where there is no payment of the provincial workers' compensation program agency; does not exceed the amount of monthly CPPD benefit in any month; excludes any months before the effective date of the CPPD benefit or cessation of the provincial workers' compensation program agency payment, whichever is earlier; and excludes any children’s benefits in any month. Reimbursement to a private insurer The calculation of the reimbursement amount to a private insurer: includes retroactive payments of CPPD benefits; does not exceed the amount of the disability insurance benefit in any month; excludes any months where there is no payment of disability insurance benefits; does not exceed the amount of monthly CPPD benefit in any month; excludes any months before the effective date of the CPPD benefit or cessation of disability insurance payment, whichever is earlier; excludes any children's benefits in any month."
KMT bodies EN,dita_body:4b272aea98353fad472b,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_bankruptcy.dita,Bankruptcy,concept,en,213,07ef716055a1866a039adf1455015a1583a8f6cc,"If a client has filed for bankruptcy, the Pre/Post Bankruptcy field on the CRA Income Data window in Cúram will be set to Yes . The CRA income will display either the pre or post bankruptcy income amounts, but there is no indication which has been received. When calculating entitlement for an income-tested benefit, the client's income for the entire calendar year is required and not just the adjusted amount calculated by the CRA after the bankruptcy has been claimed. If both pre and post bankruptcy income is not available in Cúram or both tax returns are not provided by the client, request the pre and post bankruptcy income from the CRA as per regional procedures, using the Request for Information for Guaranteed Income Supplement purposes (ISP-3090) form. If the required income information is not received from the CRA , send a request to the client. Once the information is received, you must add the pre- and post-bankruptcy amounts together to determine the amount for the calendar year. A bankruptcy report is generated during renewal period. This report lists accounts where a client has reported bankruptcy with the CRA and there is potential entitlement to an income-tested benefit for the year the bankruptcy was declared. For further information, Bankruptcy Reports of Accounts with Bankruptcy (Scenario)"
KMT bodies EN,dita_body:fdb3510359e3250fa645,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_1canada_pension_plan_cpp_or_quebe_e795eef0.dita,Block 1—Canada Pension Plan (CPP) or Quebec Pension Plan (QPP) benefits,concept,en,301,0257daa394196a42b9e1583dc32e83e2ffcb517d,"The taxable amount of the following CPP or QPP benefits must be included as income: CPP or QPP Retirement pension (including Pension Sharing); CPP Survivor's pension or QPP Surviving spouse's pension; CPP or QPP Disability pension; and CPP Post-Retirement Benefit or QPP Retirement Pension Supplement. The following CPP or QPP benefits must not be included as income: CPP or QPP Death benefit; CPP Child's benefits, QPP Orphan's benefit or QPP Disabled person's child benefits; and Retroactive CPP or QPP lump sum payments for previous calendar years where the amount for the previous year is greater than $300. For more information, refer to Notional Tax (Scenario) . Notional Tax (Scenario) You can find CPP benefits information in ITRDS and CPMS . You must always verify if a client is in pay for CPP or QPP, regardless of whether: they declared an amount or not in Block 1; or the income was received from the CRA . When a client receives a QPP benefit, accept the amount as reported. Contact the client and verify the QPP amount only if the amount is questionable for reasons such as, the amount is: Very low (e.g., an annual amount of less than $500 could indicate the client reported their monthly entitlement) or nil and there is indication that the client is in receipt of QPP. Equivalent to the maximum amount of the DTH benefit (i.e. $2,500). High (i.e. more than the maximum annual amount); refer to the Québec Pension Plan Figures (gouv.qc.ca) External link to view the maximum monthly pension amounts and calculate if the client's declared amount is too high. Québec Pension Plan Figures (gouv.qc.ca) There is a discrepancy when compared to previous or future income years. The amount should increase slightly each year according to cost of living increases."
KMT bodies EN,dita_body:732a375f776ec543e914,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_2other_pension_income_superannuat_47897015.dita,"Block 2—Other pension income, (superannuation, Registered Retirement Income Fund, foreign pensions, etc.) from Canadian and foreign sources",concept,en,681,989b1cf81f6760a8d9be4534aa50282ded253056,"The gross amount of the following Canadian and foreign sources of pension income must be reported in Block 2, with no allowable deductions. If the amount reported is less than $500, contact the client to verify that it is an annual amount and not a monthly amount, unless this is what is normally reported for this income in other years. Pension income from Canadian sources The following Canadian sources of pension income are considered income for OAS purposes: Annuity payments (persons aged 65 or older may declare these payments as pension income or as interest); Disability pensions (excluding CPP and QPP); Other payments received as a result of former employment or contributions to a retirement plan; Registered Retirement Income Fund (RRIF); Although this income should be reported in this block ( CRA Line 11500), clients may also report this income as Other Income in block 9 ( CRA Line 13000). RTR pensions (excluding CPP and QPP); Superannuation benefits; and Survivor's pension (excluding CPP and QPP). Pension income from foreign sources The following foreign pensions are generally considered income for OAS purposes: Disability pensions Retirement pensions; Private pensions; Survivor's pension; United States Veterans Administration Disability Benefit that is non-service connected. There are 2 types of disability pensions and a client may receive both of these pensions at the same time so you may need to confirm the type before including it as income: Non-service connected (generally called Disability) is treated as the equivalent of a superannuation pension. Service-connected (generally called Compensation) is a disability pension given because of serious injuries sustained while on duty. Always review ITRDS and Cúram to determine if the client has applied for a foreign benefit through International Operations (IO). Foreign Benefit Application—Add, View, Modify, and Delete in Cúram (Action) Review ITRDS notes to determine if foreign pension rates for the client have been documented. Because Canadian benefits are administered according to Canadian laws, the client's income must be calculated based on the Canadian definition of income. All amounts reported in a foreign currency must be converted into Canadian dollars. If there is no indication that the amount reported is in a foreign currency, assume that the client has converted the amount into Canadian dollars. Go to the Foreign Income conversion section below for information and the tools available to convert the income, if required. Pension Income Splitting Bill C-52 came into force on June 22, 2007, allowing for Pension Income Splitting. This allows couples to split private pension income for the purpose of reducing their joint tax liability. When the income for the year is received from the CRA , the pension split can be identified by a deduction in Block 9 for the person transferring the amount and income of the same amount in Block 2 for the transferee. If there is a change in marital status in the current year, a lower income spouse or common-law partner may be disadvantaged if the income from the pension split is included in their income. If this happens, they may make a written request to have any pension income split that was declared to CRA excluded from the income on which their income tested benefit is calculated. This written request may be waived if certain conditions are met. Simplification Improvement Strategies—Options and Income (Action) The client must be notified in writing of the changes to their entitlement if the pension split amount is removed. It is important to note that: No option will be offered for a reduction in income due to splitting pension income with a spouse or common-law partner. No option will be offered to the transferee if the splitting of the pension income ceases. Where clients are eligible to have their income based on an estimate, the split pension income can have a negative impact on their entitlement. Refer to Estimated Income (Options) (Scenario) . Estimated Income (Options) (Scenario) When a client reports pension split income and the CRA income is not available for both members of the couple to validate the pension split, do not include it. The client who receives the pension must declare the full amount."
KMT bodies EN,dita_body:0c697aaa4ee47845360e,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_3employment_insurance_and_workers_e5a0676f.dita,Block 3—Employment Insurance and Workers' Compensation Benefits,concept,en,277,0d5a023a20d2f85f51a433ade4c31d14e16fc530,"Employment Insurance (EI) EI provides income benefits to individuals who are currently unemployed through no fault of their own. The gross amount of EI benefits must be reported in Block 3, with no allowable deductions. Repayment of EI benefits Sometimes the client must repay some of their EI benefits because they were overpaid. If the repayment occurs while the client is still in receipt of benefits, the net amount will be reported on line 11900 of the CRA income and will appear in block 3. If the repayment happens after the benefits have ended, the repayment will be reported as a deduction on Line 23200 of the CRA income and will appear in block 9. Provincial Workers' Compensation benefits Provincial Workers' Compensation benefits provide income benefits to individuals who have suffered work-related injuries or occupational diseases. Provincial Workers' Compensation benefits are not taxable. However, they do get reported on the client's income tax return. The gross amount of provincial worker's compensation benefits must be reported in Block 3, with no allowable deductions. If the amount reported is less than $500, contact the client to verify that it is an annual amount, not a monthly amount. Quebec Parental Insurance Plan The Quebec Parental Insurance Plan provides financial benefits to all eligible workers residing in Quebec – salaried and self-employed taking maternity leave, paternity leave, parental leave or adoption leave. It replaces the maternity, parental or adoption benefits previously provided to Quebec parents under the federal employment insurance plan. Quebec Parental Insurance Plan benefits are taxable. The gross amount of benefits must be reported in Block 3. Contributions paid to the Quebec Parental Insurance Plan by employers are allowable deductions under Block 9—Other Income ."
KMT bodies EN,dita_body:1b083cbfeb5b82ee862a,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_4interest_and_other_investment_in_a8038fb2.dita,"Block 4—Interest and other investment income, including foreign dividends",concept,en,271,aa261a08381d01210b1ee1bf03ef6bc2bd7f8e0a,"The interest received on deposits in a bank, caisse populaire or credit union, and on savings bonds or mortgage receivables must be reported in Block 4. Carrying charges are an allowable deduction for this income source. They are reported on Block 9 and include the following: accounting fees paid for the recording of the investment income; fees paid for the management or safe custody of such investments (not including brokerage or transfer charges in buying or selling securities); interest paid on money borrowed to purchase the investment that produced the income; investment counsel fees; and safety deposit box charges. Interest on mortgage receivables cannot be offset by interest on mortgage payables. The interest part of the mortgage receivables is considered income. Interest earned on prepaid funeral expenses is not considered income for the person who made the payment. Interest earned in a joint bank account is considered income for the person who owns the money on deposit. If more than one person has contributed to the account, divide the interest income based on how much each person contributed to the account. If a negative amount is reported for this type of income, you must enter the amount in Block 9—Other Income . Foreign dividends are considered income. If the amount of interest or foreign dividend income is reported in foreign currency, convert the amount into Canadian dollars. If there is no indication that the amount reported is in a foreign currency, assume that the client has converted the amount into Canadian dollars. Go to the Foreign Income conversion section below for information and the tools available to convert the income, if required."
KMT bodies EN,dita_body:99367bd009464d4f29db,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_5taxable_canadian_dividends_eligi_265f44df.dita,Block 5—Taxable Canadian dividends (eligible and other than eligible) and capital gains,concept,en,242,a9c09691b527726e2ab672ecab11ef43853123e3,"Dividends Dividends are money paid by a corporation to shareholders from its profits. A dividend is income for the year in which it is received. It is considered received on the day it is paid. All taxable dividend income must be reported. A federal dividend tax credit may be applied to the reported amount. For the dividend tax credit to be applied, a federal Income Tax and Benefit Return must be filed. Clients receiving income tested benefits with reported dividend income have their adjustments calculated automatically through the CRA . Refer to Calculating Income (Policy) for more information. Calculating Income (Policy) If the CRA income is not available, you may have to calculate the deduction manually or contact the client for further information. Refer to Functional Guidance and Procedures Interim Update Calculating Canadian Dividends and Capital Gains (PDF, 173 KB) Download link . Functional Guidance and Procedures Interim Update Calculating Canadian Dividends and Capital Gains Capital Gains Capital gains are profits made from the sale of assets and possessions. The taxable portion of capital gains must be reported in Block 5. The only allowable deduction against capital gains is a capital loss. If the loss is greater than the gains, zero must be declared for that year. This income source cannot be negative. If there is a variance between the income reported by the client and the income reported by the CRA , accept the amount of Capital Gains from the CRA feed as correct."
KMT bodies EN,dita_body:fbe7bcd087fee08339ca,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_6net_rental_income.dita,Block 6—Net rental income,concept,en,101,f1308baa85e961f1ce9f6599a730ca3ae392e304,"Net rental income is the total amount received from renting rooms, dwellings, land or any other property, less allowable deductions. If the rental income is considered business income, it will be reported in Block 8. Earnings received from family members in the form of rent or board that is reported as income for income tax purposes must also be reported as income for OAS purposes. If a client declares a negative amount and CRA income is not present to confirm it, obtain proof of loss of rental income. A net rental loss may be used to reduce the client's total income."
KMT bodies EN,dita_body:5e3ff552a1b8a16bde39,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_7net_employment_income.dita,Block 7—Net employment income,concept,en,556,d176339f6381d3f915c33d5400b82dcde2fe325f,"The net amount of employment income includes the following income: salary; wages; tips and gratuities; commissions; bonuses; directors' fees; adult training allowances; net research grants; and taxable employee benefits (e.g. contributions by an employer to a medical care plan on behalf of an employee). The net amount of employment income is obtained by subtracting the allowable deductions from the gross amount. If the client has not indicated the amount of employment income they reported is gross or net and the CRA income is not available to confirm, assume that all allowable deductions have been made and accept the amount as net. If the client has retired and an option has been processed for the retirement event, any subsequent employment income related to the retirement that is received in the payment period immediately following the previous year option, must be removed. The employment income can include the following: severance pay; vacation pay; sick leave benefits; retroactive salary adjustments; bonuses and commissions; and disposition of business assets. If you are excluding employment income as an option has been processed for this event, first confirm with the client that this income is related to the employment from which they retired. If the subsequent income is received more than a year after the last option ending, it cannot be removed from the base calendar year income and you must include it as income in the calculation of income-tested benefits. For more information regarding this situation, including an example, refer to: Estimated Income (Options) (Scenario) ; and Estimated Income (Options) (Scenario) Options (Policy) . Options (Policy) Earnings exemption Beginning July 2020, enhancements to the earnings exemption were introduced and include: expanding eligibility for the earnings exemption to include both employment and self-employment income; increasing the amount of the earnings exemption from $3,500 to $5,000; and applying a partial exemption of 50% on employment and self-employment earnings between $5,000 and $15,000. If the income is received from the CRA or is manually added as income evidence, the system will automatically calculate and apply the earnings exemption as required. If the client has submitted a statement of income and the CRA income is not available, you must enter any net employment income in Cúram prior to the earnings exemption. For more information about the earnings exemption and how it is calculated, Earnings Exemption (Knowledge) Babysitting income If the client or their spouse or common-law partner declares this source as income for tax purposes, they must report it as income for OAS purposes. This income should be reported in block 7 ( CRA Line 10400) or block 8, but the client may also report it in block 9 ( CRA Line 13000). You must accept income derived from babysitting as reported. If the client reported this income to the CRA on line 13000 instead of line 10400 in error, they can contact the CRA to have their income on line 13000 reassessed and changed to line 10400, or they can submit an amended statement of income to the Department and the adjustment can be made. If the income is reported as employment income: The employment earnings exemption must be applied; and The income can be considered for option purposes if the individual has met the definition of retirement for option purposes. For more information, refer to Estimated Income (Options) (Scenario) . Estimated Income (Options) (Scenario)"
KMT bodies EN,dita_body:e02377bef42b874f1fe2,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_8net_self-employment_income.dita,Block 8—Net self-employment income,concept,en,255,1301ddc8de48a06731eeae6efd29a730face08e9,"The net amount of self-employment income is income from any or all of the following sources, less allowable deductions: business income; commission income; farming income; fishing income; and professional income. If the client has not indicated if the amount of self-employment income they reported is gross or net, and the CRA income is not available to confirm, assume that all allowable deductions have been made and accept the amount as net. If a client declares a negative amount and the CRA income is not available, obtain a profit and loss statement or a copy of the client's Income Tax and Benefit Return, which includes a Statement of Activity by type of business (i.e. Professional, Business, Fishing or Farming). Earnings exemption Beginning July 2020, enhancements to the earnings exemption were introduced and include: expanding eligibility for the earnings exemption to include both employment and self-employment income; increasing the amount of the earnings exemption from $3,500 to $5,000; and applying a partial exemption of 50% on employment and self-employment earnings between $5,000 and $15,000. If the income is received from the CRA or manually added as income evidence, the system will automatically calculate and apply the earnings exemption as required. If the client has submitted a statement of income and the CRA income is not available, you must enter any net employment income in Cúram prior to earnings exemption. For more information about the earnings exemption and how it is calculated, Earnings Exemption (Knowledge) Tax return lines and information for block 8"
KMT bodies EN,dita_body:631af93f1723f5725091,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_block_9other_income.dita,Block 9—Other income,concept,en,355,b0c5e7ed0e15ae1bbb7aab9f9a95edf05b11d407,"Other income is any income source not included in any of the previous 8 blocks, less allowable deductions. Other income sources and deductions can include the following: Aboriginal land claim settlements; certain death benefits; If the CPP or QPP Death benefit is included in this block ( CRA Line 13000), it must be removed once the source has been confirmed; child support payments (received under a court order or written agreement made before May 1997; disability benefits received from the Toronto Fire Department Superannuation and Benefit Fund; disposition of business assets (wheat, livestock, machinery); employee profit-sharing plan; First Home Savings Account (income and deductions); income assistance benefits (paid under certain government programs); income-averaging annuity payments; income from estates or trusts; income of deceased individuals; income of members of religious orders; no-fault insurance; rebates received from a cooperative; rebates received by farmers; recapture of capital cost allowance; retiring allowances (severance pay); reverse mortgage payments (after initial cash payment); scholarships, fellowships or bursaries; spousal support payments (received under a court order or a written agreement); veterans' benefits; wage Earner Protection Program; withdrawals from a Registered Retirement Savings Plan and effects on the Registered Retirement Income Fund; and ice Compensation Fund. For more information on the above income sources, Other Income Considered for Income-Tested Benefits (Work Tool) Tax return lines and information for block 9 Foreign Income conversion All amounts reported in a foreign currency must be converted into Canadian dollars. If there is no indication that the amount reported is in a foreign currency, assume that the client has converted the amount into Canadian dollars. For annual average foreign currency information: use the Foreign Pension Calculator (ISP-3050) form to convert currency amounts for 196 countries and their respective currencies; or submit a NEXO Internal link (access is required) when you need to convert a foreign currency that is unavailable on the ISP-3050 form. NEXO For daily exchange rate information use the Bank of Canada's Daily exchange rates: Lookup tool External link to convert currency amounts. Daily exchange rates: Lookup tool Update the client's notes in ITRDS with the converted amounts and rates used. ITRDS Notes—Review, Add and Delete (Action)"
KMT bodies EN,dita_body:1b79744d56294ce952d0,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_cra_income_validation_task_updated.dita,CRA Income Validation Task Updated,concept,en,81,f8242abf87a0a94de9b19cdd2bc8866567df4094,"When income data is received from the CRA , it is validated against data on the Person's record, including previous income data and other factors on the case. When the evidence validation fails due to a system discrepancy, the CRA – Income Validation task is created. The tables below describe the conditions which trigger this task generation and the task comment for each condition. If a single CRA Income evidence record triggers multiple conditions, each relevant comment will be added to a single task."
KMT bodies EN,dita_body:805c3534c681657b88ef,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_documenting_income_and_deductions.dita,Documenting Income and Deductions,concept,en,97,276ea33bb190f0b6e9380314626ab569f044bbff,"When only the CRA income is received, supporting documentation is not required unless there is a discrepancy that cannot be resolved. When a client completes a statement of income, documentation is generally not required if the CRA income is available to support it. However, there are situations when documents must be obtained to confirm the income source or to establish a baseline for the income. To determine when documents must be obtained to support income, Documentary Evidence—Income—GIS, ALW and ALWS (Policy) The following list provides examples of the documentation that can validate sources of income and deductions:"
KMT bodies EN,dita_body:9570d38494b3519dc5e8,body_en_cluster_00529,yes,7,conbody,dita_conbody,en/KA-01805_EN/ka-01805_federal_emergency_benefits.dita,Federal emergency benefits,concept,en,164,9abf24caef23ce4064485f665c7b387c04c7d912,"In response to the COVID-19 pandemic, the Government of Canada introduced emergency benefits to support Canadians by providing temporary income support for workers (employed and self-employed) who were directly impacted by the pandemic. These emergency benefits are: Employment Insurance Emergency Response Benefit (EI ERB); Canada Emergency Response Benefit (CERB); Canada Recovery Benefit (CRB); Canada Recovery Caregiving Benefit (CRCB); Canada Recovery Sickness Benefit (CRSB); and Canada Worker Lockdown Benefit (CWLB). Federal emergency benefits received in 2020 are considered income for the 2021-2022 payment period. Clients who received EI-ERB and saw a reduction of their income-tested benefits during the 2021-2022 payment period might have qualified for an option when the emergency benefit ended. Effective July 2022, these benefits are no longer considered income when calculating entitlement to income-tested benefits. For more information about these benefits and how this income was reported to the Department by the CRA , refer to: Calculating Income (Policy) ; and Calculating Income (Policy) COVID-19: Interim Measures—Emergency Benefits (Action) . COVID-19: Interim Measures—Emergency Benefits (Action)"
KMT bodies EN,dita_body:1c2c9b7a2e5de88bc22b,body_en_cluster_00004,yes,170,refbody,dita_refbody,en/KA-01805_EN/ka-01805_forms.dita,Forms,reference,en,95,2c979558528b6b356bfb689627104771b550c89f,"ISP-3025B—Application for the Guaranteed Income Supplement with Statement of Income ISP-3026—Statement of Income for the Guaranteed Income Supplement, the Allowance or Allowance for the Survivor for payment period of July (20XX) to June (20XX) with Information Sheet ISP-3041— Statement of Estimated Income after Retirement or Reduction in Pension Income Year 20XX ISP-3090—Request for Information for Guaranteed Income Supplement purposes You can access the forms listed above in the ESDC/SC - Service Canada Forms List Internal link (access is required). Search the forms catalogue using the 4 digits. (KA-03207 Snippet 19.0 content. Do not modify or delete.)"
KMT bodies EN,dita_body:70f95cf312d27a7cf2c3,,no,,refbody,dita_refbody,en/KA-01805_EN/ka-01805_glossary.dita,Glossary,reference,en,22,ddf94fbeb62f721d6927f45e529178deab2a51f3,Capital gains Gross amount Net amount Notional tax Quebec Parental Insurance Plan Registered Retirement Income Fund Registered Retirement Savings Plan Retiring allowance
KMT bodies EN,dita_body:91aad2a214b8198dc73a,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_income_not_to_be_included.dita,Income not to be included,concept,en,48,faed5ab001f608648289499b0bc6b60e9c26175d,"Certain sources of income are not considered when calculating entitlement to income-tested benefits such as: benefit and assistance payments; grants, rebates, refunds, programs and credits; war service pensions, retribution payments and ex gratia payments; and other payments. For more information on these excluded income sources, Calculating Income (Policy)"
KMT bodies EN,dita_body:5a9310d872c2c35f0b09,,no,,conbody,dita_conbody,en/KA-01805_EN/ka-01805_income_sources.dita,Income sources,concept,en,176,69113460dfa2062bf55774f42c32a133ccf2ad22,"Income sources for income-tested benefits are divided into 9 categories that align with the blocks on the GIS application forms, the statement of income and the income evidence records in Cúram. When income is received from the CRA , a CRA line by line breakdown of the income in each income block can be viewed in Cúram. CRA Income—View and Request New Income in Cúram (Action) For 2019 and future tax years, CRA revised their tax line numbers from 3 digits to 5 digits. Some 4-digit line numbers were also renumbered to 5 digits. Refer to Income Blocks and Corresponding CRA Lines (Work Tool) to view the income blocks and the corresponding CRA income tax lines included in each block. Income Blocks and Corresponding CRA Lines (Work Tool) The following is a breakdown of each income block and how to validate each one. If you are unable to resolve a discrepancy, you must contact the client or their legal representative for clarification and supporting documents, if required. For more information about each income source, Calculating Income (Policy)"
KMT bodies EN,dita_body:17bc9c7fa3b8c4778813,body_en_cluster_00047,yes,155,refbody,dita_refbody,en/KA-01805_EN/ka-01805_letters.dita,Letters,reference,en,160,079eafe8dcdf08b3ea0afd35b65b6ffafabf72d2,"ISS-0579—GIS - ALW - ALWS , Request clarification of income from other sources ISS-8583—OAS - CPP, More information/docs needed, send questionnaires, lists of documents, etc ISS-0589—GIS - ALW - ALWS , Request rental income statement ISS-0610—GIS - ALW , Request separated spouse's or c/l partner's Statement of Income ISS-0613—GIS - ALW - ALWS , Request explanation for difference in income between ISP and CRA ISS-8614—GIS - ALW - ALWS , Income verification between previous and present income year ISS-8618—GIS – ALW – ALWS , Questionnaire on income ISS-0619—GIS - ALW - ALWS , Questionnaire on Alimony payments ISS-0620—GIS - ALW - ALWS , Questionnaire on reduced income For CPP Users: Locate the appropriate letter in the Corporate Correspondence Tool (CCT). Corporate Correspondence Tool Use the Letter Catalogue to cross reference previous letters to new letters. For OAS Users: Until letters are added to Cúram, updated versions are available on the Forms and Letters page of the KMT. Forms and Letters You must search for NATS letters temporarily stored on the KMT before searching in NATS (PDF, 379 KB) Download link . NATS letters temporarily stored on the KMT NATS (KA-03208 Snippet 20.0 content. Do not modify or delete.)"
KMT bodies EN,dita_body:04aaf2110f60693a4ef6,body_en_cluster_00059,yes,2,conbody,dita_conbody,en/KA-01805_EN/ka-01805_summary.dita,Summary,concept,en,21,4665f2b18baf8d34fbd96b07d48d5e06e9720e66,"This procedure provides guidance to validate a client's income for income-tested benefits (GIS, ALW and ALWS benefits) under the OAS program."
