sentence,frameCount,frames,frameIds,occurrenceCount,sourceDocumentCount,sourceDocuments
"If necessary, refer to Determining the effective date of a renewal or a conversion .",18,Being_in_effect; Being_necessary; Cause_change; Coming_to_believe; Contingency; Control; Deciding; Food; Location_in_time; Origin; Personal_relationship; Reference_text; Referring_by_name; Sending; Social_event_collective; Topic; Undergo_transformation; Usefulness,1510; 1157; 683; 23; 900; 1799; 363; 277; 2141; 1103; 102; 1924; 1253; 243; 2281; 373; 2973; 726,23,21,procedure/task/Converting_claim_from_ccb_to_regular_benefits.json; procedure/task/conv_ccb_sick_cc.json; procedure/task/conv_matpar.json; procedure/task/conv_matreg.json; procedure/task/conv_matsick.json; procedure/task/conv_parreg.json; procedure/task/conv_parsick.json; procedure/task/conv_regmat.json; procedure/task/conv_regmat_eia25.json; procedure/task/conv_regpar.json; procedure/task/conv_regpar_eia25.json; procedure/task/conv_regsick.json; procedure/task/conv_regsick_eia25.json; procedure/task/conv_sickmat.json; procedure/task/conv_sickpar.json; procedure/task/conv_sickreg.json; procedure/task/converting_a_claim_from_ccb_to_maternity_benefits.json; procedure/task/converting_cfcb_convetir_dpppa.json; procedure/task/converting_claim_from_ccb_to_parental_benefits.json; procedure/task/converting_claim_sb_rb_client_ws.json; procedure/task/converting_ctfcb_convetir_depppa.json
"If necessary, the IPOC officer refers to the initial MM06 for instructions on how to process the cycling claimant’s report.",18,Appellations; Attention_getting; Being_necessary; Education_teaching; Leadership; Means; Operate_vehicle; People_by_vocation; Process; Processing_materials; Reference_text; Referring_by_name; Reporting; Sending; Statement; Text; Topic; Version_sequence,2390; 305; 1157; 111; 73; 1790; 65; 1071; 233; 620; 1924; 1253; 483; 243; 43; 298; 373; 1960,1,1,procedure/task/actioning_ipoc_ma_cycling_claimant_report.json
"If new direct deposit information must be entered, the officer must refer to Direct deposit .",18,Activity_start; Age; Aiming; Appellations; Arriving; Attention_getting; Becoming_a_member; Behind_the_scenes; Familiarity; Information; Leadership; Path_shape; People_by_vocation; Placing; Reference_text; Referring_by_name; Sending; Topic,146; 972; 1901; 2390; 54; 305; 1733; 409; 1597; 1591; 73; 61; 1071; 62; 1924; 1253; 243; 373,1,1,procedure/task/change_address_dr.json
"If requesting regular benefits, the client must be capable of and available for work to be considered entitled.",18,Being_employed; Being_named; Being_operational; Capability; Categorization; Cogitation; Commerce_buy; Conferring_benefit; Dimension; Labor_product; Locale_by_use; Name_conferral; Prohibiting_or_licensing; Request; Social_event; Usefulness; Work; Working_a_post,282; 228; 1200; 990; 21; 22; 171; 2721; 108; 2164; 196; 221; 521; 41; 125; 726; 1892; 2603,2,2,procedure/activity/leave_absence.json; procedure/task/adjudicating_loa_l2.json
"If so, the agent must also determine whether the client is advising us within 6 weeks of submitting the original claimant’s report.",18,Active_substance; Attempt_suasion; Calendric_unit; Coming_to_believe; Commerce_buy; Contingency; Control; Deciding; Intentionally_act; Interior_profile_relation; Measure_duration; People_by_vocation; Reporting; Statement; Telling; Temporal_collocation; Text; Within_distance,1322; 87; 229; 23; 171; 900; 1799; 363; 198; 1178; 224; 1071; 483; 43; 750; 1895; 298; 1461,1,1,procedure/task/avc_terminatingid.json
"If so, the officer then contacts the client to ensure the requested benefit type (BT) is correct.",18,Appellations; Attention_getting; Commerce_buy; Communication; Conferring_benefit; Contacting; Correctness; Leadership; People_by_vocation; Request; Resolve_problem; Social_event; Spatial_contact; Suitability; Temporal_collocation; Text_creation; Time_vector; Type,2390; 305; 171; 6; 2721; 286; 1512; 73; 1071; 41; 1523; 125; 2890; 368; 1895; 278; 379; 128,4,4,procedure/activity/calc_mat_par.json; procedure/activity/calc_sick_mat_par.json; procedure/activity/maternity_ben_entitlement.json; procedure/task/determining_pembr.json
"If the application is suspicious and fraud indicators are present, refer to Creating or reassigning a WI — Integrity before proceeding.",18,Being_questionable; Cause_to_perceive; Cause_to_start; Condition_symptom_relation; Creating; Intentionally_create; Mental_property; Mental_stimulus_exp_focus; Offenses; Presence; Process_continue; Reference_text; Referring_by_name; Self_motion; Sending; Time_vector; Topic; Using,531; 2161; 381; 2718; 319; 280; 29; 2044; 432; 1922; 145; 1924; 1253; 64; 243; 379; 373; 1141,2,2,procedure/subactivity/det_crc_sb.json; procedure/subactivity/determining_reg_claim_ready.json
"If the blocked BPC is currently on the Manual Pay tab because of previous action in MPS, only complete the fields that must be amended.",18,Activity_finish; Commerce_pay; Completeness; Degree; Eclipse; Fields; Having_or_lacking_access; Hiding_objects; Hindering; Intentionally_act; Locale_by_event; Locale_by_use; Process_completed_state; Relative_time; Sole_instance; Temporal_collocation; Text; Time_vector,165; 180; 1534; 2001; 652; 1345; 1870; 1673; 480; 198; 1921; 196; 234; 81; 355; 1895; 298; 379,1,1,procedure/generic/master_record.json
"If the BPC has changed, complete a T074 with all the required fields.",18,Activity_finish; Being_necessary; Cause_change; Change_post-state; Change_tool; Completeness; Exchange; Exchange_currency; Fields; Have_as_requirement; Imposing_obligation; Locale_by_event; Locale_by_use; Needing; Process_completed_state; Quantified_mass; Replacing; Undergo_change,165; 1157; 683; 3011; 1173; 1534; 1170; 1184; 1345; 1491; 1494; 1921; 196; 1375; 234; 189; 1121; 1172,1,1,procedure/generic/master_record.json
"If the BT input in SSO is correct but an incorrect recovery date is input, remove the recovery date and obtain a new calculation result.",18,Age; Causation; Condition_symptom_relation; Correctness; Earnings_and_losses; Familiarity; Food; Getting; Location_in_time; Medical_intervention; Origin; Personal_relationship; Recovery; Removing; Resolve_problem; Social_event_collective; Suitability; Undressing,972; 5; 2718; 1512; 1873; 1597; 277; 179; 2141; 2741; 1103; 102; 51; 63; 1523; 2281; 368; 1210,1,1,procedure/generic/rcr_screen_messages.json
"If the BT prior to the conversion is regular benefits, refer to Renewing a claim for regular benefits for a client participating in a Work-Sharing program .",18,Activity_resume; Cause_change; Claim_ownership; Commerce_buy; Conferring_benefit; Participation; Predicting; Project; Reference_text; Referring_by_name; Rejuvenation; Relative_time; Sending; Social_event; Statement; Time_vector; Topic; Undergo_transformation,1156; 683; 550; 171; 2721; 1144; 425; 1158; 1924; 1253; 1614; 81; 243; 125; 43; 379; 373; 2973,1,1,procedure/task/converting_claim_sb_rb_client_ws.json
"If the client chooses to continue receiving WS benefits during her maternity window, CPS cannot process the claim.",18,Activity_ongoing; Architectural_part; Choosing; Claim_ownership; Commerce_buy; Conferring_benefit; Connecting_architecture; Means; Predicting; Process; Process_continue; Processing_materials; Receiving; Social_event; Statement; Temporal_collocation; Time_period_of_action; Vehicle_subpart,164; 971; 352; 550; 171; 2721; 1025; 1790; 425; 233; 145; 620; 411; 125; 43; 1895; 2290; 2426,1,1,procedure/task/converting_active_claim_cps_mps.json
"If the client did not provide a proof of birth or adoption, the agent refers to Calculating or recalculating a claim for parental benefits .",18,Active_substance; Claim_ownership; Commerce_buy; Conferring_benefit; Evidence; Giving_birth; Intentionally_act; Kinship; Negation; People_by_vocation; Predicting; Reference_text; Referring_by_name; Sending; Social_event; Statement; Supply; Topic,1322; 550; 171; 2721; 25; 281; 198; 104; 2860; 1071; 425; 1924; 1253; 243; 125; 43; 1346; 373,1,1,procedure/task/covid19_converting_eierb_pb.json
"If the client does not meet these criteria, a D31 may be imposed for the 2-week periods in which these criteria are not met.",18,Assemble; Calendric_unit; Come_together; Commerce_buy; Frequency; Ingest_substance; Intentionally_act; Intentionally_affect; Locative_relation; Make_acquaintance; Measure_duration; Meet_specifications; Meet_with_response; Negation; Response; Sex; Thriving; Touring,2237; 229; 730; 171; 80; 386; 198; 230; 199; 1085; 224; 2235; 2232; 2860; 1302; 2913; 1771; 1907,1,1,procedure/task/actioning_erb_repayment.json
"If the client is entitled to compensation but does not apply for it, the payments are still considered earnings.",18,Being_named; Categorization; Cogitation; Come_into_effect; Commerce_buy; Commerce_pay; Continued_state_of_affairs; Earnings_and_losses; Ingest_substance; Intentionally_act; Intentionally_affect; Name_conferral; Negation; Prohibiting_or_licensing; Sex; Thriving; Touring; Using,228; 21; 22; 2931; 171; 180; 1594; 1873; 386; 198; 230; 221; 2860; 521; 2913; 1771; 1907; 1141,3,3,procedure/task/all_inc_monies.json; procedure/task/all_inc_monies_rc.json; procedure/task/mod_all_inc_monies.json
"If the client is entitled to these benefits under provincial law, the benefits are still considered earnings, even if the client chooses not to apply for them.",18,Being_named; Categorization; Choosing; Cogitation; Come_into_effect; Commerce_buy; Conferring_benefit; Continued_state_of_affairs; Earnings_and_losses; Law; Name_conferral; Negation; Non-gradable_proximity; Political_locales; Prohibiting_or_licensing; Proportional_quantity; Social_event; Using,228; 21; 352; 22; 2931; 171; 2721; 1594; 1873; 950; 221; 2860; 2880; 195; 521; 1923; 125; 1141,1,1,procedure/task/actionning_payment_fp.json
"If the client is unable to provide a copy of the ruling, the officer reviews the insurability as if there is no prior ruling.",18,Appellations; Attention_getting; Being_in_control; Capability; Commerce_buy; Documents; Dominate_situation; Duplication; Imitating; Leadership; Legal_rulings; Locative_relation; People_by_vocation; Relative_time; Spatial_co-location; Supply; Time_vector; Verdict,2390; 305; 1800; 990; 171; 560; 1795; 11; 1672; 73; 2076; 199; 1071; 81; 2905; 1346; 379; 318,1,1,procedure/task/insurability_ruling_nonarms.json
"If the client is unable to provide sufficient evidence, the Level 2 officer reprints the Notice of Debt.",18,Appellations; Attention_getting; Becoming_aware; Being_up_to_it; Building_subparts; Capability; Commerce_buy; Destroying; Dimension; Evidence; Gizmo; Leadership; Part_ordered_segments; People_by_vocation; Quantity; Rank; Sufficiency; Supply,2390; 305; 20; 1440; 188; 990; 171; 417; 108; 25; 106; 73; 331; 1071; 2604; 1377; 342; 1346,1,1,procedure/task/actioning_nddcnr.json
"If the client or the employer provides new information related to the allocation of earnings, the agent must refer to Earnings .",18,Active_substance; Age; Cognitive_connection; Commerce_buy; Condition_symptom_relation; Earnings_and_losses; Employing; Familiarity; Information; Intentionally_act; People_by_vocation; Reference_text; Referring_by_name; Relating_concepts; Sending; Statement; Supply; Topic,1322; 972; 720; 171; 2718; 1873; 323; 1597; 1591; 198; 1071; 1924; 1253; 2060; 243; 43; 1346; 373,2,2,procedure/task/actioning_new_info.json; procedure/task/actioning_new_info_reassigned.json
"If the client reapplies within 4 weeks of the I of E, ACP registers the claim or, if ACP cannot determine the tentative BPC, it creates a Claim Set-Up (CS) Tentative BPC WI.",18,Becoming_aware; Calendric_unit; Cause_to_start; Claim_ownership; Coming_to_believe; Commerce_buy; Contingency; Control; Creating; Deciding; Intentionally_create; Interior_profile_relation; Measure_duration; Predicting; Recording; Statement; Temporal_collocation; Within_distance,20; 229; 381; 550; 23; 171; 900; 1799; 319; 363; 280; 1178; 224; 425; 1615; 43; 1895; 1461,1,1,procedure/task/change_sin_init4more.json
"If the client requests cancellation but cannot or does not want to establish a new BP, the officer does not cancel the BP.",18,Age; Appellations; Attention_getting; Commerce_buy; Desiring; Familiarity; Ingest_substance; Intentionally_act; Intentionally_affect; Intentionally_create; Leadership; Negation; People_by_vocation; Possession; Request; Sex; Thriving; Touring,972; 2390; 305; 171; 366; 1597; 386; 198; 230; 280; 73; 2860; 1071; 118; 41; 2913; 1771; 1907,1,1,procedure/task/benefit_period_cancel.json
"If the client was exempted from reporting and the system has internally rescinded the exemption, the officer must re-input the exemption from reporting so the client will continue to receive benefits.",18,Activity_ongoing; Appellations; Attention_getting; Commerce_buy; Conferring_benefit; Desiring; Documents; Giving; Gizmo; Leadership; People_by_vocation; Process_continue; Receiving; Reporting; Set_of_interrelated_entities; Social_event; Statement; System,164; 2390; 305; 171; 2721; 366; 560; 139; 106; 73; 1071; 145; 411; 483; 1617; 125; 43; 1610,1,1,procedure/task/actioning_error_claimant_report.json
"If the client’s newborn is hospitalized and there is a significant risk of death, it can be to the client’s advantage to apply for family caregiver benefits or CCB.",18,Aggregate; Being_at_risk; Biological_classification; Come_into_effect; Commerce_buy; Conferring_benefit; Daring; Death; Importance; Institutionalization; Kinship; Locative_relation; People_by_age; Risky_situation; Run_risk; Social_event; Spatial_co-location; Using,103; 1560; 2701; 2931; 171; 2721; 374; 53; 407; 1620; 104; 199; 973; 1762; 378; 125; 2905; 1141,1,1,procedure/task/determining_emdr.json
"If the client’s request for reconsideration is related to the OP the repayment was applied to (i.e. the client disputes that the repayment was applied to an older debt), the client’s only recourse is to seek judicial review with the Federal Court of Canada.",18,Cognitive_connection; Come_into_effect; Commerce_buy; Condition_symptom_relation; Degree; Judicial_body; Locale_by_use; Personal_relationship; Political_locales; Quarreling; Relating_concepts; Repayment; Request; Seeking; Seeking_to_achieve; Sole_instance; Statement; Using,720; 2931; 171; 2718; 2001; 1607; 196; 102; 195; 710; 2060; 2370; 41; 269; 1480; 355; 43; 1141,1,1,procedure/task/performingar.json
"If the comments indicate “requested by fisher,” complete the fields as follows:",18,Activity_finish; Communication; Completeness; Compliance; Condition_symptom_relation; Cotheme; Evidence; Fields; Grasp; Indicating; Locale_by_event; Locale_by_use; Medical_intervention; Process_completed_state; Relative_time; Request; Sign; Statement,165; 6; 1534; 117; 2718; 56; 25; 1345; 979; 2090; 1921; 196; 2741; 234; 81; 41; 428; 43,1,1,procedure/task/paperroe_fisher.json
"If the criteria are met to reconsider under EIA 52 or 111, but the decision on the issue is maintained , the officer sends the A-01-00-00 letter to advise the client of this.",18,Appellations; Attempt_suasion; Attention_getting; Causation; Commerce_buy; Creating; Deciding; Emanating; Leadership; Non-gradable_proximity; People_by_vocation; Point_of_dispute; Proportional_quantity; Sending; Statement; Supply; Telling; Text,2390; 87; 305; 5; 171; 319; 363; 361; 73; 2880; 1071; 1608; 1923; 243; 43; 1346; 750; 298,1,1,procedure/generic/rec_eia_lae_52.json
"If the debt has an N - Undeliverable Notice of Debt lock, the agent refers to Undeliverable notice of debt to determine if the OP is still valid before to rescinding a penalty.",18,Active_substance; Becoming_aware; Being_in_effect; Coming_to_believe; Contingency; Continued_state_of_affairs; Control; Deciding; Hair_configuration; Inhibit_movement; Intentionally_act; People_by_vocation; Reference_text; Referring_by_name; Rewards_and_punishments; Sending; Time_vector; Topic,1322; 20; 1510; 23; 900; 1594; 1799; 363; 126; 245; 198; 1071; 1924; 1253; 216; 243; 379; 373,1,1,procedure/task/misrepresentation_to_vd.json
"If the decision has not been invalidated, the officer must change the status to No longer valid as follows:",18,Appellations; Attention_getting; Being_in_effect; Cause_change; Change_tool; Compliance; Cotheme; Deciding; Exchange; Exchange_currency; Grasp; Leadership; Negation; People_by_vocation; Relative_time; Replacing; Temporal_collocation; Undergo_change,2390; 305; 1510; 683; 1173; 117; 56; 363; 1170; 1184; 979; 73; 2860; 1071; 81; 1121; 1895; 1172,2,1,procedure/activity/informal_reconsideration.json
"If the decision is to rescind a penalty but the case remains a misrepresentation, refer to Modifying or rescinding a penalty — Misrepresentation remains .",18,Cause_change; Containers; Criminal_investigation; Deciding; Existence; Instance; Left_to_do; Measure_volume; Prevarication; Reasoning; Reference_text; Referring_by_name; Remainder; Rewards_and_punishments; Sending; State_continue; Topic; Trial,683; 78; 500; 363; 660; 132; 1041; 155; 287; 308; 1924; 1253; 1030; 216; 243; 1155; 373; 201,1,1,procedure/task/misrepresentation_to_nonmisrepresentation.json
"If the decision is to rescind a violation but the case remains a misrepresentation, refer to Modifying or rescinding a violation .",18,Cause_change; Compliance; Containers; Criminal_investigation; Deciding; Existence; Instance; Left_to_do; Measure_volume; Prevarication; Reasoning; Reference_text; Referring_by_name; Remainder; Sending; State_continue; Topic; Trial,683; 117; 78; 500; 363; 660; 132; 1041; 155; 287; 308; 1924; 1253; 1030; 243; 1155; 373; 201,1,1,procedure/task/misrepresentation_to_nonmisrepresentation.json
"If the earnings are less than the NWIE, deduct an amount equal to a combination of the following: 50% of the earnings threshold Footnote 1 ; 100% of the earnings that exceed the earnings threshold.",18,Aggregate; Amalgamation; Amounting_to; Being_in_category; Being_up_to_it; Cause_to_amalgamate; Compliance; Cotheme; Degree; Earnings_and_losses; Evaluative_comparison; Grasp; Key; Quantified_mass; Quantity; Relative_time; Surpassing; Time_vector,103; 790; 602; 1820; 1440; 13; 117; 56; 2001; 1873; 353; 979; 2743; 189; 2604; 81; 358; 379,2,1,procedure/generic/bp_erw_table.json
"If the earnings exceed the 90% threshold, benefits are reduced by 50% of the client’s earnings up to 90%, and then by each dollar earned over the threshold amount.",18,Amounting_to; Being_in_category; Cause_change_of_position_on_a_scale; Commerce_buy; Conferring_benefit; Conquering; Distributed_position; Earnings_and_losses; Locative_relation; Non-gradable_proximity; Process_completed_state; Proportional_quantity; Quantified_mass; Quantity; Social_event; Surpassing; Temporal_collocation; Time_vector,602; 1820; 96; 171; 2721; 2021; 76; 1873; 199; 2880; 234; 1923; 189; 2604; 125; 358; 1895; 379,1,1,procedure/generic/pp_wwoc_edc.json
"If the employer insists NWH are greater than 60, refer the issue to the Program Officer and your business expertise advisor.",18,Appellations; Attention_getting; Businesses; Creating; Emanating; Employing; Expertise; Leadership; People_by_vocation; Point_of_dispute; Project; Reference_text; Referring_by_name; Sending; Statement; Supply; Text; Topic,2390; 305; 365; 319; 361; 323; 136; 73; 1071; 1608; 1158; 1924; 1253; 243; 43; 1346; 298; 373,1,1,procedure/generic/ws_coding_utilization_report.json
"If the form is not completed, the officer does not accept the form.",18,Activity_finish; Appellations; Attention_getting; Coming_to_be; Creating; Ingest_substance; Intentionally_act; Intentionally_affect; Leadership; Negation; People_by_vocation; Receiving; Reshaping; Respond_to_proposal; Sex; Thriving; Touring; Type,165; 2390; 305; 316; 319; 386; 198; 230; 73; 2860; 1071; 411; 344; 1623; 2913; 1771; 1907; 128,1,1,procedure/task/adding_a_rep_claim.json
"If the misrepresentation was made by a third party on behalf of the client, determine who is subject to a monetary penalty or warning letter according to Digest 18.7.0 — Third party penalties .",18,Aggregate; Coming_to_believe; Commerce_buy; Compatibility; Contingency; Control; Deciding; Experimentation; Ordinal_numbers; Part_whole; Participation; People_by_jurisdiction; Prevarication; Rewards_and_punishments; Social_event; Text; Topic; Warning,103; 23; 171; 360; 900; 1799; 363; 2683; 1147; 140; 1144; 1023; 287; 216; 125; 298; 373; 2730,1,1,procedure/task/iam_dmp_wlac.json
"If the officer determines that the money is considered earnings, the officer refers to Earnings to determine how the money is to be allocated.",18,Appellations; Attention_getting; Categorization; Cogitation; Coming_to_believe; Contingency; Control; Deciding; Degree; Earnings_and_losses; Leadership; Means; Money; People_by_vocation; Reference_text; Referring_by_name; Sending; Topic,2390; 305; 21; 22; 23; 900; 1799; 363; 2001; 1873; 73; 1790; 1761; 1071; 1924; 1253; 243; 373,1,1,procedure/generic/family_caregiver_benefits_knowledge.json
"If the only fraud indicator is the fraud warning highlighted in red in FTS, the officers do not refer the issue to Integrity.",18,Appellations; Attention_getting; Color; Creating; Emanating; Leadership; Negation; Offenses; People_by_vocation; Point_of_dispute; Reference_text; Referring_by_name; Sending; Sole_instance; Supply; Text; Topic; Warning,2390; 305; 423; 319; 361; 73; 2860; 432; 1071; 1608; 1924; 1253; 243; 355; 1346; 298; 373; 2730,9,9,procedure/task/actioning_receipt_und.json; procedure/task/actioning_roe_wrong_sin.json; procedure/task/completing_roe_correction_fisher.json; procedure/task/completing_roe_correction_regular.json; procedure/task/correcting_roe_error_calculation_fisher.json; procedure/task/correcting_roe_error_calculation_regular.json; procedure/task/cs_tbpc.json; procedure/task/determining_roe_wrong_sin.json; procedure/task/lms_correcting_roe.json
"If the retroactive changes require modification to the BPC, the IPOC officer refers to Processing an antedate or Processing a postdate .",18,Appellations; Attention_getting; Cause_change; Change_tool; Exchange; Exchange_currency; Have_as_requirement; Imposing_obligation; Leadership; Needing; People_by_vocation; Processing_materials; Reference_text; Referring_by_name; Replacing; Sending; Topic; Undergo_change,2390; 305; 683; 1173; 1170; 1184; 1491; 1494; 73; 1375; 1071; 620; 1924; 1253; 1121; 243; 373; 1172,1,1,procedure/task/changing_adding_nimps_bac.json
"If the review results in a change to insurable earnings, the officer must recalculate the claim.",18,Appellations; Attention_getting; Causation; Cause_change; Change_tool; Claim_ownership; Condition_symptom_relation; Earnings_and_losses; Exchange; Exchange_currency; Leadership; Medical_intervention; People_by_vocation; Predicting; Replacing; Resolve_problem; Statement; Undergo_change,2390; 305; 5; 683; 1173; 550; 2718; 1873; 1170; 1184; 73; 2741; 1071; 425; 1121; 1523; 43; 1172,1,1,procedure/task/mod_lsppa.json
"If the RFS is neither a labour dispute nor equivalent to a shortage of work, refusal of employment may be an issue.",18,Agree_or_refuse_to_act; Being_employed; Being_operational; Creating; Dimension; Emanating; Employing; Labor_product; Locale_by_use; Point_of_dispute; Quarreling; Supply; Text; Unemployment_rate; Usefulness; Using; Work; Working_a_post,1625; 282; 1200; 319; 108; 361; 323; 2164; 196; 1608; 710; 1346; 298; 1606; 726; 1141; 1892; 2603,1,1,procedure/task/adj_rfs_review_b_other.json
"If the salary of one week must be modified because a client reported a salary from other employment, the agent combines the earnings from both employments.",18,Active_substance; Amalgamation; Being_employed; Calendric_unit; Cause_change; Cause_to_amalgamate; Commerce_buy; Earnings_and_losses; Employing; Increment; Intentionally_act; Measure_duration; People_by_vocation; Quantified_mass; Reporting; Statement; Unemployment_rate; Using,1322; 790; 282; 229; 683; 13; 171; 1873; 323; 1001; 198; 224; 1071; 189; 483; 43; 1606; 1141,1,1,procedure/generic/mm06_creation_input_guide.json
"If the SCC receives the Representative: INS3280 Appointment — Form at an in-person office, the officer reviews it to ensure it is completed in full.",18,Abounding_with; Activity_finish; Appellations; Attention_getting; Biological_urge; Building_subparts; Coming_to_be; Completeness; Creating; Feeling; Fullness; Leadership; People_by_vocation; Receiving; Representative; Reshaping; Stimulus_focus; Type,262; 165; 2390; 305; 394; 188; 316; 1534; 319; 396; 244; 73; 1071; 411; 2678; 344; 364; 128,1,1,procedure/task/adding_a_rep_claim.json
"If the transaction was input for the correct SIN, the officer reviews the claim to ensure that the tax file is correct.",18,Appellations; Attention_getting; Claim_ownership; Commercial_transaction; Correctness; Degree; Grooming; Leadership; Misdeed; People_by_vocation; Placing; Predicting; Removing; Resolve_problem; Self_motion; Statement; Submitting_documents; Suitability,2390; 305; 550; 177; 1512; 2001; 159; 73; 1100; 1071; 62; 425; 63; 1523; 64; 43; 1521; 368,1,1,procedure/task/action_tax_error_warning_pending_reject.json
"If the undeliverable mail is an automated D-80-00-00 letter related to a Curam claim, officers attempt to recreate and send the letter from Curam.",18,Appellations; Armor; Attempt; Attention_getting; Causation; Claim_ownership; Cognitive_connection; Condition_symptom_relation; Contacting; Leadership; Medical_intervention; People_by_vocation; Predicting; Relating_concepts; Sending; Sent_items; Statement; Text,2390; 2602; 116; 305; 5; 550; 720; 2718; 286; 73; 2741; 1071; 425; 2060; 243; 1609; 43; 298,1,1,procedure/task/echec-lie-corres-cour-nl-corresp-failed-um.json
"If the wait process ends first, no further action is required.",18,Being_necessary; Cause_to_end; Death; Expectation; First_experience; Have_as_requirement; Holding_off_on; Imposing_obligation; Increment; Intentionally_act; Means; Needing; Ordinal_numbers; Process; Process_end; Processing_materials; Temporal_subregion; Waiting,1157; 1149; 53; 26; 1027; 1491; 1576; 1494; 1001; 198; 1790; 1375; 1147; 233; 232; 620; 1470; 1561,4,4,procedure/task/insurability_ruling_900series.json; procedure/task/insurability_ruling_contract.json; procedure/task/insurability_ruling_nonarms.json; procedure/task/insurability_ruling_ownership.json
"If there is a request for reconsideration AI WI or if reconsideration has taken place under EIA 112, the AI WI containing the new information must be reassigned to the appropriate Appeal Processing Centre (APC).",18,Age; Appeal; Assigned_location; Containing; Experiencer_focus; Experiencer_obj; Familiarity; Inclusion; Information; Locale; Locative_relation; Non-gradable_proximity; Placing; Processing_materials; Proportional_quantity; Request; Spatial_co-location; Suitability,972; 504; 2628; 397; 48; 47; 1597; 1153; 1591; 192; 199; 2880; 62; 620; 1923; 41; 2905; 368,2,1,procedure/activity/informal_reconsideration.json
"If there is an active claim and it is not renewable, the officer inputs an M149 - Initial Intake Data (M149) transaction to terminate the active claim.",18,Active_substance; Activity_stop; Appellations; Attention_getting; Being_active; Claim_ownership; Commercial_transaction; Firing; Information; Killing; Leadership; Locative_relation; Negation; People_by_vocation; Predicting; Spatial_co-location; Statement; Version_sequence,1322; 166; 2390; 305; 1540; 550; 177; 326; 1591; 590; 73; 199; 2860; 1071; 425; 2905; 43; 1960,1,1,procedure/task/completing_csu_tbpcwi_l1.json
"If there is an indication of misconduct, Level 2 must follow the Fact-finding procedure and render a decision.",18,Building_subparts; Categorization; Causation; Compliance; Cotheme; Deciding; Destroying; Dimension; Gizmo; Grasp; Locative_relation; Means; Part_ordered_segments; Quantity; Rank; Relative_time; Sign; Spatial_co-location,188; 21; 5; 117; 56; 363; 417; 108; 106; 979; 199; 1790; 331; 2604; 1377; 81; 428; 2905,2,2,procedure/task/dismissal_ds.json; procedure/task/dismissal_ds_rc.json
"If there is not, do not process the claimant’s report and send an AI WI to Level 1.",18,Building_subparts; Causation; Destroying; Dimension; Gizmo; Locative_relation; Means; Negation; Part_ordered_segments; Process; Processing_materials; Quantity; Rank; Reporting; Sending; Spatial_co-location; Statement; Text,188; 5; 417; 108; 106; 199; 1790; 2860; 331; 233; 620; 2604; 1377; 483; 243; 2905; 43; 298,1,1,procedure/generic/pay_coding_guide.json
"If these conditions are met, the vacation pay is not considered earnings at the time it is paid out and is not allocated.",18,Categorization; Cogitation; Commerce_pay; Earnings_and_losses; Event_instance; Expected_location_of_person; Imprisonment; Location_in_time; Locative_relation; Measure_duration; Medical_conditions; Negation; Sleep; State_of_entity; Temporal_pattern; Temporary_leave; Terms_of_agreement; Timespan,21; 22; 180; 1873; 2140; 1619; 1111; 2141; 199; 224; 239; 2860; 264; 1600; 1040; 2709; 1531; 2142,3,3,procedure/task/all_vp.json; procedure/task/all_vp_rc.json; procedure/task/mod_all_vp.json
"If transaction were input, in FTS, verify that the AOB information you modified is correct on the Assignment of Benefits link.",18,Attaching; Being_obligated; Cause_change; Commercial_transaction; Condition_symptom_relation; Conferring_benefit; Connectors; Correctness; Degree; Evidence; Information; Make_cognitive_connection; Relating_concepts; Resolve_problem; Social_connection; Social_event; Suitability; Verification,197; 392; 683; 177; 2718; 2721; 419; 1512; 2001; 25; 1591; 252; 2060; 1523; 253; 125; 368; 1230,1,1,procedure/task/modifying_aob.json
"In accordance with the directives for Protected B documents, paper claimant’s reports must be sent to PSPC for imaging using a secure courier service (e.g.",18,Attaching; Being_at_risk; Businesses; Documents; Getting; Ingest_substance; Protecting; Public_services; Recording; Reporting; Rite; Statement; Substance; Taking_captive; Text; Treating_and_mistreating; Using; Using_resource,197; 1560; 365; 560; 179; 386; 1631; 1605; 1615; 483; 301; 43; 1321; 2663; 298; 2770; 1141; 2480,1,1,procedure/task/pack_ship_paper_claim_report_imag_ipoc.json
"In ACS, create and send the Z-00-00-00 letter to the employer only if the reasons for refusal are related to the employment.",18,Agree_or_refuse_to_act; Being_employed; Causation; Cause_to_start; Cognitive_connection; Condition_symptom_relation; Creating; Employing; Intentionally_create; Reason; Reasoning; Relating_concepts; Sending; Sole_instance; Statement; Text; Unemployment_rate; Using,1625; 282; 5; 381; 720; 2718; 319; 323; 280; 514; 308; 2060; 243; 355; 43; 298; 1606; 1141,1,1,procedure/task/aic_ref_fttaojo.json
"In addition, to be eligible for WEPP repayment the monies owed must have been earned in the six months immediately before the date of the bankruptcy or appointment of trustee.",18,Calendric_unit; Commutative_process; Earnings_and_losses; Food; Giving_birth; Have_associated; Inclusion; Ingest_substance; Ingestion; Location_in_time; Measure_duration; Origin; Personal_relationship; Possession; Repayment; Sex; Social_event_collective; Time_vector,229; 2243; 1873; 277; 281; 1933; 1153; 386; 263; 2141; 224; 1103; 102; 118; 2370; 2913; 2281; 379,1,1,procedure/task/allocating_wepp.json
