record_id,text,mapped_frames,primary_frame,primary_frame_id,trigger,verification_rule_score,verification_bert_score,verification_combined_score,verification_candidate_rank,alternative_frame,alternative_rule_score,alternative_bert_score,alternative_combined_score,inspector,unconfirmed_content,medium,means,purpose,frame_elements_json,bert_model,bert_frame_method,bert_frame_status,bert_qa_status,source_occurrence_count,source_document_count,source_documents
22,Verify if the claimant is a minor or a major attached claimant.,Verification; Scrutiny,Verification,1230,Verify,1.0,0.9637,0.9964,1,Scrutiny,1.0,0.9602,0.996,,the claimant is a minor or a major attached claimant,,,,"{""Unconfirmed_content"":{""text"":""the claimant is a minor or a major attached claimant"",""span"":{""start"":10,""end"":62},""implicit"":false,""method"":""bert_qa"",""confidence"":0.2888,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data2.zip::ei/procedures/conversions/conversion_compassionate_care_benefits_ccb/conversion_compassionate_care_benefits_ccb.json
23,Verify the payment information in Current Payment Information .,Verification; Scrutiny,Verification,1230,Verify,1.0,0.9549,0.9955,1,Scrutiny,1.0,0.9482,0.9948,,the payment information in Current Payment Information,,,,"{""Unconfirmed_content"":{""text"":""the payment information in Current Payment Information"",""span"":{""start"":7,""end"":61},""implicit"":false,""method"":""bert_qa"",""confidence"":0.0854,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::cppoas/procedures/payments/copies_confirmations_redeemed_payments/copies_confirmations_redeemed_payments.json
24,Verify the information successfully to complete registration.,Verification; Scrutiny,Verification,1230,Verify,1.0,0.9612,0.9961,1,Scrutiny,1.0,0.9537,0.9954,,information successfully to complete registration,,,,"{""Unconfirmed_content"":{""text"":""information successfully to complete registration"",""span"":{""start"":11,""end"":60},""implicit"":false,""method"":""bert_qa"",""confidence"":0.1688,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data2.zip::ei/procedures/electronic_services/my_service_canada_account_msca/my_service_canada_account_msca.json
25,Verify if a decision concerning SE or farming has been made.,Verification; Scrutiny,Verification,1230,Verify,1.0,0.9539,0.9954,1,Scrutiny,1.0,0.9495,0.995,,SE or farming,,,,"{""Unconfirmed_content"":{""text"":""SE or farming"",""span"":{""start"":32,""end"":45},""implicit"":false,""method"":""bert_qa"",""confidence"":0.4165,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data2.zip::ei/procedures/earnings/earnings_self_employment_farming/earnings_self_employment_farming.json
26,Confirm cancellation or deletion for it to be actioned.,Verification; Evidence,Verification,1230,Confirm,1.0,0.9546,0.9955,1,Evidence,0.94,0.946,0.9406,,cancellation,,,,"{""Unconfirmed_content"":{""text"":""cancellation"",""span"":{""start"":8,""end"":20},""implicit"":false,""method"":""bert_qa"",""confidence"":0.2353,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::ecc/job_bank_employers/job_postings/cancel_delet_job_posting/cancel_delet_job_posting.json
27,Confirm with the user if the R028 message is displayed.,Verification; Evidence,Verification,1230,Confirm,1.0,0.9471,0.9947,1,Evidence,0.94,0.9411,0.9401,,R028,,,,"{""Unconfirmed_content"":{""text"":""R028"",""span"":{""start"":29,""end"":33},""implicit"":false,""method"":""bert_qa"",""confidence"":0.1029,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,2,2,data1.zip::ecc/grants_contributions_online_services/technical_assistance/error_messages/error_messages.json; data1.zip::ecc/roe_web/technical_assistance/error_messages/error_messages.json
28,Confirm the client’s Disability Tax Credit (DTC) status.,Verification; Evidence,Verification,1230,Confirm,1.0,0.9702,0.997,1,Evidence,0.98,0.9637,0.9784,,Disability Tax Credit,,,,"{""Unconfirmed_content"":{""text"":""Disability Tax Credit"",""span"":{""start"":21,""end"":42},""implicit"":false,""method"":""bert_qa"",""confidence"":0.2279,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,3,3,data1.zip::cdb/procedures/reconsideration_appeals/reconsideration/reconsideration.json; data1.zip::cdb/procedures/referral_processing/dire_need_situations/dire_need_situations.json; data1.zip::cdb/processing_procedures/reconsider_processing/reconsider_processing.json
29,Review and confirm the information with the applicant .,Verification; Scrutiny,Verification,1230,confirm,1.0,0.9418,0.9942,1,Scrutiny,1.0,0.9343,0.9934,,applicant,,Review and confirm the information with the applicant,,"{""Unconfirmed_content"":{""text"":""applicant"",""span"":{""start"":44,""end"":53},""implicit"":false,""method"":""bert_qa"",""confidence"":0.2392,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Means"":{""text"":""Review and confirm the information with the applicant"",""span"":{""start"":0,""end"":53},""implicit"":false,""method"":""bert_qa"",""confidence"":0.4428,""question"":""In the FrameNet frame Verification, the element Means means: An action performed by the Inspector by which the Inspector manages to establish the truth of the Unconfirmed_content. 'We confirmed our results by repeating the experiment and measuring the output with a mass spec.' What action or evidence is used to establish the truth?"",""baseQuestion"":""What action or evidence is used to establish the truth?"",""frameElementDefinition"":""An action performed by the Inspector by which the Inspector manages to establish the truth of the Unconfirmed_content. 'We confirmed our results by repeating the experiment and measuring the output with a mass spec.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,4,4,data1.zip::cdcp_training/procedures/dependant_subm_indiv_app/dependant_subm_indiv_app.json; data1.zip::cdcp_training/procedures/renewal/renewing_agent/dependants/dependants.json; data1.zip::cdcp_training/procedures/renewal/renewing_agent/family/family.json; data1.zip::cdcp_training/procedures/renewal/renewing_agent/individuals/individuals.json
30,The attestation must confirm the business is:,Verification; Evidence,Verification,1230,confirm,1.0,0.9176,0.9918,1,Evidence,0.94,0.9077,0.9368,,business,,,,"{""Unconfirmed_content"":{""text"":""business"",""span"":{""start"":33,""end"":41},""implicit"":false,""method"":""bert_qa"",""confidence"":0.2504,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::ecc/temporary_foreign_worker_program/how_apply/supporting_documents/supporting_documents.json
31,Review and confirm the information with the applicant for the spouse’s profile.,Verification; Scrutiny,Verification,1230,confirm,1.0,0.9575,0.9958,1,Scrutiny,1.0,0.9539,0.9954,,the spouse’s profile,,Review and confirm the information with the applicant for the spouse’s profile,,"{""Unconfirmed_content"":{""text"":""the spouse’s profile"",""span"":{""start"":58,""end"":78},""implicit"":false,""method"":""bert_qa"",""confidence"":0.1478,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Means"":{""text"":""Review and confirm the information with the applicant for the spouse’s profile"",""span"":{""start"":0,""end"":78},""implicit"":false,""method"":""bert_qa"",""confidence"":0.3421,""question"":""In the FrameNet frame Verification, the element Means means: An action performed by the Inspector by which the Inspector manages to establish the truth of the Unconfirmed_content. 'We confirmed our results by repeating the experiment and measuring the output with a mass spec.' What action or evidence is used to establish the truth?"",""baseQuestion"":""What action or evidence is used to establish the truth?"",""frameElementDefinition"":""An action performed by the Inspector by which the Inspector manages to establish the truth of the Unconfirmed_content. 'We confirmed our results by repeating the experiment and measuring the output with a mass spec.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::cdcp_training/procedures/renewal/renewing_agent/family/family.json
32,Review and confirm the information for the spouse’s profile.,Verification; Scrutiny,Verification,1230,confirm,1.0,0.9476,0.9948,1,Scrutiny,1.0,0.942,0.9942,,spouse’s profile,,,,"{""Unconfirmed_content"":{""text"":""spouse’s profile"",""span"":{""start"":43,""end"":59},""implicit"":false,""method"":""bert_qa"",""confidence"":0.1976,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,2,2,data1.zip::cdcp_training/procedures/renewal/renewing_agent/dependants/dependants.json; data1.zip::cdcp_training/procedures/renewal/renewing_agent/individuals/individuals.json
33,"If no, review the documents in their entirety to confirm:",Verification; Scrutiny,Verification,1230,confirm,1.0,0.949,0.9949,1,Scrutiny,1.0,0.9392,0.9939,,:,,,,"{""Unconfirmed_content"":{""text"":"":"",""span"":{""start"":56,""end"":57},""implicit"":false,""method"":""bert_qa"",""confidence"":0.0875,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::cdb/processing_procedures/validate_legal_rep_process/validate_legal_rep_process.json
34,Confirm the banking information with the client.,Verification; Evidence,Verification,1230,Confirm,1.0,0.9373,0.9937,1,Evidence,0.94,0.9291,0.9389,,information,,banking information,,"{""Means"":{""text"":""banking information"",""span"":{""start"":12,""end"":31},""implicit"":false,""method"":""rule""},""Unconfirmed_content"":{""text"":""information"",""span"":{""start"":20,""end"":31},""implicit"":false,""method"":""bert_qa"",""confidence"":0.0792,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,2,1,data1.zip::cppoas/procedures/direct_deposit_change/add_update_dd/add_update_dd.json
35,Reply to the email to confirm it is completed.,Verification; Evidence,Verification,1230,confirm,1.0,0.8817,0.9882,1,Evidence,0.94,0.871,0.9331,,email,email,email,,"{""Means"":{""text"":""email"",""span"":{""start"":13,""end"":18},""implicit"":false,""method"":""rule""},""Unconfirmed_content"":{""text"":""email"",""span"":{""start"":13,""end"":18},""implicit"":false,""method"":""bert_qa"",""confidence"":0.246,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Medium"":{""text"":""email"",""span"":{""start"":13,""end"":18},""implicit"":false,""method"":""bert_qa"",""confidence"":0.6934,""question"":""In the FrameNet frame Verification, the element Medium means: The Medium is the piece of text or work in which the Inspector verifies the Unconfirmed_content: 'Chapter four confirms the reader 's suspicions completely.' What text, record, screen, or work communicates the verification?"",""baseQuestion"":""What text, record, screen, or work communicates the verification?"",""frameElementDefinition"":""The Medium is the piece of text or work in which the Inspector verifies the Unconfirmed_content: 'Chapter four confirms the reader 's suspicions completely.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::ecc/roe_web/registration_login/authorization_code/resend_authorization_code/resend_authorization_code.json
36,Confirm that the caller received the email.,Verification; Receiving,Verification,1230,Confirm,1.0,0.8929,0.9893,1,Receiving,0.96,0.8892,0.9529,,email,email,email,,"{""Means"":{""text"":""email"",""span"":{""start"":37,""end"":42},""implicit"":false,""method"":""rule""},""Unconfirmed_content"":{""text"":""email"",""span"":{""start"":37,""end"":42},""implicit"":false,""method"":""bert_qa"",""confidence"":0.2215,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Medium"":{""text"":""email"",""span"":{""start"":37,""end"":42},""implicit"":false,""method"":""bert_qa"",""confidence"":0.2795,""question"":""In the FrameNet frame Verification, the element Medium means: The Medium is the piece of text or work in which the Inspector verifies the Unconfirmed_content: 'Chapter four confirms the reader 's suspicions completely.' What text, record, screen, or work communicates the verification?"",""baseQuestion"":""What text, record, screen, or work communicates the verification?"",""frameElementDefinition"":""The Medium is the piece of text or work in which the Inspector verifies the Unconfirmed_content: 'Chapter four confirms the reader 's suspicions completely.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::ecc/roe_web/manage_organizations/terminate_roe_web_agreement/terminate_roe_web_agreement.json
37,Select Yes to confirm resending the letter:,Verification; Evidence,Verification,1230,confirm,1.0,0.8908,0.9891,1,Evidence,0.98,0.882,0.9702,,resending the letter,,letter,,"{""Means"":{""text"":""letter"",""span"":{""start"":36,""end"":42},""implicit"":false,""method"":""rule""},""Unconfirmed_content"":{""text"":""resending the letter"",""span"":{""start"":22,""end"":42},""implicit"":false,""method"":""bert_qa"",""confidence"":0.1277,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::cdcp_training/process_procedures/train_sdemismatch/train_sdemismatch.json
38,Confirm that the user received the email.,Verification; Receiving,Verification,1230,Confirm,1.0,0.9129,0.9913,1,Receiving,0.96,0.9088,0.9549,,email,email,email,,"{""Means"":{""text"":""email"",""span"":{""start"":35,""end"":40},""implicit"":false,""method"":""rule""},""Unconfirmed_content"":{""text"":""email"",""span"":{""start"":35,""end"":40},""implicit"":false,""method"":""bert_qa"",""confidence"":0.3192,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Medium"":{""text"":""email"",""span"":{""start"":35,""end"":40},""implicit"":false,""method"":""bert_qa"",""confidence"":0.3236,""question"":""In the FrameNet frame Verification, the element Medium means: The Medium is the piece of text or work in which the Inspector verifies the Unconfirmed_content: 'Chapter four confirms the reader 's suspicions completely.' What text, record, screen, or work communicates the verification?"",""baseQuestion"":""What text, record, screen, or work communicates the verification?"",""frameElementDefinition"":""The Medium is the piece of text or work in which the Inspector verifies the Unconfirmed_content: 'Chapter four confirms the reader 's suspicions completely.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,2,2,data1.zip::ecc/grants_contributions_online_services/managing_users/name_change/name_change.json; data1.zip::ecc/roe_web/manage_users/name_change/name_change.json
39,"Confirm the client’s residency , legal status in Canada, and incarceration status, if applicable.",Verification; Evidence,Verification,1230,Confirm,1.0,0.9697,0.997,1,Evidence,0.98,0.9586,0.9779,,incarceration status,,,,"{""Unconfirmed_content"":{""text"":""incarceration status"",""span"":{""start"":61,""end"":81},""implicit"":false,""method"":""bert_qa"",""confidence"":0.0525,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,3,3,data1.zip::cdb/procedures/reconsideration_appeals/reconsideration/reconsideration.json; data1.zip::cdb/procedures/referral_processing/dire_need_situations/dire_need_situations.json; data1.zip::cdb/processing_procedures/reconsider_processing/reconsider_processing.json
40,"When unsure if the conversation is being recorded or transcribed, confirm with the caller.",Verification; Evidence,Verification,1230,confirm,1.0,0.948,0.9948,1,Evidence,0.94,0.9456,0.9406,,conversation is being recorded or transcribed,,,,"{""Unconfirmed_content"":{""text"":""conversation is being recorded or transcribed"",""span"":{""start"":19,""end"":64},""implicit"":false,""method"":""bert_qa"",""confidence"":0.1804,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Inspector"":{""text"":null,""implicit"":true,""method"":""not_found""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""},""Means"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::common_procedures/procedures/caller_recording_call/caller_recording_call.json
41,ROE Web : Assist the employer to amend the ROE and confirm it is submitted successfully.,Verification; Evidence,Verification,1230,confirm,1.0,0.9683,0.9968,1,Evidence,0.98,0.9614,0.9781,the employer,it is submitted successfully,,ROE,,"{""Means"":{""text"":""ROE"",""span"":{""start"":0,""end"":3},""implicit"":false,""method"":""rule""},""Inspector"":{""text"":""the employer"",""span"":{""start"":17,""end"":29},""implicit"":false,""method"":""bert_qa"",""confidence"":0.527,""question"":""In the FrameNet frame Verification, the element Inspector means: The individual or individuals that ascertain that the Unconfirmed_content is true. 'His later verification of the facts is certainly beyond reproach.' Who verifies or confirms the information?"",""baseQuestion"":""Who verifies or confirms the information?"",""frameElementDefinition"":""The individual or individuals that ascertain that the Unconfirmed_content is true. 'His later verification of the facts is certainly beyond reproach.'""},""Unconfirmed_content"":{""text"":""it is submitted successfully"",""span"":{""start"":59,""end"":87},""implicit"":false,""method"":""bert_qa"",""confidence"":0.0575,""question"":""In the FrameNet frame Verification, the element Unconfirmed_content means: An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.' What previously unconfirmed fact or proposition is verified?"",""baseQuestion"":""What previously unconfirmed fact or proposition is verified?"",""frameElementDefinition"":""An open proposition that the Inspector decides by examining evidence. It is usually a propostion put forward which some parties would disbelieve or contest. 'It is extremely difficult to confirm the absence of something.'""},""Medium"":{""text"":null,""implicit"":true,""method"":""not_found""}}",deepset/bert-base-cased-squad2,bert_embedding_frame_scorer,scored,scored,1,1,data1.zip::ecc/roe_issued/amend_delete/amend_delete.json
