dataset,node_id,source_file,body_type,is_in_duplicate_pair,is_in_duplicate_or_included_pair,text_preview
KMT bodies EN,dita_body:4db21a137f9da3a8e1dc,en/KA-01029_EN/ka-01029_what_you_need_to_do.dita,taskbody,yes,yes,"In ITRDS , click Client Profile from the institutional bar. The Client Profile screen opens. To delete a future address or direct deposit, go to the Delete Future Address and/or Direct Deposit section below. To modify the address or payment address information, click Modify in the Address / Direct Deposit block. The Modify Address / Direct Deposit screen opens. Modify the home address as follows: Click Save . If any of the following messages appear, take the appropriate action: Click OK to retur"
KMT bodies EN,dita_body:d7d3b3c26dcbceaecbc6,en/KA-05079_EN/ka-05079_background.dita,conbody,no,no,"When the PRDB was first introduced in January 2019, a PRDB Statement Application (7044) was created and sent to potentially eligible clients. This work type did not capture the outcome of the PRDB once a decision had been made. Upcoming policy changes to the PRDB require a standalone PRDB application form. To capture the new PRDB application (1170) form in PWS, the PRDB – Statement Application (7044) work item has been updated to contain both variations. A decision field has been added so PRDB d"
KMT bodies EN,dita_body:c545880c9834cfe9f84b,en/KA-01777_EN/ka-01777_application_is_approved_with_entitlement_updated.dita,conbody,no,no,"Perform the following system steps on the spouse or common-law partner's account, based on the GIS status: Situation 1 Direction You have approved a GIS application for the spouse or common-law partner at the same time. Refer to GIS Application (Scenario) to determine eligibility and entitlement. GIS Application (Scenario) Situation 2 Direction The spouse or common-law partner's current entitlement for the GIS is calculated using rate table 3. Cúram will recalculate the GIS entitlement using rat"
KMT bodies EN,dita_body:13dc58586db5e20c195a,en/KA-02302_EN/ka-02302_was_credit_splitting_used_to_calculate_the_lpdoo.dita,conbody,yes,yes,Credit splitting allows Unadjusted Pensionable Earnings or pension credits to be equally divided between 2 former marital or common-law partners. Additional pension credits attributed to a contributor's record of earnings following the approval of a credit split can improve an applicant's qualifying period or establish one when they do not qualify with their own pensionable earnings. Refer to Credit Split Application (Scenario) and the policy on Credit Split Application (Scenario) Medical Adjudi
KMT bodies EN,dita_body:626404005a3d69b96f94,en/KA-05490_EN/ka-05490_living_apart_for_reasons_beyond_control_918abec9.dita,conbody,yes,yes,The Living Apart for Reasons Beyond Control evidence exists on the Application Case and Integrated Case and impacts entitlement for income-tested benefits. It captures the reason why a client and their spouse or common-law partner are living apart when this living arrangement is beyond their control. A client can have multiple periods of living apart for reasons beyond their control resulting in multiple evidence records. If the client indicates on their paper application that they are living ap
KMT bodies EN,dita_body:7e19d38319b13f398469,en/KA-01071_EN/ka-01071_what_you_need_to_know.dita,conbody,yes,yes,"The suspension of a CPP or OAS pension or benefit can occur either through an automated process or through manual intervention. Automatic suspension occurs by the applicable system depending on certain situations. While manual suspension is input by a processor to stop the system from issuing payments to allow for an ongoing eligibility review to occur. Before inputting a manual suspension, you must send a written notice to the client a minimum of 30 days before suspending their pension or benef"
KMT bodies EN,dita_body:d80dc515efa1fc1523f0,en/KA-01775_EN/ka-01775_sponsorship.dita,conbody,yes,yes,"A sponsored immigrant will only be eligible for the GIS if they meet all eligibility requirements. However, they will not be entitled to receive the GIS. In October 2025, amendments to the Old Age Security Act came into force limiting entitlement to the GIS for the duration of the sponsorship agreement, unless there is a sponsorship breakdown. Before October 2025, a sponsored immigrant was not entitled to receive the GIS for the duration of the sponsorship agreement, unless there was a sponsorsh"
KMT bodies EN,dita_body:23038d5c5b9982ddb368,en/KA-01589_EN/ka-01589_is_the_date_of_death_recorded_on_the_cl_4e50f16c.dita,conbody,no,no,"The client's date of death must be recorded in the applicable system ( ITRDS or Cúram) as soon as the Department is informed. The date must match (year and month) for all programs. If the date of death has not been recorded or does not match for OAS, you must update ITRDS and notify the affected program, if applicable. For more information, Death Notification (Scenario)"
KMT bodies EN,dita_body:f548dc0ef7336022eb86,en/KA-05030_EN/ka-05030_summary.dita,conbody,no,no,A disclosure is the act of an individual or third party voluntarily notifying the Department that they have knowingly withheld information or misrepresented information provided to the CPP or OAS program.
KMT bodies EN,dita_body:94b15ad72d7100cbcc6c,en/KA-05198_EN/ka-05198_background.dita,conbody,no,no,"In response to the pandemic, numerous procedures were reviewed in order to update outdated links, simplify processes for the pension network, and modernize digital channels. In 2015, procedures instructed the regions to print and add a copy of the following to the file, and enclose to the 743 letter: case events from RBRS, a sample of the generic entitlement letter that was sent to the client, and a sample of the generic post grant letter that was sent to the client. In addition, the procedures "
KMT bodies EN,dita_body:70112f99cbfee5023416,en/KA-05058_EN/ka-05058_additional_information.dita,conbody,yes,yes,"CPP Legislation—Canada Pension Plan (R.S.C., 1985, c. C-8) Payment of the first Additional Portion of the CPP Enhancement System Updates for the Death Benefit and Survivor’s Pension Triennial Review Reforms 19-IB-004 – November 2019 System Updates for CPP Enhancement and Triennial Review (PDF, 445.88 KB) 19-IB-004 – November 2019 System Updates for CPP Enhancement and Triennial Review SDB 836—Implementation of the 2016-2018 CPP Triennial Review Reforms (PDF, 183 KB) SDB 836—Implementation of the"
KMT bodies EN,dita_body:d1e6a9d606e04969e022,en/KA-04547_EN/ka-04547_whats_new.dita,conbody,yes,yes,The annual mail-out of CPP and OAS tax slips to beneficiaries started in mid-January 2026. Most beneficiaries will receive their tax slips by the end of February 2026.
KMT bodies EN,dita_body:2244def1eeb6854f280b,en/KA-01694_EN/ka-01694_income-averaging_annuity_payments.dita,conbody,no,no,Income received as the annuitant or the beneficiary under an income-averaging annuity contract is considered income.
KMT bodies EN,dita_body:9485801df21f53fb568e,en/KA-04790_EN/ka-04790_summary.dita,conbody,no,no,This procedure provides guidance on how to proceed when there has been a change in a Record of Earnings (ROE) resulting in a denial of a CPPD benefit.
KMT bodies EN,dita_body:3fb76e57b15db8debf33,en/KA-05367_EN/ka-05367_is_there_an_authorization_to_communicat_eac84a6c.dita,conbody,yes,yes,"If you receive a valid document authorizing communication, you must add the person or agency to the Contact/Applicant screen in ITRDS . Third Party Contact—Non-Payee (Scenario)"
KMT bodies EN,dita_body:db515f51433cec87800e,en/KA-04144_EN/ka-04144_what_happens_if_the_applicant_applies_f_7b216156.dita,conbody,no,yes,"Since the CPP enhancement begins in 2019, the period before January 1, 2019 is outside of the CPP first additional contributory period and cannot be protected. However, if the child is under the age of 7 in 2019, the Child Rearing Drop-In will be applied. In this case, the individual would have no months in their first additional contributory period with which to calculate the drop-in value. The client would then be treated as if they had earnings of 40% of the YMPE when determining the value of"
KMT bodies EN,dita_body:36734b539d89992fc9e2,en/KA-01788_EN/ka-01788_glossary.dita,refbody,no,no,Survivor
KMT bodies EN,dita_body:fc24cb48dff8f27a8713,en/KA-04750_EN/ka-04750_review_codes_and_user_k_eys.dita,conbody,no,no,"Final month-end reports will be produced at the end of the December accounting month. Regions should review these reports as usual in order to take any needed follow up actions on accounts in January within ITRDS and CPMS, etc. OAS and IA review codes are not being converted into the new system. Many review codes will be replaced with new functionality. Scans will be run post migration to provide regions with reports of review codes that may require follow up after migration. OAS System User key"
KMT bodies EN,dita_body:1d0ebf07bb154ed45a74,en/KA-04414_EN/ka-04414_system_screening.dita,taskbody,yes,yes,"In PWS , review the proactive enrolment work item. Verify PWS for any new RTR pension application. If there is a work item for an RTR pension application, refer to Has the client applied for their RTR pension by paper application, My Service Canada Account, or have they been identified on a scan as now in-pay? in the What you need to look for section above. Find the client in ITRDS . Refer to Find a Client in ITRDS (Action) . Find a Client in ITRDS (Action) Verify any potential matches. Refer to"
KMT bodies EN,dita_body:a711484f32a737b9ba81,en/KA-04693_EN/ka-04693_canada_pension_plan.dita,refbody,no,no,Section 19—Calculation of Contributions—Basic Exemption—Amount of basic exemption Subsection 20(1)—Year’s Basic Exemption—Amount of Year’s Basic Exemption Subsection 42(1)—Pensions and Supplementary Benefits—Interpretation—Definitions Subparagraph 44(1)(b)(iii)—Pensions and Supplementary Benefits—Benefits Payable—Benefits payable Paragraph 44(2)(a)—Benefits Payable—Calculation of minimum qualifying period in case of disability pension and disabled contributor’s child’s benefit Subparagraph 44(2)
KMT bodies EN,dita_body:4ee3bb83bda8e470e719,en/KA-01393_EN/ka-01393_modify_an_interrelationship_updated.dita,taskbody,no,no,"In ITRDS , access the Client Profile screen Click Interrelationships from the navigation menu. The Interrelationships screen opens. Click Modify next to the appropriate interrelationship. The Modify Interrelationships screen opens. Complete the applicable fields: If the Relationship to Client is Spouse / Common-law Partner : If the Relationship to Client is Dependent , Parent or Other Applicant : Select the appropriate document. Click Continue . The Client Profile screen opens. Review the moneta"
KMT bodies EN,dita_body:64212bcc40ba61ffa00b,en/KA-05339_EN/ka-05339_background.dita,conbody,yes,yes,"Administrative Penalties were implemented on July 21, 2011. Misrepresentations that occurred before that date are not subject to a penalty. An administrative penalty on a misrepresentation is an amount that is charged to a client or third party who knowingly misrepresented in relation to CPP or OAS benefits or pensions. A penalty is intended to be a deterrent to discourage individuals from committing further misrepresentations and protect the integrity of the programs. ISB is responsible for mak"
KMT bodies EN,dita_body:36442402f168ade99719,en/KA-01536_EN/ka-01536_submit_a_cross_program_recovery_request.dita,taskbody,yes,yes,"Verify and note the outstanding overpayment amount on the debtor's account under your program. Check PWS and ITRDS notes to ensure that there are no outstanding work items or issues that could impact the overpayment amount or the recovery of the overpayment. For example, if your program area is being informed of the debtor's death after the month of death, ensure that there is no additional overpayment amounts to be added to the account. Verify what type of payments are available under the other"
KMT bodies EN,dita_body:765f368b2a77887c7ea5,en/KA-05513_EN/ka-05513_view_social_security_agreement_country__6f672f65.dita,taskbody,yes,yes,"In Cúram, go to the client's profile. Refer to Search for a Person in Cúram (Action) . Search for a Person in Cúram (Action) Click the Cases and Applications tab. The Foreign Engagement cases on the client's account are listed. Click the hyperlink for the Foreign Engagement Case under the Reference column. The Foreign Engagement Case opens in a new tab. In the Home tab, click the hyperlink in the Country field. The Country page opens showing all relevant details."
KMT bodies EN,dita_body:714415f0837c9e4dc378,en/KA-05052_EN/ka-05052_determining_eligibility_under_an_intern_65e621ca.dita,conbody,yes,yes,"Under an International Social Security Agreement (ISSA), an applicant's eligibility can be determined using foreign creditable periods (e.g. contributions and/or residence) in a country with which Canada has an ISSA in force. International Social Security Agreement Country List (Work Tool) An application will be considered under an ISSA when an applicant has lived or worked in a country with an ISSA with Canada and: does not meet the minimum residence requirement to qualify for an ALWS benefit a"
KMT bodies EN,dita_body:a52506a44944416707b5,en/KA-05479_EN/ka-05479_manually_authorize_an_oas_and_gis_application.dita,taskbody,yes,yes,"In Cúram, go to the person's profile. Refer to Search for a Person in Cúram (Action) . Search for a Person in Cúram (Action) Click the Cases and Applications tab. Click Application on the page group navigation bar on the left. The list of available applications opens. Click the hyperlink for the application under the Reference column. Click the Benefits tab. Click the Authorize hyperlink at the end of the Old Age Security pension line. The Authorize Benefit screen opens. Click Close . Cúram upda"
KMT bodies EN,dita_body:6720baf2eecee8dba7e1,en/KA-01866_EN/ka-01866_letters.dita,refbody,yes,yes,"ISS-0954A—Spousal Consent and Declaration GIS ISS-0954B—Spousal Consent and Declaration ALW For CPP Users: Locate the appropriate letter in the Corporate Correspondence Tool (CCT). Use the Letter Catalogue to cross reference previous letters to new letters. For OAS Users: Until letters are added to Cúram, updated versions are available on the Forms and Letters page of the KMT. You must search for NATS letters temporarily stored on the KMT before searching in NATS (PDF, 379 KB) Download link . (K"
KMT bodies EN,dita_body:25ab4e50ede143b4b5a9,en/KA-01862_EN/ka-01862_does_the_additional_information_contain_40a4873e.dita,conbody,no,no,"If yes, Review Under New Facts (Scenario)"
KMT bodies EN,dita_body:16bdb7750a1dc10754e9,en/KA-05190_EN/ka-05190_enquiries.dita,conbody,yes,yes,"If additional guidance is required, send an enquiry via the Business Expertise Request Tool (BERT) and select Canada Pension Plan & Old Age Security (access is required). Business Expertise Request Tool"
KMT bodies EN,dita_body:01ab75bf5c91af1ea4d3,en/KA-04841_EN/ka-04841_employment_income_is_less_than_3500_updated.dita,conbody,no,no,"Manually enter the net employment and net self-employment amounts reported by the applicant into Cúram. Do not apply the earnings exemption to the income. Cúram will calculate and apply the total earnings exemption of $2,750. This deduction is calculated as follows: Determine the amount of employment income: $2,750. Deduct the flat rate employment earnings exemption of $3,500: Since the employment income cannot be reduced to a negative amount, the total earnings exemption is $2,750 and is applie"
KMT bodies EN,dita_body:0c60e874cfdb73fff195,en/KA-04569_EN/ka-04569_legislation_and_regulations.dita,refbody,no,yes,Old Age Security Act Section 2—Definitions Section 5(3)—Incarcerated persons Section 8(2.1)—Commencement of pensions Section 9.2—Resumption of pension Section 15—Information required with application for supplement Section 19—Payment of Allowance Section 21—Payment of Allowance to survivors Section 22—Definitions Section 23(3)—Commencement of Allowance Section 27.1—Request for reconsideration by Minister Section 28—Appeal
KMT bodies EN,dita_body:804124ac50e096c2d16a,en/KA-05027_EN/ka-05027_notification.dita,conbody,no,no,Eligible recipients did not receive a notification letter. The following manual payment note was added to ITRDS to identify eligible accounts: Client was paid [$xxxxx.xx] by manual payment for the One-Time Grant for Guaranteed Income Supplement Recipients Who Received Pandemic Benefits. No letter sent to client. Refer to KA-05027. The following automated payment note was added to ITRDS to identify eligible accounts: Client was paid [$xxxxx.xx] via CSGC for the One-Time Grant for Guaranteed Incom
KMT bodies EN,dita_body:d44712287141bf9c697d,en/KA-05472_EN/ka-05472_references.dita,refbody,yes,yes,There is no reference material. (KA-01423 Snippet 14.0 content. Do not modify or delete.)
KMT bodies EN,dita_body:34d120a028612eb2abd1,en/KA-04779_EN/ka-04779_support_staff_triage_incoming_correspondence.dita,taskbody,no,no,"When you receive an email notification that a Canadian or foreign institution has uploaded new correspondence in an incoming conversation, proceed as follows: Open the item in Connect using the steps in the Connect Participant guide (PDF, 810 KB) Download link . Connect Participant guide Validate the client's name and SIN. If you can find the client's account, go to Step 3 . Step 3 If you cannot find the client's account: Create a PWS work item with no SIN as per existing procedures. Assign the "
KMT bodies EN,dita_body:8dc597ac01b9736b6a22,en/KA-01775_EN/ka-01775_eligibility_requirements.dita,conbody,yes,yes,"An applicant must be a resident of Canada and meet all of the following eligibility requirements to receive the GIS: be eligible for an OAS pension; submit a GIS application or have the requirement waived or deemed to be met; provide a statement of their income; and provide the required details about their spouse or common-law partner, if applicable. For more information on the GIS eligibility criteria, Eligibility Requirements—GIS New Business (Policy)"
KMT bodies EN,dita_body:cc593a97ce490f38ec4f,en/KA-04371_EN/ka-04371_legislation_and_regulations.dita,refbody,yes,yes,Canada Pension Plan Section 42(2)—Interpretation—When person deemed disabled CPP regulations Section 68—Determination of Disability Section 69—Determination of Disability Section 70—Determination of Disability
KMT bodies EN,dita_body:7e5f53b6ff61ad70764d,en/KA-05527_EN/ka-05527_tax_slip_actions.dita,conbody,no,no,"You can manage the tax slips through several action items. Each action item is enabled based on the current Issuance Status and Printing Status of the tax slip for a specific client, tax slip form type, and tax year. Action items available include the following:"
KMT bodies EN,dita_body:664f74aeac9637acdf85,en/KA-04660_EN/ka-04660_monetarytaxes_reimbursements_benefits_u_9625fc1c.dita,conbody,yes,yes,Unpaid Benefits at Date of Death for CPP and OAS Pensions Unpaid Benefits at Date of Death for CPP and OAS Pensions Priority of withholds Priority of withholds Non-Resident tax withhold Non-Resident tax withhold OAS recovery tax OAS recovery tax Reimbursement—Insurers/Provincial/Municipal/Federal Reimbursement—Insurers/Provincial/Municipal/Federal External statutory set-offs External statutory set-offs Voluntary tax withholds and voluntary deductions Voluntary tax withholds and voluntary deducti
KMT bodies EN,dita_body:3dd2543c06bebc8efdc6,en/KA-05653_EN/ka-05653_enquiries.dita,conbody,yes,yes,"[[ARTICLE-KA-05073]] (Snippet 26.0 content. Do not modify or delete. If additional guidance is required, send an enquiry via the National Business Expertise Tool (NEXO) Internal link (access is required). National Business Expertise Tool"
KMT bodies EN,dita_body:5155758a5e307aa8c4ec,en/KA-03160_EN/ka-03160_what_you_need_to_do.dita,refbody,no,no,"Depending on the type of renewal task you are processing, proceed as follows:"
KMT bodies EN,dita_body:1677612037d86f994216,en/KA-04609_EN/ka-04609_whats_new.dita,conbody,yes,yes,"As the impact of the COVID-19 pandemic evolves, so do the interim measures for Pensions programs. Some measures have been extended, archived or are now incorporated into regular business practices, as they do not require regulatory amendment for permanent implementation."
KMT bodies EN,dita_body:90a12ebfbad4f35093b7,en/KA-02293_EN/ka-02293_what_you_need_to_do.dita,conbody,no,no,"When Service Canada becomes aware that a benefit applicant or recipient is charged with or convicted of the first- or second-degree murder or manslaughter of an individual whose death would have entitled them to CPP and/or OAS survivor-related benefits, an enquiry must be forwarded to the CPP & OAS Operational Policy Division through the OSD. This procedure applies to all such cases, including when: charges and convictions are Canadian or foreign; a charge is pending on a decision or sentencing;"
KMT bodies EN,dita_body:6fca0ec553582101623d,en/KA-05501_EN/ka-05501_what_you_need_to_know.dita,conbody,no,no,"A task refers to a specific unit of work that needs to be completed as part of a larger process, or workflow. It represents an individual or collection of actions or activities that are assigned to a user within the system. These actions or activities could include reviewing documentation, collecting information, and updating evidence. Tasks are often associated with a prospect person, person, or a type of case. These tasks are used to manage and track the progress of work related to the associa"
KMT bodies EN,dita_body:88828ab109bf01324bb4,en/KA-05570_EN/ka-05570_references.dita,refbody,yes,yes,There is no reference material. (KA-01423 Snippet 14.0 content. Do not modify or delete.)
KMT bodies EN,dita_body:6aa13640cd025007a6c9,en/KA-05590_EN/ka-05590_what_this_means_for_you.dita,conbody,no,no,"Following this release, enhancements and improvements have been made to the following: CRA income requests and CRA Lifetime List requests Users can now view their CRA income requests with a Successful status in Cúram while providing the requested income years to the processing officer. Users adding clients to the CRA Lifetime List can now view their requests confirmed as Added by the system, ensuring their submission. Reconciliation of underpayments against overpayments Users can now complete ne"
KMT bodies FR,dita_body:e6acd8bd65ba7cbcc050,fr/KA-04895_FR/ka-04895_quoi_de_neuf.dita,conbody,no,no,"En raison d'un problème technique, le paiement mensuel du RPC de septembre 2021 sera versé le 28 septembre . Vous devez ignorer toutes les autres communications indiquant que le paiement du RPC sera versé le 27 septembre. Les paiements de la SV et les paiements internationaux ne sont pas affectés par cela, et devraient être versés le 27 septembre selon le calendrier de production révisé."
KMT bodies FR,dita_body:5279c46e9b4bad9c5e4a,fr/KA-04872_FR/ka-04872_demande_de_pu_ae_active.dita,conbody,no,no,"Dans l'onglet Sommaire , Demande PU s'affiche en police de caractère rouge à la droite du champ Code d'accès dans la partie supérieure de l'écran. Active EI-ERB Claim Demande de PU AE active"
KMT bodies FR,dita_body:9751d19291b134e53bec,fr/KA-02097_FR/ka-02097_ce_quil_faut_faire.dita,refbody,yes,yes,Complétez la directive selon l'action appropriée :
KMT bodies FR,dita_body:64806e20c1e2d010ab35,fr/KA-01433_FR/ka-01433_resume.dita,conbody,no,no,Cette procédure explique comment valider un demandeur qui est le plus proche parent. Ces renseignements permettent de déterminer son admissibilité à recevoir une prestation de décès ( DEC ) ainsi que le montant payable.
KMT bodies FR,dita_body:fd519927947fef96c136,fr/KA-05093_FR/ka-05093_pension_et_prestations_canadiennes_de_la_sv.dita,conbody,yes,yes,Impôt des non-résidents : 25 % Impôt sur la récupération de la SV : Oui
KMT bodies FR,dita_body:150c8062e2298b403301,fr/KA-05153_FR/ka-05153_contexte.dita,conbody,no,no,"Le contenu du PPIRPC a été ajouté progressivement à l’OGS. L’OGS comprend déjà certaines fonctionnalités du PPIRPC dans les articles qui traitent du RPC et du PPIRPC (souvent considérés comme des articles communs). Le reste du contenu non médical du PPIRPC a maintenant été mis en œuvre. Ces articles sont conçus pour remplacer et regrouper les procédures qui se trouvaient auparavant dans l’Orientation et procédures fonctionnelles, les manuels de bureau et les guides d’utilisation des systèmes."
KMT bodies FR,dita_body:f238fa4449b4789271bd,fr/KA-01393_FR/ka-01393_resume.dita,conbody,yes,yes,"Ajouter, modifier ou détacher une corrélation dans le SERTI ."
KMT bodies FR,dita_body:be27ab717760092300ca,fr/KA-02088_FR/ka-02088_resume.dita,conbody,no,yes,"Le Ministère est tenu de protéger les renseignements personnels d’un client dans la collecte, l’utilisation, la communication et la conservation de ceux-ci."
KMT bodies FR,dita_body:219e86b1ea10e74cccec,fr/KA-05501_FR/ka-05501_transferer_une_tache_a_un_autre_utilisa_a660a416.dita,taskbody,yes,yes,"Si vous transférez la tâche vers une autre région, consultez la section Transférer une personne ou un dossier ci-dessous. Sinon, procédez comme suit. Quand l'utilisateur transfère des tâches vers une file d'attente de travail automatisée, il doit s'assurer qu'un Groupe virtuel de compétences est indiqué, et que le Groupe virtuel de compétences du programme et la file d'attente de travail du programme correspondent (p. ex. le « GVC SV » sera utilisé pour les tâches dans les files d'attente de tra"
KMT bodies FR,dita_body:0dc44e708b1fc9188025,fr/KA-04371_FR/ka-04371_difficultes_cognitives_ou_maladie_mentale.dita,conbody,no,no,"Une maladie, une blessure ou les effets de médicaments peuvent nuire à la capacité cognitive du demandeur ou du prestataire pour évaluer : les avantages; les risques; et la nature des traitements des soins de santé."
KMT bodies FR,dita_body:c755667a703150bb25f9,fr/KA-04643_FR/ka-04643_ce_quil_faut_faire.dita,conbody,no,no,"Prestations fondées sur le revenu Formulaire de déclaration du revenu prévu (IPS3041) Si une option est reçue qui inclut les prestations urgente comme revenu ou à titre d'événement lorsque ces prestations ont cessé. Examinez les renseignements au dossier, ainsi que la déclaration de revenu prévu, et confirmez si les prestations d'urgence déclarées peuvent être considérées comme un événement ouvrant droit à une option ou si elles doivent faire partie du calcul du revenu prévu. Traitez la déclarat"
KMT bodies FR,dita_body:8a10c0707c49a93a563b,fr/KA-03383_FR/ka-03383_politique.dita,conbody,yes,yes,"La politique du Ministère s'assure qu'un plus-payé peut être recouvré, et la première mesure à prendre est de tenter de recouvrer l'intégrité du plus-payé, avec les exceptions suivantes : lorsqu’un avis erroné ou une erreur administrative (AE/EA) a été établi; et pour les comptes inactifs avec un plus-payé initial de 1 00,00 $ ou m oins. Aucun plus-payé ne sera radié avant que tous les efforts possibles aient été déployés pour le recouvrer et que toutes les possibilités de recouvrement aient été"
KMT bodies FR,dita_body:0778ac09bdecb2d70048,fr/KA-01307_FR/ka-01307_definitions.dita,refbody,no,no,Année civile Payable supplémentaire Non-résident Remboursement
KMT bodies FR,dita_body:cb956f98f734f8e8acb4,fr/KA-05090_FR/ka-05090_manuel_de_prestations_etrangeres.dita,conbody,no,no,Les personnes vivant au Canada et qui souhaient présenter une demande pour des prestations chinoises doivent communiquer avec le bureau responsable de la sécurité sociale en Chine.
KMT bodies FR,dita_body:09f6168ec5a836756a65,fr/KA-04858_FR/ka-04858_les_prestations_d_inv_du_rpc_prennent_f_2fabade9.dita,conbody,no,no,"Il existe des cas où la période d’invalidité cesse; le prestataire : retourne alors au travail; reçoit des cotisations et des gains supplémentaires ouvrant droit à pension pendant moins de 6 ans; et redevient invalide. Dans de tels cas, le montant de l’attribution de gains pour la deuxième période d’invalidité est supérieur au montant d’attribution de gains de la période d’invalidité précédente selon : le montant de l’attribution de gains pour la période d’invalidité précédente; ou le montant de"
KMT bodies FR,dita_body:cdd779bb22a63104304d,fr/KA-01068_FR/ka-01068_ce_quil_faut_savoir_3.dita,conbody,yes,yes,"Une fois que la date de décès est ajoutée ou mise à jour dans l'élément de preuve attestant des Détails sur la naissance et le décès et qu'elle a été activée, Cúram procédera à une réévaluation afin de s'assurer que le compte est équilibré. Une tâche sera générée à des fins de vérification manuelle si l'un des éléments suivants se produit au cours du processus de réévaluation : le compte n'est pas équilibré; l'état civil de l'époux ou du conjoint de fait n'a pas pu être mis à jour; ou une date d"
KMT bodies FR,dita_body:5c7ef5a7996a7e39ee65,fr/KA-03499_FR/ka-03499_comment_calculer_la_prestation_dinvalid_db48ac7f.dita,conbody,yes,yes,"La prestation d'invalidité après-retraite ( PIAR ) est un montant fixe qui est égal au montant fixe annuel de la prestation d'invalidité ( INV ). Le cotisant pourrait recevoir un montant de pension combinée de PIAR et de RET qui est supérieur au montant maximum de la pension de RET ou de la prestation d' INV . Lorsqu'un pensionné est admissible à une pension combinée de RET et de survivant et à une PIAR , le montant le plus élevé entre le montant de la pension de survivant et le montant de la PI"
KMT bodies FR,dita_body:5eefda04b071fb4ec64f,fr/KA-04836_FR/ka-04836_introduction.dita,conbody,no,no,"À compter du 28 mai 2021, les personnes peuvent soumettre une demande de pension de survivant et prestations d’enfant du RPC en ligne par l’intermédiaire de Mon dossier Service Canada (MDSC). Ce nouveau service électronique offre un mode alternatif à un conjoint survivant, à un conjoint de fait d’un cotisant décédé du RPC, ou à un tuteur légal, pour présenter une demande de pension de survivant (SVR) et prestations d’enfant du RPC. La demande en ligne ne remplacera pas le formulaire papier Deman"
KMT bodies FR,dita_body:cfec1938893b9ee75561,fr/KA-05567_FR/ka-05567_demandes_de_renseignements.dita,conbody,yes,yes,"[[ARTICLE-KA-05073]] (Contenu de l'extrait 26.0. Ne pas modifier ni supprimer.) Si vous avez besoin de directives supplémentaires, envoyez une demande de renseignements par l'entremise de l' Outil National de l'Expertise Opérationnelle (NEXO) Lien interne (l'accès est requis). Outil National de l'Expertise Opérationnelle"
KMT bodies FR,dita_body:ff9686aaabbdeae6d5f2,fr/KA-05027_FR/ka-05027_ce_quil_faut_savoir.dita,conbody,yes,yes,"Dans le cadre de la Mise à jour économique et budgétaire de 2021 , le gouvernement a annoncé qu'il accorderait une subvention unique, non imposable, pour atténuer les difficultés financières des prestataires du Supplément de revenu garanti ( SRG ) et de l'Allocation ( ALC ) qui ont reçu des prestations liées à la pandémie en 2020. Mise à jour économique et budgétaire de 2021 En juillet 2021, certains prestataires du SRG , de l ' ALC et de l' ALC au survivant ont subi une réduction ou une perte d"
KMT bodies FR,dita_body:077952e18956ad846f88,fr/KA-05121_FR/ka-05121_adresses_des_organismes_de_securite_sociale.dita,conbody,no,no,"Agence d’assurance sociale de l’État Division des services internationaux Lacplesa iela 70A Riga, LV-1011 Lettonie Tél. : 011 (371) 728 66 16 Téléc. : 011 (371) 701 18 12 Courriel : Agence d’assurance sociale de l’État Site Web : Agence d’assurance sociale de l’État (en anglais seulement) Agence d’assurance sociale de l’État Agence d’assurance sociale de l’État"
KMT bodies FR,dita_body:0d31e479c654d604ecfb,fr/KA-04414_FR/ka-04414_correspondance_ou_paiement_retourne.dita,conbody,no,no,"Si le client a été inscrit de façon proactive et si : la lettre Lettre d'octroi- Octroi de pension de retraite 70 (ISS-4530) a été retournée, consultez Correspondance retournée (démarche) . Correspondance retournée (démarche) un paiement a été retourné, consultez Paiement retourné (scénario) . Paiement retourné (scénario)"
KMT bodies FR,dita_body:fe88010fa5b718998fbb,fr/KA-01777_FR/ka-01777_resume.dita,conbody,yes,yes,Cette procédure fournit des orientations pour traiter une demande de prestation d' ALC .
KMT bodies FR,dita_body:464776da143fcba89b3f,fr/KA-04660_FR/ka-04660_plus-payes.dita,conbody,yes,yes,Principes clés Principes clés Recouvrement et perception Recouvrement et perception Remise Remise Radiations Radiations
KMT bodies FR,dita_body:5f0585e7057df7ab50ee,fr/KA-04411_FR/ka-04411_periode_de_cotisation_et_contributions.dita,conbody,yes,yes,"La période de cotisation est la période au cours de laquelle la personne verse des cotisations en fonction de leurs gains au RPC ou au RRQ. Un cotisant aux deux régimes est celui qui a cotisé à la fois au RPC et au RRQ. En vertu du RPC, les personnes versent des contributions au cours de leur période de cotisation sur leurs gains annuels situés entre un niveau minimum et un niveau maximum établis : Le niveau minimum, connu sous le nom d’exemption de base de l’année, est fixé à 3 500 $. Le niveau"
KMT bodies FR,dita_body:cc227857823a2d502b83,fr/KA-04414_FR/ka-04414_formulaires.dita,refbody,yes,yes,ISP1613 – Consentement de déduction et de paiement - Régime de pensions du Canada Vous pouvez accéder aux formulaires indiqués ci-dessus dans le catalogue les EDSC/SC - Formulaires de Service Canada Lien interne (veuillez noter que l’accès est requis). Effectuez une recherche dans le catalogue de formulaires à partir des 4 chiffres. (KA-03207 Contenu de l'extrait 19.0. Ne pas modifier ni supprimer.) EDSC/SC - Formulaires de Service Canada
