"item1_index","item2_index","item1_node_id","item2_node_id","embedding_similarity","cross_encoder_score","final_relationship_type","final_analysis","is_borderline","classification_source","llm_review_status","item1_node_type","item1_article_path","item1_article_title","item1_language","item1_topic_path","item1_source_element_path","item1_element_id","item1_conref_targets","item1_text","item2_node_type","item2_article_path","item2_article_title","item2_language","item2_topic_path","item2_source_element_path","item2_element_id","item2_conref_targets","item2_text","item1_original_content","item2_original_content"
"4684","4685","dita_document:5a01a9087c391e98c963","dita_document:a087c573b35127217356","0.9988834261894226","0.9998038","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_4685.dita","Note","","","note_c_4685.dita","","","Note Remarque : Si vous sélectionnez Oui , vous devez mettre à jour le champ Date de la signature . La question La personne qui présente la demande a‑t‑elle signé la déclaration? sera cachée.","dita_document","note_c_4686.dita","Note","","","note_c_4686.dita","","","Note Remarque : Si vous sélectionnez Oui , vous devez mettre à jour le champ Date de la signature . La question La personne qui présente la demande a-t-elle signé la déclaration? sera cachée.","Note Remarque : Si vous sélectionnez Oui , vous devez mettre à jour le champ Date de la signature . La question La personne qui présente la demande a‑t‑elle signé la déclaration? sera cachée.","Note Remarque : Si vous sélectionnez Oui , vous devez mettre à jour le champ Date de la signature . La question La personne qui présente la demande a-t-elle signé la déclaration? sera cachée."
"3645","4092","dita_document:63f8f541323824ed6136","dita_document:5e756b1e8fd5b74813d7","0.9988757967948914","0.9998854","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3646.dita","Note","","","note_c_3646.dita","","","Note Remarque : Pour les demandes de renseignements ministérielles ou d’un député, sélectionnez le client comme personne-ressource.","dita_document","note_c_4093.dita","Note","","","note_c_4093.dita","","","Note Remarque : Pour les demandes de renseignements ministérielles ou d'un député, sélectionnez le client comme personne-ressource.","Note Remarque : Pour les demandes de renseignements ministérielles ou d’un député, sélectionnez le client comme personne-ressource.","Note Remarque : Pour les demandes de renseignements ministérielles ou d'un député, sélectionnez le client comme personne-ressource."
"3413","3453","dita_document:e68d248e314d9e00d422","dita_document:31a9e2452e5c5919bfac","0.9988631010055542","0.99987245","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3414.dita","Note","","","note_c_3414.dita","","","Note Remarque : Si vous fournissez une date protégée en fonction d’une demande de l’institution étrangère, la date est fournie dans la partie 4.8.","dita_document","note_c_3454.dita","Note","","","note_c_3454.dita","","","Note Remarque : Si vous fournissez une date protégée en fonction d'une demande de l'institution étrangère, la date est fournie dans la partie 4.8.","Note Remarque : Si vous fournissez une date protégée en fonction d’une demande de l’institution étrangère, la date est fournie dans la partie 4.8.","Note Remarque : Si vous fournissez une date protégée en fonction d'une demande de l'institution étrangère, la date est fournie dans la partie 4.8."
"1112","1119","dita_document:c21db51b8915592b45ef","dita_document:72d72d913c00b1cb345b","0.9988133907318116","0.9998505","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_1113.dita","Note","","","note_c_1113.dita","","","Note Remarque : Si une demande de prestations d' ALC a été reçue pour l'époux ou le conjoint de fait, assurez-vous que les deux demandes soient traitées en même temps. Pour traiter une demande de prestations d' ALC , consultez Demande de prestation d' ALC (scénario) Demande de prestation d' ALC (scénario)","dita_document","note_c_1120.dita","Note","","","note_c_1120.dita","","","Note Remarque : Si une demande de prestations d' ALC est reçue pour l'époux ou le conjoint de fait, assurez-vous que les deux demandes soient traitées en même temps. Pour traiter une demande de prestations d' ALC , consultez Demande de prestation d' ALC (scénario) Demande de prestation d' ALC (scénario)","Note Remarque : Si une demande de prestations d' ALC a été reçue pour l'époux ou le conjoint de fait, assurez-vous que les deux demandes soient traitées en même temps. Pour traiter une demande de prestations d' ALC , consultez Demande de prestation d' ALC (scénario) Demande de prestation d' ALC (scénario)","Note Remarque : Si une demande de prestations d' ALC est reçue pour l'époux ou le conjoint de fait, assurez-vous que les deux demandes soient traitées en même temps. Pour traiter une demande de prestations d' ALC , consultez Demande de prestation d' ALC (scénario) Demande de prestation d' ALC (scénario)"
"318","332","dita_document:1c502fa483ac28a07545","dita_document:e81513d0cbed892b70e7","0.9988033175468444","0.9998995","duplicate/semantic duplicate","Both passages convey the same information regarding requests that have been forcibly denied, stating that they cannot be modified or reassessed, with only minor differences in wording.","True","llm_borderline","reviewed","dita_document","note_c_0319.dita","Note","","","note_c_0319.dita","","","Note Remarque : Les demandes dont le refus a été forcé ne peuvent pas être modifiées ou faire l'objet d'une réévaluation.","dita_document","note_c_0333.dita","Note","","","note_c_0333.dita","","","Note Remarque : Les demandes dont le refus a été forcé ne peuvent être modifiées ou faire l'objet d'une réévaluation.","Note Remarque : Les demandes dont le refus a été forcé ne peuvent pas être modifiées ou faire l'objet d'une réévaluation.","Note Remarque : Les demandes dont le refus a été forcé ne peuvent être modifiées ou faire l'objet d'une réévaluation."
"3223","3477","dita_document:be34f04a4512ceeeaeae","dita_document:6622a8f5f8bb27a12c02","0.9988002181053162","0.9998177","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3224.dita","Note","","","note_c_3224.dita","","","Note Remarque : Les périodes de prestations d’INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.9 afin d’indiquer les périodes de prestation d’INV exactes.","dita_document","note_c_3478.dita","Note","","","note_c_3478.dita","","","Note Remarque : Les périodes de prestations d’INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la partie 4.9 afin d’indiquer les périodes de prestation d’INV exactes.","Note Remarque : Les périodes de prestations d’INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.9 afin d’indiquer les périodes de prestation d’INV exactes.","Note Remarque : Les périodes de prestations d’INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la partie 4.9 afin d’indiquer les périodes de prestation d’INV exactes."
"3262","3343","dita_document:c5997cf2e26188a23619","dita_document:f44bfdb61364064faec0","0.998772144317627","0.99982136","conflicting information","Both passages provide instructions regarding the reporting of INV benefit periods separately from RPC contributions. However, they conflict on the specific section number where the note should be added: Passage 1 refers to section 4.9, while Passage 2 refers to section 4.8.","True","llm_borderline","reviewed","dita_document","note_c_3263.dita","Note","","","note_c_3263.dita","","","Note Remarque : Les périodes de prestations d' INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.9 afin d'indiquer les périodes de prestation d' INV exactes.","dita_document","note_c_3344.dita","Note","","","note_c_3344.dita","","","Note Remarque : Les périodes de prestations d' INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.8 afin d'indiquer les périodes de prestation d' INV exactes.","Note Remarque : Les périodes de prestations d' INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.9 afin d'indiquer les périodes de prestation d' INV exactes.","Note Remarque : Les périodes de prestations d' INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.8 afin d'indiquer les périodes de prestation d' INV exactes."
"566","630","dita_document:f639ed2356593d1f20f9","dita_document:f07f2518872af2d6069f","0.9987475872039796","0.9997117","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0567.dita","Note","","","note_c_0567.dita","","","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d’orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations","dita_document","note_c_0631.dita","Note","","","note_c_0631.dita","","","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d'orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d’orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d'orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations"
"568","630","dita_document:016f147153bd076c45a4","dita_document:f07f2518872af2d6069f","0.9987475872039796","0.9997117","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0569.dita","Note","","","note_c_0569.dita","","","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d’orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations","dita_document","note_c_0631.dita","Note","","","note_c_0631.dita","","","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d'orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d’orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations","Note Alerte de la SV : Pour consigner et appliquer une rentrée de fonds, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Pour renverser, supprimer ou ajuster une rentrée de fonds, consultez votre matériel d'orientation existant. Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations"
"3381","3411","dita_document:b29f56a54afe704185bb","dita_document:9ea60ae85d162851e464","0.9987439513206482","0.99881357","conflicting information","Both passages provide instructions regarding the addition of a remark to a liaison form when information cannot be verified. However, they conflict on the specific section of the liaison form where the remark should be added: Passage 1 refers to section 4.6, while Passage 2 refers to section 4.9.","True","llm_borderline","reviewed","dita_document","note_c_3382.dita","Note","","","note_c_3382.dita","","","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.6 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».","dita_document","note_c_3412.dita","Note","","","note_c_3412.dita","","","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.6 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».","Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. »."
"2932","3004","dita_document:7fc63a43ee4f309e0f17","dita_document:cbcb8a9e609292b80778","0.9987268447875975","0.9997003","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_2933.dita","Note","","","note_c_2933.dita","","","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur, un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir pour le compte d’un client que : en personne; par courrier; ou par téléphone.","dita_document","note_c_3005.dita","Note","","","note_c_3005.dita","","","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur, un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir que pour le compte d’un client : en personne; par courrier; ou par téléphone.","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur, un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir pour le compte d’un client que : en personne; par courrier; ou par téléphone.","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur, un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir que pour le compte d’un client : en personne; par courrier; ou par téléphone."
"1321","1325","dita_document:2033d659d6692a72b7e3","dita_document:59c8585ea39e2037ab4e","0.9987221956253052","0.99940646","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_1322.dita","Note","","","note_c_1322.dita","","","Note Avertissement : Si l'état de la tentative de paiement est Retourné avec motif Chèque en devise étrangère récupéré et que l' indicateur de correspondance est réglé à N (c.-à-d. qu'il indique que le chèque n'a pas été retourné), n'annulez pas le paiement, car il fera partie du plus-payé. Vous devez demander que le chèque soit retourné dans la lettre de plus-payé approprié. Consultez Chèque étranger réclamé (démarche) Chèque étranger réclamé (démarche)","dita_document","note_c_1326.dita","Note","","","note_c_1326.dita","","","Note Avertissement : Si l'état de la tentative de paiement est Retourné au motif Chèque en devise étrangère récupéré et que l' indicateur de correspondance est réglé à N (c.-à-d. qu'il indique que le chèque n'a pas été retourné), n'annulez pas le paiement, car il fera partie du plus-payé. Vous devez demander que le chèque soit retourné dans la lettre de plus-payé appropriée. Consultez Chèque étranger réclamé (démarche) Chèque étranger réclamé (démarche)","Note Avertissement : Si l'état de la tentative de paiement est Retourné avec motif Chèque en devise étrangère récupéré et que l' indicateur de correspondance est réglé à N (c.-à-d. qu'il indique que le chèque n'a pas été retourné), n'annulez pas le paiement, car il fera partie du plus-payé. Vous devez demander que le chèque soit retourné dans la lettre de plus-payé approprié. Consultez Chèque étranger réclamé (démarche) Chèque étranger réclamé (démarche)","Note Avertissement : Si l'état de la tentative de paiement est Retourné au motif Chèque en devise étrangère récupéré et que l' indicateur de correspondance est réglé à N (c.-à-d. qu'il indique que le chèque n'a pas été retourné), n'annulez pas le paiement, car il fera partie du plus-payé. Vous devez demander que le chèque soit retourné dans la lettre de plus-payé appropriée. Consultez Chèque étranger réclamé (démarche) Chèque étranger réclamé (démarche)"
"392","409","dita_document:d698af930481e760f00c","dita_document:6b34f9996403bae44d62","0.99869567155838","0.9997866","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0393.dita","Note","","","note_c_0393.dita","","","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations Base + 1re supplémentaire .","dita_document","note_c_0410.dita","Note","","","note_c_0410.dita","","","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations de base + 1re supplémentaire .","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations Base + 1re supplémentaire .","Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations de base + 1re supplémentaire ."
"3245","3438","dita_document:c89a01e88785326adb70","dita_document:679ce78ec5ddaf2c3e7d","0.9986924529075624","0.9997887","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3246.dita","Note","","","note_c_3246.dita","","","Note Remarque : Si des taux historiques sont demandés, joignez l'impression de calcul applicable afin de fournir les taux mensuels de la SV et/ou du RPC à partir de la date d'entrée en vigueur (ou la date demandée par l'institution étrangère) jusqu'à la date courante.","dita_document","note_c_3439.dita","Note","","","note_c_3439.dita","","","Note Remarque : Si des taux historiques sont demandés, joignez l'impression de calcul applicable afin de fournir les taux mensuels de la SV et/ou du RPC à partir de la date d'entrée en vigueur (ou la date demandée par l'institution étrangère) jusqu'à la date présente.","Note Remarque : Si des taux historiques sont demandés, joignez l'impression de calcul applicable afin de fournir les taux mensuels de la SV et/ou du RPC à partir de la date d'entrée en vigueur (ou la date demandée par l'institution étrangère) jusqu'à la date courante.","Note Remarque : Si des taux historiques sont demandés, joignez l'impression de calcul applicable afin de fournir les taux mensuels de la SV et/ou du RPC à partir de la date d'entrée en vigueur (ou la date demandée par l'institution étrangère) jusqu'à la date présente."
"4534","4536","dita_document:23567703ce85953bb605","dita_document:371b02c54a899be6c96b","0.9986622333526612","0.99891394","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_4535.dita","Note","","","note_c_4535.dita","","","Note Remarque : Si vous avez sélectionné plus de 300 tâches à transférer, vous devez soumettre un billet à l' InfoService national Lien interne et demander la planification d'un traitement par lot pour terminer le transfert des tâches. InfoService national Si toutes les tâches sélectionnées de la liste ne sont pas complètement transférées (p. ex. vous avez sélectionné 300 tâches mais seulement 250 ont été transférées avec succès), Cúram génèrera la tâche SV -Maintien des comptes, Exception liée au transfert de tâches et vous l'assignera à titre informatif. Fermez cette tâche et faites, si nécessaire, une nouvelle recherche. Sélectionnez le nombre de tâches qui n'a pas pu être transféré et envoyez de nouveau. InfoService national","dita_document","note_c_4537.dita","Note","","","note_c_4537.dita","","","Note Remarque : Si vous avez sélectionné 300 tâches ou plus à transférer, vous devez soumettre un billet à l' InfoService national Lien interne et demander la planification d'un traitement par lot pour terminer le transfert des tâches. InfoService national Si toutes les tâches sélectionnées de la liste ne sont pas complètement transférées (p. ex. vous avez sélectionné 300 tâches mais seulement 250 ont été transférées avec succès), Cúram génèrera la tâche SV -Maintien des comptes, Exception liée au transfert de tâches et vous l'assignera à titre informatif. Fermez cette tâche et faites, si nécessaire, une nouvelle recherche. Sélectionnez le nombre de tâches qui n'a pas pu être transféré et envoyez de nouveau. InfoService national","Note Remarque : Si vous avez sélectionné plus de 300 tâches à transférer, vous devez soumettre un billet à l' InfoService national Lien interne et demander la planification d'un traitement par lot pour terminer le transfert des tâches. InfoService national Si toutes les tâches sélectionnées de la liste ne sont pas complètement transférées (p. ex. vous avez sélectionné 300 tâches mais seulement 250 ont été transférées avec succès), Cúram génèrera la tâche SV -Maintien des comptes, Exception liée au transfert de tâches et vous l'assignera à titre informatif. Fermez cette tâche et faites, si nécessaire, une nouvelle recherche. Sélectionnez le nombre de tâches qui n'a pas pu être transféré et envoyez de nouveau. InfoService national","Note Remarque : Si vous avez sélectionné 300 tâches ou plus à transférer, vous devez soumettre un billet à l' InfoService national Lien interne et demander la planification d'un traitement par lot pour terminer le transfert des tâches. InfoService national Si toutes les tâches sélectionnées de la liste ne sont pas complètement transférées (p. ex. vous avez sélectionné 300 tâches mais seulement 250 ont été transférées avec succès), Cúram génèrera la tâche SV -Maintien des comptes, Exception liée au transfert de tâches et vous l'assignera à titre informatif. Fermez cette tâche et faites, si nécessaire, une nouvelle recherche. Sélectionnez le nombre de tâches qui n'a pas pu être transféré et envoyez de nouveau. InfoService national"
"404","811","dita_document:4c4b4e1d46def255e42b","dita_document:93f36fc7a8f1fdfe601b","0.998655378818512","0.99988776","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_0405.dita","Note","","","note_c_0405.dita","","","Note Remarque : Le champ Date de naissance et au moins un des champs Nom sont obligatoires.","dita_document","note_c_0812.dita","Note","","","note_c_0812.dita","","","Note Remarque : Le champ Date de naissance et au moins un des champs de Nom sont obligatoires.","Note Remarque : Le champ Date de naissance et au moins un des champs Nom sont obligatoires.","Note Remarque : Le champ Date de naissance et au moins un des champs de Nom sont obligatoires."
"1444","1449","dita_document:b8cae319695c7d0f920e","dita_document:092e4a3400eb25ca17f5","0.9986374974250792","0.9998877","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_1445.dita","Note","","","note_c_1445.dita","","","Note Remarque : Vous devez exclure les années qui ne devraient pas être divisées de la période de cohabitation à l’écran de saisie des données du partage des crédits.","dita_document","note_c_1450.dita","Note","","","note_c_1450.dita","","","Note Remarque : Vous devez exclure les années qui ne devraient pas être divisées de la période de cohabitation à l’écran de saisie des données sur le partage des crédits.","Note Remarque : Vous devez exclure les années qui ne devraient pas être divisées de la période de cohabitation à l’écran de saisie des données du partage des crédits.","Note Remarque : Vous devez exclure les années qui ne devraient pas être divisées de la période de cohabitation à l’écran de saisie des données sur le partage des crédits."
"3938","4406","dita_document:b7e0054f9dfcbe774b50","dita_document:8585d44607a856b4ba77","0.9986317753791808","0.9998965","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_3939.dita","Note","","","note_c_3939.dita","","","Note Remarque : Le nombre combiné de mots saisis dans les champs Numéro d'unité/d'appartement/de bureau et Numéro municipal ne doit pas contenir plus 40 caractères.","dita_document","note_c_4407.dita","Note","","","note_c_4407.dita","","","Note Remarque : Le nombre combiné de mots saisis dans les champs Numéro d'unité/d'appartement/de bureau et Numéro municipal ne doit pas contenir plus de 40 caractères.","Note Remarque : Le nombre combiné de mots saisis dans les champs Numéro d'unité/d'appartement/de bureau et Numéro municipal ne doit pas contenir plus 40 caractères.","Note Remarque : Le nombre combiné de mots saisis dans les champs Numéro d'unité/d'appartement/de bureau et Numéro municipal ne doit pas contenir plus de 40 caractères."
"3248","3260","dita_document:0cf98ff773460e6c2217","dita_document:20c710181bfa766033fc","0.9986034631729126","0.9998525","conflicting information","Both passages provide instructions regarding the reporting of disability benefit periods, but they conflict on the section number where the note should be added: Passage 1 refers to section 4.8, while Passage 2 refers to section 4.9.","True","llm_borderline","reviewed","dita_document","note_c_3249.dita","Note","","","note_c_3249.dita","","","Note Remarque : Les périodes de prestations d'invalidité doivent être fournies dans cette section séparément des cotisations au RPC et une note doit être ajoutée à la section 4.8 pour indiquer les périodes exactes de prestations d'invalidité.","dita_document","note_c_3261.dita","Note","","","note_c_3261.dita","","","Note Remarque : Les périodes de prestations d'invalidité doivent être fournies dans cette section séparément des cotisations au RPC et une note doit être ajoutée à la section 4.9 pour indiquer les périodes exactes de prestations d'invalidité.","Note Remarque : Les périodes de prestations d'invalidité doivent être fournies dans cette section séparément des cotisations au RPC et une note doit être ajoutée à la section 4.8 pour indiquer les périodes exactes de prestations d'invalidité.","Note Remarque : Les périodes de prestations d'invalidité doivent être fournies dans cette section séparément des cotisations au RPC et une note doit être ajoutée à la section 4.9 pour indiquer les périodes exactes de prestations d'invalidité."
"2824","2831","dita_document:f9fc97317d8bb16a14a8","dita_document:607571c413e9f82fb3e2","0.9985710382461548","0.9996842","duplicate/semantic duplicate","CrossEncoder, embedding, and lexical overlap strongly support duplication.","False","cross_encoder","not_needed","dita_document","note_c_2825.dita","Note","","","note_c_2825.dita","","","Note Remarque : Le montant du maximum des gains annuels ouvrant droit à pension (MGAP) est établi chaque année en fonction de la croissance moyenne de la rémunération hebdomadaire au Canada et calculé en fonction de l'année précédente. Les MGAP énumérés ci-dessous sont fournis à titre d'exemple seulement.","dita_document","note_c_2832.dita","Note","","","note_c_2832.dita","","","Note Remarque : Le montant maximum des gains annuels ouvrant droit à pension (MGAP) est établi chaque année en fonction de la croissance moyenne de la rémunération hebdomadaire au Canada et calculé en fonction de l'année précédente. Les MGAP énumérés ci-dessous sont fournis à titre d'exemple seulement.","Note Remarque : Le montant du maximum des gains annuels ouvrant droit à pension (MGAP) est établi chaque année en fonction de la croissance moyenne de la rémunération hebdomadaire au Canada et calculé en fonction de l'année précédente. Les MGAP énumérés ci-dessous sont fournis à titre d'exemple seulement.","Note Remarque : Le montant maximum des gains annuels ouvrant droit à pension (MGAP) est établi chaque année en fonction de la croissance moyenne de la rémunération hebdomadaire au Canada et calculé en fonction de l'année précédente. Les MGAP énumérés ci-dessous sont fournis à titre d'exemple seulement."
