item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status
4188,4842,dita_document:fafca1b5a0b7e4b372de,dita_document:6f32a24fd4da15515348,0.930104911327362,0.9997591,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
49,1316,dita_document:660aee1d0ce6b1de65b1,dita_document:9c2812d00c9c84acc7b5,0.9301037788391112,0.9997076,duplicate/semantic duplicate,"Both passages provide the same information regarding the classification of claims based on the timing of pregnancy termination, with slight variations in wording. They convey the same scoped fact about how claims are treated for pregnancies terminated before and after the 19th week.",True,llm_borderline,reviewed
1856,3505,dita_document:89b4b73c57e99629bc45,dita_document:c9a5104904d9aa4e12e1,0.9300922155380248,0.9998713,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1645,2421,dita_document:9c3e9f77a99dd86cfc3f,dita_document:c13f5361cf1981e0380c,0.9300498366355896,0.995841,duplicate/semantic duplicate,"Both passages provide the same information regarding the selection of EI ERB codes in the PHS transaction trailers, with identical wording and structure, indicating they are duplicates.",True,llm_borderline,reviewed
1675,4824,dita_document:cd5af9a742fdacd7e80a,dita_document:10c0d85dec1ed3504b6c,0.9300360679626464,0.9998176,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1885,1914,dita_document:bc7bd894834fb42257fb,dita_document:d3d5a82ef3666236dc11,0.929854154586792,0.9991497,independent,"The two passages provide examples of transactions but involve different types, amounts, and details. They do not duplicate information or contradict each other, as they present distinct scenarios.",True,llm_borderline,reviewed
1885,1928,dita_document:bc7bd894834fb42257fb,dita_document:14389637be907ee9734f,0.929854154586792,0.9991497,independent,"The two passages provide examples of transactions with different details, such as types, amounts, and dates. They do not duplicate information or contradict each other, as they refer to different transactions.",True,llm_borderline,reviewed
1637,1639,dita_document:4d2a6e521a36c0bdc257,dita_document:74dc55a979a02a2191a0,0.9298533201217652,0.99980795,duplicate/semantic duplicate,"Both passages provide instructions for handling error code C850 when modifying a client's direct deposit information, with similar wording and structure. They both mention creating an Action Item (AI) WI for Integrity and refer to the same source for further information. The second passage includes additional details about handling a different direct deposit account, but the core instruction regarding error code C850 is essentially the same.",True,llm_borderline,reviewed
1573,2693,dita_document:1647f9110d0856af0d77,dita_document:d05ccbdcfca9ac1a8cde,0.92976713180542,0.9995613,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1573,3312,dita_document:1647f9110d0856af0d77,dita_document:2917731c9e63ece71992,0.92976713180542,0.9995613,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
202,210,dita_document:34173cabe628b05d8542,dita_document:eb1c5e06a8bdb73c92e0,0.9297425150871276,0.9964278,independent,"The two passages describe different scenarios regarding benefit calculations and extensions, with distinct BPC values, parental windows, and specific details about benefits paid. There is no duplication or contradiction between the two passages, as they pertain to different cases and calculations.",True,llm_borderline,reviewed
1882,3755,dita_document:8c8674211df63e28da1b,dita_document:01a7e59c979c247aad3a,0.9295974969863892,0.99953127,conflicting information,"Both passages provide examples of pension allocations starting midweek, but they contain conflicting details regarding the start dates, exempted monthly pension amounts, and calculations for allocation. Passage 1 states a pension start date of November 3, 2023, while Passage 2 states a pension start date of November 1, 2024, with different exempted amounts and allocation calculations.",True,llm_borderline,reviewed
2734,2749,dita_document:2ab33c4b56c0eff79014,dita_document:5ce2428c125503332690,0.9295825362205504,0.9998181,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
821,822,dita_document:a9acd0b10e88cfa64f32,dita_document:11007a13f7f4d82b8f91,0.9295674562454224,0.9997729,independent,"The two passages provide different error messages related to wage loss indemnity but do not overlap in content or contradict each other. Each passage addresses a distinct requirement regarding wage loss indemnity, making them independent of one another.",True,llm_borderline,reviewed
200,204,dita_document:a6c04d82c2a147c8c5d7,dita_document:fccc53e872db9944a73d,0.9295361042022704,0.99568903,conflicting information,"Both passages discuss the same BPC 2120 and entitlement weeks, but they provide different details regarding the number of weeks of regular and extended parental benefits paid, leading to different total weeks paid at 55% and different calculations for the new LRW. This indicates conflicting information regarding the benefits and calculations.",True,llm_borderline,reviewed
176,4649,dita_document:2e4a5a290cd82e6dde7b,dita_document:a3c71f9762e071fc59ad,0.9294684529304504,0.99488425,duplicate/semantic duplicate,"Both passages provide the same scoped information regarding the archiving of a web page, including the reason for archiving, the status of the information, and the contact information for format requests. The only difference is the update date.",True,llm_borderline,reviewed
203,209,dita_document:9e97e9552b81886f31bc,dita_document:71f06fd4ba97ba980f8e,0.9294425249099731,0.99741405,independent,"The two passages describe different scenarios involving benefit calculations and timelines. Passage 1 focuses on a claimant's benefits starting from BPC 2120, while Passage 2 discusses a different claimant's benefits starting from BPC 2130. The details, such as the number of weeks and the calculations involved, differ significantly, indicating that they are independent cases without duplication or contradiction.",True,llm_borderline,reviewed
1891,1899,dita_document:ad3a1c2ef23d12198e23,dita_document:f4d8a09b48ded3319515,0.9294337630271912,0.999004,independent,"The two passages provide examples of pension calculations but involve different scenarios, amounts, and starting dates. Passage 1 discusses a pension starting on September 4, 2023, while Passage 2 discusses a pension starting on November 3, 2023. The amounts and calculations differ, indicating that they are independent examples without duplication or contradiction.",True,llm_borderline,reviewed
2024,2025,dita_document:a8338441a5ce72d3f543,dita_document:022f3e83920d52378189,0.9294145703315736,0.9971842,independent,"The two passages describe different scenarios regarding the allocation of WEPP separation monies based on whether the ELWW is less than or equal to the NWE. They provide examples with different values and calculations, but they do not overlap in content or contradict each other.",True,llm_borderline,reviewed
2733,2749,dita_document:bee2c09e761791dc7898,dita_document:5ce2428c125503332690,0.9294121265411376,0.99986464,duplicate/semantic duplicate,"Both passages convey the same essential information regarding the inability to reactivate an Employment Insurance claim, the conditions for receiving regular benefits, and the requirement to apply for a new claim in the future. The wording is slightly different, but the core message and instructions are identical.",True,llm_borderline,reviewed
1840,4491,dita_document:68fc27d5e20e9fc4dcec,dita_document:4f38bed94b420e29b6b0,0.9293880462646484,0.9998336,conflicting information,"Both passages discuss the actions an officer should take if fraudulent activity is suspected on an EI or EI Emergency Response Benefit claim. However, they provide mutually incompatible claims regarding what the officer does: Passage 1 states the officer does not change the address or transfer the claim, while Passage 2 states the officer does not issue an access code. This indicates a conflict in the procedures outlined in each passage.",True,llm_borderline,reviewed
3307,3316,dita_document:6bb1875800eda8a2267a,dita_document:4eb45bc643a6845ccb44,0.929363250732422,0.9996864,duplicate/semantic duplicate,"Both passages provide the same scoped information regarding the issues with the Preview Letter and Create Correspondence functions in Curam, the workaround involving file review, and the process of manually creating and sending an N-70-00-00 letter. The differences in wording do not change the substantive content.",True,llm_borderline,reviewed
3314,3316,dita_document:9eec667084d5cfe91208,dita_document:4eb45bc643a6845ccb44,0.929363250732422,0.9996864,duplicate/semantic duplicate,"Both passages describe the same issue with the Preview Letter and Create Correspondence functions in Curam, outline the workaround involving file review and manual letter creation, and include the same substantive information, albeit with slight variations in wording and order.",True,llm_borderline,reviewed
2748,2749,dita_document:ea661df7c6de222f1c87,dita_document:5ce2428c125503332690,0.9293444156646729,0.99985707,duplicate/semantic duplicate,"Both passages convey the same essential information regarding the inability to reactivate an Employment Insurance claim, the conditions for receiving regular benefits, and the requirement to apply for a new claim in the future. The wording is slightly different, but the core message and instructions are identical.",True,llm_borderline,reviewed
1950,1971,dita_document:f7878db4af31a8c28180,dita_document:f82dfe547d700516aa91,0.9292699694633484,0.99923176,duplicate/semantic duplicate,"Both passages discuss the allocation of vacation pay under specific conditions related to BPC dates and EIR references. They contain the same scoped facts and instructions, albeit with slight variations in wording and order.",True,llm_borderline,reviewed
1882,3762,dita_document:8c8674211df63e28da1b,dita_document:31e5d53f15c47f55d4fd,0.9292542934417723,0.99953127,conflicting information,"Both passages provide examples of pension allocations starting midweek, but they contain conflicting details regarding the start dates, exempted monthly pension amounts, and calculations for weekly allocations. Passage 1 states a pension start date of November 3, 2023, while Passage 2 states a start date of November 1, 2024, with different exempted amounts and calculations for allocation weeks.",True,llm_borderline,reviewed
3241,4980,dita_document:c6137bed4d577c3568d5,dita_document:a7b896ca2531077ee35b,0.9292166829109192,0.9993728,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
164,225,dita_document:726b0a4f3f991cf3a819,dita_document:29c2151e8e098e011b0b,0.9292073845863342,0.9998484,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
742,822,dita_document:8df203ce98b0624a3722,dita_document:11007a13f7f4d82b8f91,0.929194450378418,0.9997729,independent,"The two passages provide different error messages related to wage loss indemnity but do not overlap in content or contradict each other. Each passage addresses a distinct requirement regarding wage loss indemnity, making them independent of one another.",True,llm_borderline,reviewed
743,821,dita_document:215751e59f31678161fa,dita_document:a9acd0b10e88cfa64f32,0.9291701912879944,0.9993443,independent,"The two passages provide different error messages related to wage loss indemnity, each addressing distinct requirements (end date vs. amount). There is no duplication or contradiction between them.",True,llm_borderline,reviewed
1526,3015,dita_document:e3d6744a33e12408d0c8,dita_document:93a1bce0f54dc6ccfa55,0.9290748238563538,0.99989706,conflicting information,"Both passages provide instructions regarding fraud indicators, but they contain mutually incompatible claims about what constitutes the only fraud indicator. Passage 1 states that the only fraud indicator is the fraud warning highlighted in red, while Passage 2 adds that an MA71 on file for a previous application with fraud indicators also qualifies as an indicator. This creates a conflict between the two passages.",True,llm_borderline,reviewed
3917,4771,dita_document:af33862c1fdd778f63f9,dita_document:d8983ea436a08ade0e5c,0.9290677309036256,0.99960595,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
200,203,dita_document:a6c04d82c2a147c8c5d7,dita_document:9e97e9552b81886f31bc,0.9290311336517334,0.9979527,independent,"The two passages discuss different aspects of benefits related to BPC 2120, with different calculations and outcomes for the weeks of benefits paid. While they share some common elements, such as the BPC number and the initial benefit period end week, the specifics of the benefits paid, including the number of weeks and types of benefits, differ significantly, indicating that they are independent of each other.",True,llm_borderline,reviewed
2778,2802,dita_document:1e8e2719a4014c0937a8,dita_document:eacc989c0011be1ebfa3,0.9290184378623962,0.99977803,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
202,207,dita_document:34173cabe628b05d8542,dita_document:fce3a570b8e85c172dd1,0.9290175437927246,0.9987204,independent,"The two passages discuss different scenarios regarding parental benefits, with distinct calculations and outcomes. While they share some common elements, such as the use of benefit periods and conversion tables, the specifics of the benefits, weeks, and claimant actions differ significantly, indicating that they are independent of each other.",True,llm_borderline,reviewed
200,210,dita_document:a6c04d82c2a147c8c5d7,dita_document:eb1c5e06a8bdb73c92e0,0.9289855360984802,0.9940502,independent,"The two passages discuss different benefit periods and calculations related to parental benefits, with distinct BPC numbers and timelines. They do not overlap in content or contradict each other, indicating they are independent scenarios.",True,llm_borderline,reviewed
742,743,dita_document:8df203ce98b0624a3722,dita_document:215751e59f31678161fa,0.9289576411247252,0.9997729,independent,"The two passages provide different error messages related to wage loss indemnity, addressing distinct requirements. Passage 1 focuses on the necessity of providing an amount when an end date is given, while Passage 2 emphasizes the chronological relationship between the end date and the start date. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1179,1260,dita_document:30a001fd1030db8a67ce,dita_document:e8c8811a334aaffee6ef,0.9289109706878662,0.9998439,conflicting information,"The two passages provide different creation dates for the same Headlines and Updates page, which are mutually incompatible claims.",True,llm_borderline,reviewed
1012,1238,dita_document:d1b7a53335838e10af6c,dita_document:2fc8a2bff826b4307695,0.9289050698280334,0.99950665,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1912,1927,dita_document:64ab2068ba272e96fb1f,dita_document:9d22564a7c3543ce0193,0.9288985729217528,0.9988955,independent,"The two passages describe different scenarios for allocation of separation monies based on the relationship between ELWW and NWE. Passage 1 focuses on cases where ELWW is less than NWE, while Passage 2 addresses cases where ELWW is equal to or greater than NWE. Although both passages contain similar structures and some overlapping examples, they do not duplicate information or contradict each other, as they pertain to different conditions.",True,llm_borderline,reviewed
1919,1927,dita_document:2d6b14cad43c9bea1fa6,dita_document:9d22564a7c3543ce0193,0.9288985729217528,0.9988955,one passage included in another,"Passage 1 provides detailed examples of allocation when the ELWW are less than the NWE, while Passage 2 includes an example of allocation when the ELWW are equal to or greater than the NWE. The second passage's example for LDW w/c 2419 is also present in the first passage, indicating that the information in Passage 2 is included within the broader context of Passage 1.",True,llm_borderline,reviewed
2469,2489,dita_document:90ff50f08c1a86b68331,dita_document:4e66aa3ed8f42259ddbf,0.9288286566734314,0.999779,duplicate/semantic duplicate,"Both passages discuss updates related to the article 'Danger' and mention COVID-19 special measures. They both include a procedural change regarding fraudulent EI claims, although Passage 2 also references instructions for postdated address changes. The core information about the procedural change is the same, making them duplicates with slight variations.",True,llm_borderline,reviewed
1819,3736,dita_document:f34daedc52df06060fd8,dita_document:fda2dcab8f4e7d75b7a0,0.9288284778594972,0.9997846,conflicting information,"Both passages state that BCS cannot process a benefit period extension, a recalculation of a claim, and the removal of a manual action. However, Passage 1 does not mention a change in the FWW code, while Passage 2 includes it as an additional transaction that cannot be processed by BCS. This creates a conflict in the information provided regarding the transactions that BCS cannot handle.",True,llm_borderline,reviewed
4458,4609,dita_document:af9a7f07f10a9b927706,dita_document:9b470e43961379e23062,0.9287983775138856,0.9993464,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
2688,4311,dita_document:9e794016b2f421bb6006,dita_document:769950b4250cf80da239,0.9287912249565125,0.99912184,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
217,220,dita_document:056e2c695fc7242860ab,dita_document:7f2b4477b9b5680efdf1,0.9287601113319396,0.9975519,independent,"The two passages discuss different scenarios regarding PRP status changes and WLI allocations. Passage 1 describes a situation where a new WLI allocation leads to an overpayment due to a 'Reduction' status, while Passage 2 discusses a case where a WLI allocation ends and results in an underpayment due to a 'Reduction Ended' status. The details, dates, and outcomes are distinct, indicating that they are independent cases without duplication or contradiction.",True,llm_borderline,reviewed
1573,2662,dita_document:1647f9110d0856af0d77,dita_document:01776864162f177a0a63,0.9287404417991638,0.9990631,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
4043,4665,dita_document:2cc798e433d1779c03b8,dita_document:e439d7c95fcae36af503,0.9287400841712952,0.99973786,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
4094,4095,dita_document:e11b2396afd7684446a7,dita_document:e24ee03a12c250b508dc,0.9286568760871888,0.99969524,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1901,1921,dita_document:50edf903724033256e3f,dita_document:1f301ef91be70e947b23,0.9286348819732666,0.999058,independent,"The two passages describe examples of transactions with different details, such as transaction types, amounts, and dates. They do not duplicate information or contradict each other, but rather present distinct scenarios.",True,llm_borderline,reviewed
1421,1423,dita_document:81bcfd1d6f94cf582209,dita_document:4745fa29b58f9e78cb40,0.9285417795181274,0.9996589,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
2979,2987,dita_document:47cae7ecc043c9297f4f,dita_document:5641d9a1cc20e94086bc,0.9285109043121338,0.99975234,independent,"The two passages refer to different types of benefits: parental benefits in Passage 1 and maternity and parental benefits in Passage 2. They also reference different steps (17 and 18 in Passage 1, 21 and 22 in Passage 2) for completing the calculation. Therefore, they are related in topic but do not duplicate or contradict each other.",True,llm_borderline,reviewed
69,951,dita_document:7ab991cac4e873ed7bd3,dita_document:2669affa37dac6995051,0.9284967184066772,0.9996943,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
935,938,dita_document:4b82d8b110ecdcd0a353,dita_document:2c6863116b023eebcd35,0.9284749031066896,0.9992258,independent,"The two passages contain different example numbers and do not share any substantive information or claims, making them independent of each other.",True,llm_borderline,reviewed
1146,4649,dita_document:7444bf3646e86b8c2a04,dita_document:a3c71f9762e071fc59ad,0.9284059405326844,0.99478483,duplicate/semantic duplicate,"Both passages provide the same scoped information regarding the archiving of a web page, including the reasons for archiving and the status of the information. The only difference is the update date, which does not change the overall message.",True,llm_borderline,reviewed
4017,4500,dita_document:7dd625ee0151b0e5520b,dita_document:650619d94898c5f321ab,0.9283481240272522,0.99981886,duplicate/semantic duplicate,"Both passages provide instructions for agents regarding the processing of requests for reconsideration received prior to March 6, 2021, with slight variations in wording but conveying the same essential information.",True,llm_borderline,reviewed
4949,4961,dita_document:2265701402324b2b2e9a,dita_document:5abe6341da2a97acaca9,0.9283230304718018,0.9996502,conflicting information,"Both passages discuss the adjudication of voluntary leaving in the context of recalculation, but they reference different levels and procedures (Level 1 vs. Level 2) and introduce different conditions (Claim Review in Passage 2), leading to mutually incompatible claims.",True,llm_borderline,reviewed
3721,3734,dita_document:134d58984fb0ee6558b8,dita_document:dfa5b8f29040ef4ea28d,0.928252100944519,0.99985546,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1676,4819,dita_document:fba323a73f74ef85c74e,dita_document:b21eee69670f7a34f9c8,0.928152561187744,0.99952006,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
2734,2813,dita_document:2ab33c4b56c0eff79014,dita_document:8604db43595ba2192820,0.9281266331672668,0.99980164,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
206,207,dita_document:029cec9ebeddce3b2c18,dita_document:fce3a570b8e85c172dd1,0.928005039691925,0.98751163,independent,"The two passages describe different scenarios regarding benefits and calculations related to parental leave, with different weeks and amounts specified. They do not duplicate information or contradict each other, but rather present distinct cases with their own details.",True,llm_borderline,reviewed
2298,2300,dita_document:66172e3ef4b0ba15279f,dita_document:2d00526f3e5d986c0a1b,0.928001880645752,0.99962157,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1805,1937,dita_document:a0ade23745980fdd1778,dita_document:603111ec18eacb5b5396,0.9279981255531312,0.9997912,duplicate/semantic duplicate,"Both passages convey the same core information regarding the inability of BCS to process certain actions related to benefit period extensions, claim recalculations, and manual actions, with slight variations in wording and the addition of a change in the FWW code in Passage 2.",True,llm_borderline,reviewed
4080,4187,dita_document:8cb4369841184540160b,dita_document:b91cf0605178eaec8e3a,0.9279804825782776,0.9993252,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
2286,3114,dita_document:b29b54c1d86c0d6e8c9f,dita_document:9f7839a801cfc4121563,0.9279621243476868,0.99955785,duplicate/semantic duplicate,"Both passages convey the same information regarding the specialized ACP process ending on August 16, 2021, and the subsequent creation of ADJ WIs for contentious RFS issues in the QP. The wording is slightly different, but the core facts and instructions are identical.",True,llm_borderline,reviewed
4279,4377,dita_document:410f389d4d3dd29d3379,dita_document:8d228dd7367d1bdd625f,0.9279055595397948,0.99977577,duplicate/semantic duplicate,"Both passages provide the same instruction regarding the immediate issuance of a payment and the input of a Claimant’s Report (T072) transaction on the same day the claim is purged, with slight variations in wording.",True,llm_borderline,reviewed
1810,3734,dita_document:572b5465860a03132998,dita_document:dfa5b8f29040ef4ea28d,0.9278589487075806,0.99956435,duplicate/semantic duplicate,"Both passages convey the same information regarding the inability of BCS to process certain transactions and the requirement for an officer to send an MM06 to IPOC. The only difference is the omission of 'the change in the full work week code for a week of special benefits' in Passage 2, which does not alter the overall meaning.",True,llm_borderline,reviewed
3826,4649,dita_document:7a913170a7fb1e655341,dita_document:a3c71f9762e071fc59ad,0.9277074337005616,0.9948181,duplicate/semantic duplicate,"Both passages convey the same scoped fact about the archiving of a web page due to outdated information, with similar wording and structure, despite the different update dates.",True,llm_borderline,reviewed
153,2688,dita_document:7a6c64f3ac92a9e86812,dita_document:9e794016b2f421bb6006,0.9275904297828674,0.9989652,duplicate/semantic duplicate,"Both passages provide instructions for clients living more than 50 kilometers from an SCC or applying for special benefits regarding the submission of proof of identity and updating their SIN record. The information is essentially the same, with slight variations in wording and structure.",True,llm_borderline,reviewed
61,4491,dita_document:84464dcff0afcb346fd5,dita_document:4f38bed94b420e29b6b0,0.9275539517402648,0.99986345,conflicting information,"Both passages discuss the actions an officer should take if fraudulent activity is suspected on an EI or EI ERB claim. However, they provide mutually incompatible claims regarding what the officer does: Passage 1 states the officer does not change the address, while Passage 2 states the officer does not issue an access code. This creates a conflict between the two passages.",True,llm_borderline,reviewed
1905,2022,dita_document:4bf58f2d7a25c83acc99,dita_document:e0a4a4f4f1de7c1dd9a9,0.92748761177063,0.99913096,duplicate/semantic duplicate,"Both passages provide the same scoped information regarding the allocation of separation monies under specific conditions, with only minor rewording and slight differences in detail. They both outline the same periods, conditions, and implications for separation monies in relation to EI claims.",True,llm_borderline,reviewed
188,4649,dita_document:b1f9628e3ee1932da422,dita_document:a3c71f9762e071fc59ad,0.9274752736091614,0.99521124,duplicate/semantic duplicate,"Both passages provide the same scoped information regarding the archiving of a web page, including the reason for archiving, the status of the information, and the contact information for format requests, despite differing update dates.",True,llm_borderline,reviewed
1964,1967,dita_document:42be49567a6fd1fd9be8,dita_document:71d00cb79b4d8c6ea08c,0.9274733066558838,0.9988082,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
3870,4322,dita_document:cbce04a4b4f10bd73efa,dita_document:e62ab40d5615ad7f7dc0,0.927384912967682,0.9997521,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
3509,4341,dita_document:b18a7c07cb0751af9172,dita_document:29066784d0c2256e4330,0.9273356199264526,0.99967617,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
2046,4649,dita_document:a22742bdd5f4fc4fe858,dita_document:a3c71f9762e071fc59ad,0.9273294806480408,0.99478215,duplicate/semantic duplicate,"Both passages provide the same scoped information regarding the archiving of a web page, including the reasons for archiving and the status of the information. The only difference is the update date, which does not change the overall content or meaning.",True,llm_borderline,reviewed
973,1222,dita_document:ad4b003a483319440539,dita_document:907500c824af3f4f5664,0.9273125529289246,0.99905056,conflicting information,"Both passages state that procedures have not been updated, but they refer to different sources for the list of affected procedures: one refers to 'COVID-19 — Measures' while the other refers to 'COVID-19 — Procedural changes'. This creates a conflict regarding which source should be referenced for the affected procedures.",True,llm_borderline,reviewed
2623,3983,dita_document:d70cb77a9cd70b0cb550,dita_document:953fb3f940c5fa7ab5d2,0.9272921085357666,0.99986917,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
205,206,dita_document:3ff50957c71e772e2c8b,dita_document:029cec9ebeddce3b2c18,0.9272854924201964,0.9965046,independent,"The two passages discuss different scenarios regarding benefit calculations and extensions, with distinct figures and outcomes. Passage 1 focuses on a claimant's benefits and extensions related to sick and parental benefits, while Passage 2 outlines a different claimant's situation with varying weeks and calculations. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
954,4649,dita_document:2be9d062ccfdb361b2c0,dita_document:a3c71f9762e071fc59ad,0.9272120594978333,0.9955252,conflicting information,"Both passages state that the page has been archived due to outdated information, but they provide different update dates (2023-07-06 in Passage 1 and 2022-09-28 in Passage 2), which creates a conflict regarding the timeline of the archiving.",True,llm_borderline,reviewed
1645,3319,dita_document:9c3e9f77a99dd86cfc3f,dita_document:df5e99024ab6d43578c4,0.9272060990333556,0.99520624,duplicate/semantic duplicate,"Both passages provide the same instructions regarding the selection of EI ERB codes in the PHS transaction trailers and reference the same source for further information. The content is essentially identical, with minor variations in wording.",True,llm_borderline,reviewed
2320,3089,dita_document:f2f0ba4bebcee94ad98a,dita_document:6da8e54a01cdc0d4d777,0.9272024035453796,0.99928105,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
3752,4917,dita_document:8fd48381872cda93b4f0,dita_document:ca1f804d734a1f1ab8bb,0.927196741104126,0.9997641,duplicate/semantic duplicate,"Both passages convey the same core information regarding the limitations of BCS in processing specific transactions and the requirement to send an MM06 to IPOC, despite minor differences in wording and the term used for the officer/agent.",True,llm_borderline,reviewed
2747,2868,dita_document:f230cb450a8ba99dffc4,dita_document:a0e43a2869a78fad3f11,0.9271462559700012,0.9996684,duplicate/semantic duplicate,"Both passages convey the same essential information regarding the reactivation of Employment Insurance benefits, including the maximum number of benefit weeks, the requirement to work a minimum number of insurable hours, and the need to apply for a new claim for future benefits. The wording is slightly different, but the core message remains the same.",True,llm_borderline,reviewed
32,2803,dita_document:9a42779ab2ac1e81e5c4,dita_document:76d8f507a4b92efdda7e,0.9271132946014404,0.99960214,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
484,592,dita_document:f71ef1035fcd1ec4d474,dita_document:e4897bdd953519f69399,0.9269788265228271,0.9996145,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
1715,2422,dita_document:60d668471a79d3c69091,dita_document:90e7528999cb0160a6c0,0.926923394203186,0.9970162,conflicting information,"Both passages discuss anomalies in the SPS system affecting payment status updates, but they present conflicting terms for the status of direct deposit payments (cashed vs. redeemed) and have different implications for cheque payments. This indicates mutually incompatible claims regarding the handling of payment statuses.",True,llm_borderline,reviewed
3736,4338,dita_document:fda2dcab8f4e7d75b7a0,dita_document:61a1ff8afc472f75ea6f,0.9268583059310912,0.99975294,duplicate/semantic duplicate,"Both passages convey the same information regarding BCS's inability to process certain transactions and the requirement for IPOC intervention using an MM06. The wording is slightly different, but the core message and instructions are identical.",True,llm_borderline,reviewed
3064,4978,dita_document:3432ed2f8f1cdab02e71,dita_document:95116e35a3866fb36262,0.926850438117981,0.99983734,duplicate/semantic duplicate,"Both passages convey the same information regarding the action of selecting or clicking 'Validate' and its consequences on the ROE, with slight variations in wording but no substantive differences in meaning.",True,llm_borderline,reviewed
2076,2089,dita_document:770755f25efce9b60309,dita_document:819d2298ef10425dc455,0.926843523979187,0.9995048,duplicate/semantic duplicate,"Both passages provide the same instruction regarding copying and pasting returned payment information from one document to another, with identical wording and details.",True,llm_borderline,reviewed
201,207,dita_document:6e21064662cf8517a237,dita_document:fce3a570b8e85c172dd1,0.9267336130142212,0.99884015,independent,"The two passages discuss different scenarios regarding benefits related to parental leave, with different calculations and outcomes. Passage 1 focuses on a claimant's benefits and extensions based on a specific set of weeks, while Passage 2 describes a different claimant's situation with distinct calculations and additional factors such as hospitalization. There is no duplication or contradiction between the two passages.",True,llm_borderline,reviewed
1563,1999,dita_document:ffe96282a29fd79b5db0,dita_document:894280877d8ebc73b9a0,0.926718771457672,0.99975735,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
