item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,cluster_id,item1_cluster_id,item2_cluster_id,same_duplicate_cluster,final_analysis,is_borderline,classification_source,llm_review_status
3567,3878,dita_document:c038096229c3b7bb0e09,dita_document:b3873ceeb8129197ca6b,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3880,dita_document:c038096229c3b7bb0e09,dita_document:3da214d431f42e68e4be,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3889,dita_document:c038096229c3b7bb0e09,dita_document:4dfdc69647a3e0337bd8,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3891,dita_document:c038096229c3b7bb0e09,dita_document:23927d4f65dfa1a5c9d7,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3913,dita_document:c038096229c3b7bb0e09,dita_document:62ddc3cacd06e9ce7274,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3930,dita_document:c038096229c3b7bb0e09,dita_document:1880ffc9ceadb8951b9c,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3933,dita_document:c038096229c3b7bb0e09,dita_document:f90f0c649e160363d704,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3942,dita_document:c038096229c3b7bb0e09,dita_document:1874ea917a0b3af51a4b,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3944,dita_document:c038096229c3b7bb0e09,dita_document:286436ade2625d36f578,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3957,dita_document:c038096229c3b7bb0e09,dita_document:cdf439ad105bc815db66,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3959,dita_document:c038096229c3b7bb0e09,dita_document:2c52d1a1c40113794b4a,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4012,dita_document:c038096229c3b7bb0e09,dita_document:7d21ed7abcd828ab8ceb,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4042,dita_document:c038096229c3b7bb0e09,dita_document:9c644cbdafde91dcc96b,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4117,dita_document:c038096229c3b7bb0e09,dita_document:043b2e225fc46b0ddc71,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4121,dita_document:c038096229c3b7bb0e09,dita_document:a2eb4ee02e98ec456647,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4162,dita_document:c038096229c3b7bb0e09,dita_document:f685dda8ff96666943a1,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4166,dita_document:c038096229c3b7bb0e09,dita_document:81d28fcb9510c24acead,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4172,dita_document:c038096229c3b7bb0e09,dita_document:432b658478981eb6e36c,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4175,dita_document:c038096229c3b7bb0e09,dita_document:00e92c1f5d84d87d2097,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4188,dita_document:c038096229c3b7bb0e09,dita_document:09ffcfb408f870dcc3f4,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,4192,dita_document:c038096229c3b7bb0e09,dita_document:7d7a75eac542fbd8bde3,1.0000001192092896,0.9998932,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3601,dita_document:3ed3ab5f572f2a1696ff,dita_document:ae9140a5c2bc866c9d3e,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3641,dita_document:3ed3ab5f572f2a1696ff,dita_document:0b3c83cc30c498f2a822,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3656,dita_document:3ed3ab5f572f2a1696ff,dita_document:e1e658544de339fa808f,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3731,dita_document:3ed3ab5f572f2a1696ff,dita_document:f36e7d276a254b699e20,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3742,dita_document:3ed3ab5f572f2a1696ff,dita_document:527f7e2b900e19c57808,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3820,dita_document:3ed3ab5f572f2a1696ff,dita_document:5fa5191f0213ce543430,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3838,dita_document:3ed3ab5f572f2a1696ff,dita_document:85c033eb0eb14b661091,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,3857,dita_document:3ed3ab5f572f2a1696ff,dita_document:6915228f51d73af1fda2,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,4025,dita_document:3ed3ab5f572f2a1696ff,dita_document:f2ed4d92773aeffb4d49,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,4056,dita_document:3ed3ab5f572f2a1696ff,dita_document:d6a0f4b4f6bf77d621b9,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,4105,dita_document:3ed3ab5f572f2a1696ff,dita_document:480be89f8a2779d7852b,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3577,4194,dita_document:3ed3ab5f572f2a1696ff,dita_document:9242d2779d31d801a2ca,1.0000001192092896,0.9998196,duplicate/semantic duplicate,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,all_notes_fr_cluster_00099,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3646,3649,dita_document:163365f3f4fd05422830,dita_document:e0abe33287a421e2376b,1.0000001192092896,0.99986744,duplicate/semantic duplicate,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,all_notes_fr_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3695,3701,dita_document:a69e96f3b570d168ab29,dita_document:04e7e1da86210b067552,1.0000001192092896,0.9998379,duplicate/semantic duplicate,all_notes_fr_cluster_00045,all_notes_fr_cluster_00045,all_notes_fr_cluster_00045,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3703,3705,dita_document:aa2a1fdb1e03f606e7bd,dita_document:508beff1a52750bb1266,1.0000001192092896,0.99988335,duplicate/semantic duplicate,all_notes_fr_cluster_00381,all_notes_fr_cluster_00381,all_notes_fr_cluster_00381,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3703,3708,dita_document:aa2a1fdb1e03f606e7bd,dita_document:39176fe33d69ba233a96,1.0000001192092896,0.99988335,duplicate/semantic duplicate,all_notes_fr_cluster_00381,all_notes_fr_cluster_00381,all_notes_fr_cluster_00381,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3767,3769,dita_document:bb7b77a4063b1866c32b,dita_document:86199cdffc605115c503,1.0000001192092896,0.9998074,duplicate/semantic duplicate,all_notes_fr_cluster_00606,all_notes_fr_cluster_00606,all_notes_fr_cluster_00606,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3803,3805,dita_document:09de2eb1316dc9c14c56,dita_document:1b0afc201b64d44f77bb,1.0000001192092896,0.9999067,duplicate/semantic duplicate,all_notes_fr_cluster_00086,all_notes_fr_cluster_00086,all_notes_fr_cluster_00086,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3803,3807,dita_document:09de2eb1316dc9c14c56,dita_document:b025030834876f20d324,1.0000001192092896,0.9999067,duplicate/semantic duplicate,all_notes_fr_cluster_00086,all_notes_fr_cluster_00086,all_notes_fr_cluster_00086,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3804,3806,dita_document:422b97ad9627f8798688,dita_document:ec5021991521180e241a,1.0000001192092896,0.99961954,duplicate/semantic duplicate,all_notes_fr_cluster_00068,all_notes_fr_cluster_00068,all_notes_fr_cluster_00068,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3856,3858,dita_document:53d7f3bc619d81a5a791,dita_document:8b839040dbc6489dbc83,1.0000001192092896,0.99916065,duplicate/semantic duplicate,all_notes_fr_cluster_00012,all_notes_fr_cluster_00012,all_notes_fr_cluster_00012,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3856,3859,dita_document:53d7f3bc619d81a5a791,dita_document:8fbce22b6603931cbac6,1.0000001192092896,0.99916065,duplicate/semantic duplicate,all_notes_fr_cluster_00012,all_notes_fr_cluster_00012,all_notes_fr_cluster_00012,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3946,3948,dita_document:d54e7d9f597c42f02cab,dita_document:a6b51038d11c14d176f1,1.0000001192092896,0.99985164,duplicate/semantic duplicate,all_notes_fr_cluster_00709,all_notes_fr_cluster_00709,all_notes_fr_cluster_00709,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3965,3966,dita_document:93d019c6db1e289d3de3,dita_document:7e6c2cb79e3be9217105,1.0000001192092896,0.99991274,duplicate/semantic duplicate,all_notes_fr_cluster_00638,all_notes_fr_cluster_00638,all_notes_fr_cluster_00638,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4003,4004,dita_document:8993abad08088e4a16e1,dita_document:f67320e42974b31417c1,1.0000001192092896,0.9998418,duplicate/semantic duplicate,all_notes_fr_cluster_00663,all_notes_fr_cluster_00663,all_notes_fr_cluster_00663,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4131,4132,dita_document:1646512d59ceaf738037,dita_document:e6b201f037c7909e48ac,1.0000001192092896,0.9996486,duplicate/semantic duplicate,all_notes_fr_cluster_00182,all_notes_fr_cluster_00182,all_notes_fr_cluster_00182,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4139,4142,dita_document:6722ed47b91dd395fba8,dita_document:e81d90f3dd93aeafe8df,1.0000001192092896,0.99991506,duplicate/semantic duplicate,all_notes_fr_cluster_00570,all_notes_fr_cluster_00570,all_notes_fr_cluster_00570,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4155,4156,dita_document:e08d6323e640639750f9,dita_document:0015180c20ca65242a43,1.0000001192092896,0.9996739,duplicate/semantic duplicate,all_notes_fr_cluster_00001,all_notes_fr_cluster_00001,all_notes_fr_cluster_00001,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4309,4337,dita_document:da7fd1ab7dfd5f4142f2,dita_document:4ea41bbc8f6ab4456def,1.0000001192092896,0.9998757,duplicate/semantic duplicate,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4309,4343,dita_document:da7fd1ab7dfd5f4142f2,dita_document:54e01f98484fcd8e46df,1.0000001192092896,0.9998757,duplicate/semantic duplicate,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4309,4344,dita_document:da7fd1ab7dfd5f4142f2,dita_document:1259b3dd5d18a883418f,1.0000001192092896,0.9998757,duplicate/semantic duplicate,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4309,4346,dita_document:da7fd1ab7dfd5f4142f2,dita_document:d8650e01ff6f2570c19e,1.0000001192092896,0.9998757,duplicate/semantic duplicate,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,all_notes_fr_cluster_00160,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4319,4322,dita_document:68438a5ba3da979c85e2,dita_document:6461210d1a1ebcc7d2ab,1.0000001192092896,0.99985415,duplicate/semantic duplicate,all_notes_fr_cluster_00549,all_notes_fr_cluster_00549,all_notes_fr_cluster_00549,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4319,4324,dita_document:68438a5ba3da979c85e2,dita_document:94090d632885c741af5c,1.0000001192092896,0.99985415,duplicate/semantic duplicate,all_notes_fr_cluster_00549,all_notes_fr_cluster_00549,all_notes_fr_cluster_00549,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4362,5646,dita_document:b3a66998743bd70ba793,dita_document:8e902338afa99e092883,1.0000001192092896,0.99983585,duplicate/semantic duplicate,all_notes_fr_cluster_00363,all_notes_fr_cluster_00363,all_notes_fr_cluster_00363,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4396,4398,dita_document:5ada3b8cbf6cbe09af8d,dita_document:12554eb182296809543b,1.0000001192092896,0.99985856,duplicate/semantic duplicate,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4396,4414,dita_document:5ada3b8cbf6cbe09af8d,dita_document:3806abb2f1f551197a93,1.0000001192092896,0.99985856,duplicate/semantic duplicate,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4396,4423,dita_document:5ada3b8cbf6cbe09af8d,dita_document:d341a5db3778d1682adb,1.0000001192092896,0.99985856,duplicate/semantic duplicate,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4396,4424,dita_document:5ada3b8cbf6cbe09af8d,dita_document:0c881fd8db8a197ddf92,1.0000001192092896,0.99985856,duplicate/semantic duplicate,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4396,4426,dita_document:5ada3b8cbf6cbe09af8d,dita_document:3e91b923716fc2e30a63,1.0000001192092896,0.99985856,duplicate/semantic duplicate,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4396,4955,dita_document:5ada3b8cbf6cbe09af8d,dita_document:b198bc51506c0ed97ec0,1.0000001192092896,0.99985856,duplicate/semantic duplicate,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4396,4967,dita_document:5ada3b8cbf6cbe09af8d,dita_document:f2b768053f1843e30bfd,1.0000001192092896,0.99985856,duplicate/semantic duplicate,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,all_notes_fr_cluster_00115,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4435,4471,dita_document:2a5c0ae942d94e86ed8d,dita_document:c33bec7c440d49de5ecb,1.0000001192092896,0.99984014,duplicate/semantic duplicate,all_notes_fr_cluster_00304,all_notes_fr_cluster_00304,all_notes_fr_cluster_00304,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4507,4519,dita_document:b5fe37caf1b7639597ba,dita_document:fa571968403775b23dc9,1.0000001192092896,0.99987555,duplicate/semantic duplicate,all_notes_fr_cluster_00637,all_notes_fr_cluster_00637,all_notes_fr_cluster_00637,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4675,4679,dita_document:8c5f4077543579118aa5,dita_document:72a9fa75fbca9eebf136,1.0000001192092896,0.9994132,duplicate/semantic duplicate,all_notes_fr_cluster_00124,all_notes_fr_cluster_00124,all_notes_fr_cluster_00124,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4675,4682,dita_document:8c5f4077543579118aa5,dita_document:7f7801232308bd46f13d,1.0000001192092896,0.9994132,duplicate/semantic duplicate,all_notes_fr_cluster_00124,all_notes_fr_cluster_00124,all_notes_fr_cluster_00124,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4675,4686,dita_document:8c5f4077543579118aa5,dita_document:ec8a1812b776752c9ccf,1.0000001192092896,0.9994132,duplicate/semantic duplicate,all_notes_fr_cluster_00124,all_notes_fr_cluster_00124,all_notes_fr_cluster_00124,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4719,4736,dita_document:71a81d3d6ed6d4615cb4,dita_document:41f86b2af646911e2276,1.0000001192092896,0.9998428,duplicate/semantic duplicate,all_notes_fr_cluster_00052,all_notes_fr_cluster_00052,all_notes_fr_cluster_00052,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4719,4740,dita_document:71a81d3d6ed6d4615cb4,dita_document:616b784cab8277e4dfea,1.0000001192092896,0.9998428,duplicate/semantic duplicate,all_notes_fr_cluster_00052,all_notes_fr_cluster_00052,all_notes_fr_cluster_00052,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4734,4738,dita_document:ab376e9cb97fba13453e,dita_document:ab1a80116a1d8d246843,1.0000001192092896,0.99979234,duplicate/semantic duplicate,all_notes_fr_cluster_00022,all_notes_fr_cluster_00022,all_notes_fr_cluster_00022,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4734,4744,dita_document:ab376e9cb97fba13453e,dita_document:01b85dd00d7632676e2d,1.0000001192092896,0.99979234,duplicate/semantic duplicate,all_notes_fr_cluster_00022,all_notes_fr_cluster_00022,all_notes_fr_cluster_00022,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4734,4749,dita_document:ab376e9cb97fba13453e,dita_document:5617b5bc549a6b44d79a,1.0000001192092896,0.99979234,duplicate/semantic duplicate,all_notes_fr_cluster_00022,all_notes_fr_cluster_00022,all_notes_fr_cluster_00022,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4737,4747,dita_document:83d8101a6bd846742b27,dita_document:2ac876e004b1fcedf6e4,1.0000001192092896,0.9998365,duplicate/semantic duplicate,all_notes_fr_cluster_00308,all_notes_fr_cluster_00308,all_notes_fr_cluster_00308,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4737,4753,dita_document:83d8101a6bd846742b27,dita_document:90d935034671d8e6b2ab,1.0000001192092896,0.9998365,duplicate/semantic duplicate,all_notes_fr_cluster_00308,all_notes_fr_cluster_00308,all_notes_fr_cluster_00308,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4746,4752,dita_document:f47b6244d52ee033c49c,dita_document:4416418fb22bfe5d8bd9,1.0000001192092896,0.999854,duplicate/semantic duplicate,all_notes_fr_cluster_00052,all_notes_fr_cluster_00052,all_notes_fr_cluster_00052,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4889,4892,dita_document:4ac2a0fce9bb3a4b8d44,dita_document:18d1943b16f81278e8b9,1.0000001192092896,0.9998523,duplicate/semantic duplicate,all_notes_fr_cluster_00069,all_notes_fr_cluster_00069,all_notes_fr_cluster_00069,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4908,4909,dita_document:42d34d14898dfc5e94b9,dita_document:2d44bd2cac3cb5e851af,1.0000001192092896,0.9997692,duplicate/semantic duplicate,all_notes_fr_cluster_00315,all_notes_fr_cluster_00315,all_notes_fr_cluster_00315,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4957,4960,dita_document:f6481e0423ed2bef6b2a,dita_document:15bb8a2dd933f014dd9c,1.0000001192092896,0.9998301,duplicate/semantic duplicate,all_notes_fr_cluster_00181,all_notes_fr_cluster_00181,all_notes_fr_cluster_00181,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4957,4969,dita_document:f6481e0423ed2bef6b2a,dita_document:52e5f9526f05db0f91b6,1.0000001192092896,0.9998301,duplicate/semantic duplicate,all_notes_fr_cluster_00181,all_notes_fr_cluster_00181,all_notes_fr_cluster_00181,yes,Normalized node text is identical.,False,cross_encoder,not_needed
4957,4972,dita_document:f6481e0423ed2bef6b2a,dita_document:96897d02d07ff56ab003,1.0000001192092896,0.9998301,duplicate/semantic duplicate,all_notes_fr_cluster_00181,all_notes_fr_cluster_00181,all_notes_fr_cluster_00181,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5013,5021,dita_document:78566db487244a47592c,dita_document:a0b785c2f95244cce4dc,1.0000001192092896,0.999857,duplicate/semantic duplicate,all_notes_fr_cluster_00620,all_notes_fr_cluster_00620,all_notes_fr_cluster_00620,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5017,5024,dita_document:89453eb7f6997873bc8e,dita_document:3d9fdf3b3490d61d5aa8,1.0000001192092896,0.99819875,duplicate/semantic duplicate,all_notes_fr_cluster_00398,all_notes_fr_cluster_00398,all_notes_fr_cluster_00398,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5111,5116,dita_document:94bff1180c99d426d84a,dita_document:5238c1aa370c3a4bdf76,1.0000001192092896,0.9997895,duplicate/semantic duplicate,all_notes_fr_cluster_00480,all_notes_fr_cluster_00480,all_notes_fr_cluster_00480,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5112,5117,dita_document:b20edf297df43fbba243,dita_document:b62cf64b3fd39531abf6,1.0000001192092896,0.99983245,duplicate/semantic duplicate,all_notes_fr_cluster_00277,all_notes_fr_cluster_00277,all_notes_fr_cluster_00277,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5154,5155,dita_document:bdf5036e639f61444b34,dita_document:89bff08fdba91b9fef68,1.0000001192092896,0.99988425,duplicate/semantic duplicate,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5154,5156,dita_document:bdf5036e639f61444b34,dita_document:ecb1445491e2c342fd61,1.0000001192092896,0.99988425,duplicate/semantic duplicate,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5154,5174,dita_document:bdf5036e639f61444b34,dita_document:0a6b0314eeda5ac851df,1.0000001192092896,0.99988425,duplicate/semantic duplicate,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5154,5177,dita_document:bdf5036e639f61444b34,dita_document:101b56e3e51ab7f98684,1.0000001192092896,0.99988425,duplicate/semantic duplicate,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,all_notes_fr_cluster_00091,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5160,5165,dita_document:9b7a21ab69afe5d20757,dita_document:9879f93c9b9d7163d144,1.0000001192092896,0.9998784,duplicate/semantic duplicate,all_notes_fr_cluster_00069,all_notes_fr_cluster_00069,all_notes_fr_cluster_00069,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5299,5300,dita_document:065321adb5be795b702f,dita_document:b5c816b437d9db627ae7,1.0000001192092896,0.99981993,duplicate/semantic duplicate,all_notes_fr_cluster_00055,all_notes_fr_cluster_00055,all_notes_fr_cluster_00055,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5352,5353,dita_document:37eef3301ce29e4eb35b,dita_document:d605f955fd35a05c9f70,1.0000001192092896,0.9998649,duplicate/semantic duplicate,all_notes_fr_cluster_00373,all_notes_fr_cluster_00373,all_notes_fr_cluster_00373,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5454,5461,dita_document:f50e902b5f0c8ec0c452,dita_document:72e9a97988314f013c03,1.0000001192092896,0.9998896,duplicate/semantic duplicate,all_notes_fr_cluster_00607,all_notes_fr_cluster_00607,all_notes_fr_cluster_00607,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5752,5754,dita_document:c377762347f40937ae38,dita_document:c5111f15cc2db7169fac,1.0000001192092896,0.99987423,duplicate/semantic duplicate,all_notes_fr_cluster_00747,all_notes_fr_cluster_00747,all_notes_fr_cluster_00747,yes,Normalized node text is identical.,False,cross_encoder,not_needed
5758,5759,dita_document:ce3e42fc8433065cd8cb,dita_document:0491e598baf35347e097,1.0000001192092896,0.99990183,duplicate/semantic duplicate,all_notes_fr_cluster_00043,all_notes_fr_cluster_00043,all_notes_fr_cluster_00043,yes,Normalized node text is identical.,False,cross_encoder,not_needed
