item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item1_text,item2_text
3500,3526,dita_document:01551485aa4c219d0c4c,dita_document:0e9926a7b4c9dd488156,1.0,0.9998555,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0011.dita,Note,,,KA-05072_note_0011.dita,,,dita_document,KA-05072_note_0037.dita,Note,,,KA-05072_note_0037.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a répondu Oui à la question F1 .,Note Remarque : Cette section est obligatoire si le demandeur a répondu Oui à la question F1 .
3500,3527,dita_document:01551485aa4c219d0c4c,dita_document:73aa74b4c5a017302007,1.0,0.9998555,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0011.dita,Note,,,KA-05072_note_0011.dita,,,dita_document,KA-05072_note_0038.dita,Note,,,KA-05072_note_0038.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a répondu Oui à la question F1 .,Note Remarque : Cette section est obligatoire si le demandeur a répondu Oui à la question F1 .
3504,3528,dita_document:a2b702176377c4e6bb75,dita_document:e80e520d2b039a4bdf95,1.0,0.9998739,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0015.dita,Note,,,KA-05072_note_0015.dita,,,dita_document,KA-05072_note_0039.dita,Note,,,KA-05072_note_0039.dita,,,Note Remarque : La section H ne s'applique pas aux demandes en ligne.,Note Remarque : La section H ne s'applique pas aux demandes en ligne.
3507,3511,dita_document:a5733f2888819d13f348,dita_document:84d705eada1c9722a1c1,1.0,0.9999267,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0018.dita,Note,,,KA-05072_note_0018.dita,,,dita_document,KA-05072_note_0022.dita,Note,,,KA-05072_note_0022.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a signé la demande avec une marque.,Note Remarque : Cette section est obligatoire si le demandeur a signé la demande avec une marque.
3507,3531,dita_document:a5733f2888819d13f348,dita_document:e4303372cc819bf47ad0,1.0,0.9999267,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0018.dita,Note,,,KA-05072_note_0018.dita,,,dita_document,KA-05072_note_0042.dita,Note,,,KA-05072_note_0042.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a signé la demande avec une marque.,Note Remarque : Cette section est obligatoire si le demandeur a signé la demande avec une marque.
3507,3533,dita_document:a5733f2888819d13f348,dita_document:77a93f87f1aae6a22a14,1.0,0.9999267,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0018.dita,Note,,,KA-05072_note_0018.dita,,,dita_document,KA-05072_note_0044.dita,Note,,,KA-05072_note_0044.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a signé la demande avec une marque.,Note Remarque : Cette section est obligatoire si le demandeur a signé la demande avec une marque.
3512,3534,dita_document:b49568cda9c43c6fd475,dita_document:cbfbf8c354738c6d3b7d,1.0,0.99989086,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0023.dita,Note,,,KA-05072_note_0023.dita,,,dita_document,KA-05072_note_0045.dita,Note,,,KA-05072_note_0045.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a un représentant autorisé.,Note Remarque : Cette section est obligatoire si le demandeur a un représentant autorisé.
3513,3535,dita_document:faec146c5da8e6256742,dita_document:1467553bf10295c4580c,1.0,0.9998909,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0024.dita,Note,,,KA-05072_note_0024.dita,,,dita_document,KA-05072_note_0046.dita,Note,,,KA-05072_note_0046.dita,,,Note Remarque : Vous devez établir la Date de réception et protection de la date (démarche) . Date de réception et protection de la date (démarche),Note Remarque : Vous devez établir la Date de réception et protection de la date (démarche) . Date de réception et protection de la date (démarche)
3538,3545,dita_document:1d52f5d26c73b8eddd96,dita_document:90c59994b0e7ce487270,1.0,0.9986862,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0049.dita,Note,,,KA-05072_note_0049.dita,,,dita_document,KA-05072_note_0056.dita,Note,,,KA-05072_note_0056.dita,,,"Note Remarque : Si le commis de soutien aux programmes ne peut pas valider la date de naissance, il doit acheminer le dossier à un APSC une fois que la deuxième période de rappel est expirée. Dans le cas d'une demande de prestations en cas de maladie en phase terminale, il doit acheminer le dossier à un APSC immédiatement.: N'ajoutez pas de date de rappel. L' APSC effectue la simulation de la période minimale d'admissibilité (PMA) pour une prestation d' INV ; la PIAR requiert un calcul manuel de la PMA. Si un évaluateur médical approuve la demande de prestations d'invalidité du RPC du demandeur, l' APSC doit aviser le demandeur que le Ministère ne peut pas verser les paiements de prestation avant de recevoir la preuve de naissance.","Note Remarque : Si le commis de soutien aux programmes ne peut pas valider la date de naissance, il doit acheminer le dossier à un APSC une fois que la deuxième période de rappel est expirée. Dans le cas d'une demande de prestations en cas de maladie en phase terminale, il doit acheminer le dossier à un APSC immédiatement. N'ajoutez pas de date de rappel. L' APSC effectue la simulation de la période minimale d'admissibilité (PMA) pour une prestation d' INV ; la PIAR requiert un calcul manuel de la PMA. Si un évaluateur médical approuve la demande de prestations d'invalidité du RPC du demandeur, l' APSC doit aviser le demandeur que le Ministère ne peut pas verser les paiements de prestation avant de recevoir la preuve de naissance."
3551,3553,dita_document:0cd82b2c8dc3ed363d52,dita_document:e73b2bc1e141e7c8d723,1.0,0.99986297,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05078_note_0004.dita,Note,,,KA-05078_note_0004.dita,,,dita_document,KA-05078_note_0006.dita,Note,,,KA-05078_note_0006.dita,,,"Note Remarque : Si le demandeur est décédé et la demande de SRG (le formulaire ISP3025 est reçu seul), d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande.","Note Remarque : Si le demandeur est décédé et la demande de SRG (le formulaire ISP3025 est reçu seul), d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande."
3551,3554,dita_document:0cd82b2c8dc3ed363d52,dita_document:7c471ff5a519953382f3,1.0,0.99986297,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05078_note_0004.dita,Note,,,KA-05078_note_0004.dita,,,dita_document,KA-05078_note_0007.dita,Note,,,KA-05078_note_0007.dita,,,"Note Remarque : Si le demandeur est décédé et la demande de SRG (le formulaire ISP3025 est reçu seul), d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande.","Note Remarque : Si le demandeur est décédé et la demande de SRG (le formulaire ISP3025 est reçu seul), d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande."
3551,3555,dita_document:0cd82b2c8dc3ed363d52,dita_document:6f41b996ce316153235d,1.0,0.99986297,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05078_note_0004.dita,Note,,,KA-05078_note_0004.dita,,,dita_document,KA-05078_note_0008.dita,Note,,,KA-05078_note_0008.dita,,,"Note Remarque : Si le demandeur est décédé et la demande de SRG (le formulaire ISP3025 est reçu seul), d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande.","Note Remarque : Si le demandeur est décédé et la demande de SRG (le formulaire ISP3025 est reçu seul), d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande."
3552,3561,dita_document:0abb3539a729facbac18,dita_document:dff071b8b80a6d156aac,1.0,0.999899,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05078_note_0005.dita,Note,,,KA-05078_note_0005.dita,,,dita_document,KA-05078_note_0014.dita,Note,,,KA-05078_note_0014.dita,,,"Note Remarque : Si le demandeur est décédé et la demande d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande.","Note Remarque : Si le demandeur est décédé et la demande d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande."
3556,3558,dita_document:098606d2569928794bde,dita_document:fa18375ef2390581f719,1.0,0.99990374,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05078_note_0009.dita,Note,,,KA-05078_note_0009.dita,,,dita_document,KA-05078_note_0011.dita,Note,,,KA-05078_note_0011.dita,,,"Note Remarque : Si le demandeur est décédé et la demande d'ALC a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande.","Note Remarque : Si le demandeur est décédé et la demande d'ALC a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande."
3556,3559,dita_document:098606d2569928794bde,dita_document:fe15663905350cd16da4,1.0,0.99990374,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05078_note_0009.dita,Note,,,KA-05078_note_0009.dita,,,dita_document,KA-05078_note_0012.dita,Note,,,KA-05078_note_0012.dita,,,"Note Remarque : Si le demandeur est décédé et la demande d'ALC a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande.","Note Remarque : Si le demandeur est décédé et la demande d'ALC a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande."
3557,3560,dita_document:63edd72a43f3fe15eefe,dita_document:eb99a5602a1f5b265aca,1.0,0.9999116,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05078_note_0010.dita,Note,,,KA-05078_note_0010.dita,,,dita_document,KA-05078_note_0013.dita,Note,,,KA-05078_note_0013.dita,,,"Note Remarque : Si le demandeur est décédé et la demande d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande.","Note Remarque : Si le demandeur est décédé et la demande d'ALC ou d'ALCS a été reçue après son décès, utilisez la lettre ISS0104 pour refuser la demande."
3562,3670,dita_document:bf87b0be39a148642696,dita_document:c793b0dcc66cbf107c24,1.0,0.999774,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0001.dita,Note,,,KA-05080_note_0001.dita,,,dita_document,KA-05096_note_0001.dita,Note,,,KA-05096_note_0001.dita,,,"Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)","Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)"
3562,3763,dita_document:bf87b0be39a148642696,dita_document:7adc57376b89e34b3b17,1.0,0.999774,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0001.dita,Note,,,KA-05080_note_0001.dita,,,dita_document,KA-05107_note_0001.dita,Note,,,KA-05107_note_0001.dita,,,"Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)","Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)"
3562,4123,dita_document:bf87b0be39a148642696,dita_document:dcbf203e72ba50953315,1.0,0.999774,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0001.dita,Note,,,KA-05080_note_0001.dita,,,dita_document,KA-05143_note_0002.dita,Note,,,KA-05143_note_0002.dita,,,"Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)","Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)"
3562,4177,dita_document:bf87b0be39a148642696,dita_document:5a0ca960cd378c13bffc,1.0,0.999774,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0001.dita,Note,,,KA-05080_note_0001.dita,,,dita_document,KA-05149_note_0002.dita,Note,,,KA-05149_note_0002.dita,,,"Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)","Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)"
3563,3564,dita_document:31227206e70a9b747773,dita_document:0b2df663ac134a2bff23,1.0,0.9997412,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0002.dita,Note,,,KA-05080_note_0002.dita,,,dita_document,KA-05080_note_0003.dita,Note,,,KA-05080_note_0003.dita,,,Note Remarque : Le demandeur doit remplir le formulaire Caricom Agreement on Social Security Details of Insurance Periods Completed by Claimant / Deceased Person (en anglais seulement) et doit être envoyé à Antigua et Barbuda avec les demandes pour des périodes admissibles.,Note Remarque : Le demandeur doit remplir le formulaire Caricom Agreement on Social Security Details of Insurance Periods Completed by Claimant / Deceased Person (en anglais seulement) et doit être envoyé à Antigua et Barbuda avec les demandes pour des périodes admissibles.
3565,3578,dita_document:99536ffc10e8c3645813,dita_document:4a15e2934830ad8ac25f,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05083_note_0002.dita,Note,,,KA-05083_note_0002.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3595,dita_document:99536ffc10e8c3645813,dita_document:1c7eb8127636ef66e2ae,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05085_note_0005.dita,Note,,,KA-05085_note_0005.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3615,dita_document:99536ffc10e8c3645813,dita_document:7e48d4f00413a7fd61f6,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05088_note_0003.dita,Note,,,KA-05088_note_0003.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3629,dita_document:99536ffc10e8c3645813,dita_document:6400759c04f591106db1,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05089_note_0010.dita,Note,,,KA-05089_note_0010.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3644,dita_document:99536ffc10e8c3645813,dita_document:c09533793b092d60ca35,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05091_note_0009.dita,Note,,,KA-05091_note_0009.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3650,dita_document:99536ffc10e8c3645813,dita_document:f3d81e5948ce55f810c1,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05092_note_0001.dita,Note,,,KA-05092_note_0001.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3657,dita_document:99536ffc10e8c3645813,dita_document:21a9f637917e59f9ebb0,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05093_note_0002.dita,Note,,,KA-05093_note_0002.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3665,dita_document:99536ffc10e8c3645813,dita_document:c39d51766755de1d4c29,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05094_note_0003.dita,Note,,,KA-05094_note_0003.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3671,dita_document:99536ffc10e8c3645813,dita_document:bfeb7b5ffaaa1806368c,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05096_note_0002.dita,Note,,,KA-05096_note_0002.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3710,dita_document:99536ffc10e8c3645813,dita_document:466d611682b82901698d,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05101_note_0008.dita,Note,,,KA-05101_note_0008.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3720,dita_document:99536ffc10e8c3645813,dita_document:581714295077d47b9ce5,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05103_note_0007.dita,Note,,,KA-05103_note_0007.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3733,dita_document:99536ffc10e8c3645813,dita_document:c7780a2fbf50e96221c8,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05104_note_0010.dita,Note,,,KA-05104_note_0010.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3758,dita_document:99536ffc10e8c3645813,dita_document:dbb1541f74c66792e291,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05106_note_0009.dita,Note,,,KA-05106_note_0009.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3771,dita_document:99536ffc10e8c3645813,dita_document:3b3600d0aeb012793be2,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05107_note_0009.dita,Note,,,KA-05107_note_0009.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3775,dita_document:99536ffc10e8c3645813,dita_document:e2c6b3aeb1519be564b0,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05108_note_0001.dita,Note,,,KA-05108_note_0001.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3780,dita_document:99536ffc10e8c3645813,dita_document:addba8f049ac8d72fa30,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05109_note_0001.dita,Note,,,KA-05109_note_0001.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3790,dita_document:99536ffc10e8c3645813,dita_document:608113d15e90a0c84b4d,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05110_note_0006.dita,Note,,,KA-05110_note_0006.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3794,dita_document:99536ffc10e8c3645813,dita_document:e7006f980db8b6526170,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05111_note_0001.dita,Note,,,KA-05111_note_0001.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3813,dita_document:99536ffc10e8c3645813,dita_document:8e5685542407e3c90740,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05112_note_0015.dita,Note,,,KA-05112_note_0015.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3860,dita_document:99536ffc10e8c3645813,dita_document:d9159518367a67792f8b,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05117_note_0007.dita,Note,,,KA-05117_note_0007.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3869,dita_document:99536ffc10e8c3645813,dita_document:4941dcdc516a61012450,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05118_note_0006.dita,Note,,,KA-05118_note_0006.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3876,dita_document:99536ffc10e8c3645813,dita_document:c8e09ba618646a846583,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05119_note_0001.dita,Note,,,KA-05119_note_0001.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
3565,3887,dita_document:99536ffc10e8c3645813,dita_document:58eff1bdd43437fc0449,1.0,0.9998912,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05080_note_0004.dita,Note,,,KA-05080_note_0004.dita,,,dita_document,KA-05120_note_0007.dita,Note,,,KA-05120_note_0007.dita,,,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.,Note Remarque : Tous les champs pertinents de la section 1.1 doivent être complétés lorsque vous transmettez une demande de prestation étrangère.
