item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,cluster_id,item1_cluster_id,item2_cluster_id,same_duplicate_cluster,final_analysis,is_borderline,classification_source,llm_review_status
3550,3940,dita_document:99536ffc10e8c3645813,dita_document:9c5b9b5269aad7964d0f,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,3975,dita_document:99536ffc10e8c3645813,dita_document:3ffb73e91a7ada1c7f96,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,3982,dita_document:99536ffc10e8c3645813,dita_document:d0fbba74848f4a023ab3,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,3995,dita_document:99536ffc10e8c3645813,dita_document:147c9f275ab362271ca1,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4018,dita_document:99536ffc10e8c3645813,dita_document:93314d0569ede0fab286,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4025,dita_document:99536ffc10e8c3645813,dita_document:bab3d5dec6765f9fc78c,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4031,dita_document:99536ffc10e8c3645813,dita_document:b07edcc1590a83619e18,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4045,dita_document:99536ffc10e8c3645813,dita_document:fbd46c4643a4a5b2ec57,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4071,dita_document:99536ffc10e8c3645813,dita_document:807477172ee201c61424,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4084,dita_document:99536ffc10e8c3645813,dita_document:5c88dd3f235c13de6906,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4093,dita_document:99536ffc10e8c3645813,dita_document:2e2e2a67d837650dde3d,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4100,dita_document:99536ffc10e8c3645813,dita_document:6b683e7aa5066884a657,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4112,dita_document:99536ffc10e8c3645813,dita_document:7eabe7450c3e68580899,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4119,dita_document:99536ffc10e8c3645813,dita_document:12d3552d2b97f71b6de5,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4135,dita_document:99536ffc10e8c3645813,dita_document:c3fb05cfa72a58ed4fa5,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4145,dita_document:99536ffc10e8c3645813,dita_document:73d0ab423b9840caddf3,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4155,dita_document:99536ffc10e8c3645813,dita_document:921429d14c7a81e92382,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4163,dita_document:99536ffc10e8c3645813,dita_document:34a6207728e2907a4a5b,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4171,dita_document:99536ffc10e8c3645813,dita_document:051c119be37f58a76364,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3550,4181,dita_document:99536ffc10e8c3645813,dita_document:baf96209cca886b654ce,1.0,0.99992317,duplicate/semantic duplicate,all_notes_en_cluster_00008,all_notes_en_cluster_00008,all_notes_en_cluster_00008,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3594,dita_document:8d8070c8caac770ba461,dita_document:98da6408123722389966,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3601,dita_document:8d8070c8caac770ba461,dita_document:f291b73edf5f3ce2df68,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3615,dita_document:8d8070c8caac770ba461,dita_document:8b68af33e15a6df2bca4,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3630,dita_document:8d8070c8caac770ba461,dita_document:0f2476fe52d2f7c023b0,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3636,dita_document:8d8070c8caac770ba461,dita_document:70d960a64e8d8c461fb0,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3643,dita_document:8d8070c8caac770ba461,dita_document:67e10821435100e0030e,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3651,dita_document:8d8070c8caac770ba461,dita_document:d8e44704af19aa4516f4,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3657,dita_document:8d8070c8caac770ba461,dita_document:8c098fc57627f0c9408c,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3744,dita_document:8d8070c8caac770ba461,dita_document:08db41deed9986a14035,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3761,dita_document:8d8070c8caac770ba461,dita_document:d7a960deb48e40a489c8,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3780,dita_document:8d8070c8caac770ba461,dita_document:c8ec21c6bfcd3da166fc,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3835,dita_document:8d8070c8caac770ba461,dita_document:d285ff49585703d142cf,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3862,dita_document:8d8070c8caac770ba461,dita_document:f8655822ce5a34e6a0d0,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3873,dita_document:8d8070c8caac770ba461,dita_document:bc318e381197d8a88034,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3897,dita_document:8d8070c8caac770ba461,dita_document:970b34d31f5cc32cfce9,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3914,dita_document:8d8070c8caac770ba461,dita_document:eb0aefe9444e328f4ebd,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3926,dita_document:8d8070c8caac770ba461,dita_document:096a6ca893da30b9ae37,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3941,dita_document:8d8070c8caac770ba461,dita_document:ba6a1a741db38429164b,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3968,dita_document:8d8070c8caac770ba461,dita_document:999f1abd4a21d3142f6c,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3976,dita_document:8d8070c8caac770ba461,dita_document:71aec0337a9d8669f64a,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,3996,dita_document:8d8070c8caac770ba461,dita_document:68d3f322cbc605db595d,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4026,dita_document:8d8070c8caac770ba461,dita_document:e4f3195e0b01524a89b5,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4046,dita_document:8d8070c8caac770ba461,dita_document:c5b38b7026b509aea92c,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4072,dita_document:8d8070c8caac770ba461,dita_document:5c0d94aa5e96dfd3af65,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4094,dita_document:8d8070c8caac770ba461,dita_document:5c9ffe697218e781298d,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4101,dita_document:8d8070c8caac770ba461,dita_document:ecba3fe4978c09864f65,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4120,dita_document:8d8070c8caac770ba461,dita_document:b265970f9c9092288390,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4136,dita_document:8d8070c8caac770ba461,dita_document:c370d002ac99297e91d6,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4156,dita_document:8d8070c8caac770ba461,dita_document:d9d0cfae25574e850ea4,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4172,dita_document:8d8070c8caac770ba461,dita_document:a0f2dcad2cdc05459ed7,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3551,4182,dita_document:8d8070c8caac770ba461,dita_document:bc9067bcb9cd9cb4e2a3,1.0,0.99989915,duplicate/semantic duplicate,all_notes_en_cluster_00073,all_notes_en_cluster_00073,all_notes_en_cluster_00073,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3552,3616,dita_document:c038096229c3b7bb0e09,dita_document:800b999e0bffe8761d46,1.0,0.99990684,duplicate/semantic duplicate,all_notes_en_cluster_00009,all_notes_en_cluster_00009,all_notes_en_cluster_00009,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3552,3637,dita_document:c038096229c3b7bb0e09,dita_document:1296dd8bbfd143134ad0,1.0,0.99990684,duplicate/semantic duplicate,all_notes_en_cluster_00009,all_notes_en_cluster_00009,all_notes_en_cluster_00009,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3552,3640,dita_document:c038096229c3b7bb0e09,dita_document:dd0c62134acd24bb51e5,1.0,0.99990684,duplicate/semantic duplicate,all_notes_en_cluster_00009,all_notes_en_cluster_00009,all_notes_en_cluster_00009,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,3617,dita_document:59c63f44ecf47cbeeeeb,dita_document:d62302d8a9079e8885d6,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,3632,dita_document:59c63f44ecf47cbeeeeb,dita_document:476afd34062985ab7c3f,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,3638,dita_document:59c63f44ecf47cbeeeeb,dita_document:8d3bff7d886813bf98b6,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,3916,dita_document:59c63f44ecf47cbeeeeb,dita_document:df56efb2864084f8bc7d,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,3998,dita_document:59c63f44ecf47cbeeeeb,dita_document:9d0cf5e3b1fb4ae56b85,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,4028,dita_document:59c63f44ecf47cbeeeeb,dita_document:b433b9e561b637a62cd1,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,4047,dita_document:59c63f44ecf47cbeeeeb,dita_document:14ec9c010211e744cf2d,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,4103,dita_document:59c63f44ecf47cbeeeeb,dita_document:f9948bf00340a9567b90,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,4158,dita_document:59c63f44ecf47cbeeeeb,dita_document:496d7470a0c86e637780,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3553,4174,dita_document:59c63f44ecf47cbeeeeb,dita_document:66082b9e73d0cbc91f38,1.0,0.9998992,duplicate/semantic duplicate,all_notes_en_cluster_00074,all_notes_en_cluster_00074,all_notes_en_cluster_00074,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3554,3633,dita_document:d46d559467c1d65124a2,dita_document:a9dbcbb8d7e9f65ca072,1.0,0.99987996,duplicate/semantic duplicate,all_notes_en_cluster_00010,all_notes_en_cluster_00010,all_notes_en_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3554,3653,dita_document:d46d559467c1d65124a2,dita_document:e853a65e4ff37ca7ccd8,1.0,0.99987996,duplicate/semantic duplicate,all_notes_en_cluster_00010,all_notes_en_cluster_00010,all_notes_en_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3554,4159,dita_document:d46d559467c1d65124a2,dita_document:00f23f83a4cbf416745a,1.0,0.9998702,duplicate/semantic duplicate,all_notes_en_cluster_00010,all_notes_en_cluster_00010,all_notes_en_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3564,3565,dita_document:55f67e183e66fec48886,dita_document:608e11aede6e4a6711b3,1.0,0.9990027,duplicate/semantic duplicate,all_notes_en_cluster_00010,all_notes_en_cluster_00010,all_notes_en_cluster_00010,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3570,dita_document:82832635b46d37b8659f,dita_document:ecbb952c579ee42ce552,1.0,0.9999318,duplicate/semantic duplicate,all_notes_en_cluster_00085,all_notes_en_cluster_00085,all_notes_en_cluster_00085,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3571,dita_document:82832635b46d37b8659f,dita_document:0a1502672868732c6d0c,1.0,0.9999318,duplicate/semantic duplicate,all_notes_en_cluster_00085,all_notes_en_cluster_00085,all_notes_en_cluster_00085,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3567,3573,dita_document:82832635b46d37b8659f,dita_document:919d4cff9d3c2cbef8e2,1.0,0.9999318,duplicate/semantic duplicate,all_notes_en_cluster_00085,all_notes_en_cluster_00085,all_notes_en_cluster_00085,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3577,dita_document:e6d742685490fcb4b0ce,dita_document:1c19f38908ba575cb2e8,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3608,dita_document:e6d742685490fcb4b0ce,dita_document:da176e134b72a7e9ddaa,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3610,dita_document:e6d742685490fcb4b0ce,dita_document:cc3ab58ca65118731fa6,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3623,dita_document:e6d742685490fcb4b0ce,dita_document:a176d5078e3b40c325b8,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3625,dita_document:e6d742685490fcb4b0ce,dita_document:b8e0fd13141014424628,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3627,dita_document:e6d742685490fcb4b0ce,dita_document:a1d7fe392c07a661457f,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3628,dita_document:e6d742685490fcb4b0ce,dita_document:7cd246e053675cb6f8db,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3909,dita_document:e6d742685490fcb4b0ce,dita_document:c203f3a293f4000b9bcd,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3910,dita_document:e6d742685490fcb4b0ce,dita_document:8661938853b02ddd9bfe,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3576,3911,dita_document:e6d742685490fcb4b0ce,dita_document:9a2f9463b8d4cfdd01d6,1.0,0.99989164,duplicate/semantic duplicate,all_notes_en_cluster_00139,all_notes_en_cluster_00139,all_notes_en_cluster_00139,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3696,dita_document:b83e7fcfdd6a94712e52,dita_document:d6a3bb68a0660ec51bd6,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3706,dita_document:b83e7fcfdd6a94712e52,dita_document:d949051f90bb7cb232d8,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3719,dita_document:b83e7fcfdd6a94712e52,dita_document:e4c350e29875770e758d,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3757,dita_document:b83e7fcfdd6a94712e52,dita_document:d58471bfed195c7dc794,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3766,dita_document:b83e7fcfdd6a94712e52,dita_document:37e97f301d96a1b09daf,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3776,dita_document:b83e7fcfdd6a94712e52,dita_document:cf0ad499b40892f0ef63,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3885,dita_document:b83e7fcfdd6a94712e52,dita_document:e37285414e1839754b8b,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3891,dita_document:b83e7fcfdd6a94712e52,dita_document:4815933398cf14a3ea67,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3903,dita_document:b83e7fcfdd6a94712e52,dita_document:6f85b7955462ece7f474,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,3955,dita_document:b83e7fcfdd6a94712e52,dita_document:20aed549a30620e756f2,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,4019,dita_document:b83e7fcfdd6a94712e52,dita_document:eac558f5d3a2c78ae54b,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,4032,dita_document:b83e7fcfdd6a94712e52,dita_document:edab5e111ffd9e979418,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,4113,dita_document:b83e7fcfdd6a94712e52,dita_document:42ba635027b101806476,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3581,4164,dita_document:b83e7fcfdd6a94712e52,dita_document:f84b2cc9b5e69f7aa9a3,1.0,0.99989295,duplicate/semantic duplicate,all_notes_en_cluster_00246,all_notes_en_cluster_00246,all_notes_en_cluster_00246,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3582,3585,dita_document:9f09fa97d93084fcc11c,dita_document:ceb4a094e0e88f6fe5a6,1.0,0.9999024,duplicate/semantic duplicate,all_notes_en_cluster_00461,all_notes_en_cluster_00461,all_notes_en_cluster_00461,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3582,3697,dita_document:9f09fa97d93084fcc11c,dita_document:cde0b4ae2183b23e4eb5,1.0,0.9999024,duplicate/semantic duplicate,all_notes_en_cluster_00461,all_notes_en_cluster_00461,all_notes_en_cluster_00461,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3582,3886,dita_document:9f09fa97d93084fcc11c,dita_document:c5f6a03de5d062fcbe9c,1.0,0.9999024,duplicate/semantic duplicate,all_notes_en_cluster_00461,all_notes_en_cluster_00461,all_notes_en_cluster_00461,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3582,3904,dita_document:9f09fa97d93084fcc11c,dita_document:d21a25cd52dcab48ee66,1.0,0.9999024,duplicate/semantic duplicate,all_notes_en_cluster_00461,all_notes_en_cluster_00461,all_notes_en_cluster_00461,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3582,4020,dita_document:9f09fa97d93084fcc11c,dita_document:8982047ec9f82b6848a4,1.0,0.9999024,duplicate/semantic duplicate,all_notes_en_cluster_00461,all_notes_en_cluster_00461,all_notes_en_cluster_00461,yes,Normalized node text is identical.,False,cross_encoder,not_needed
3582,4114,dita_document:9f09fa97d93084fcc11c,dita_document:9f070b9523a293934279,1.0,0.9999024,duplicate/semantic duplicate,all_notes_en_cluster_00461,all_notes_en_cluster_00461,all_notes_en_cluster_00461,yes,Normalized node text is identical.,False,cross_encoder,not_needed
