dataset,node_id,cluster_id,is_in_duplicate_cluster,cluster_size,body_type,node_type,article_path,article_title,document_type,language,word_count,content_hash,text
KMT all_notes EN,dita_document:7bbb4b0fbe5c19b947bf,all_notes_en_cluster_00612,yes,2,conbody,dita_document,KA-01396_note_0003.dita,Callout,dita_common_node,,21,2969e9ef949574d29c74b7bb079f5e82bdbd933e,"Callout Example Line 1: Name Line 2: Civic address Line 3: City, 2-letter provincial or territorial code, Postal Code and Country"
KMT all_notes EN,dita_document:a439f4a0d4d49288b434,all_notes_en_cluster_00693,yes,2,conbody,dita_document,KA-01396_note_0004.dita,Note,dita_common_node,,31,e79169ca8b20bddb87aa80514ff4c00eb4c32797,"Note Note: If you are copying and pasting the information from ITRDS , you must ensure that you move the Postal Code and Country to the line with the City and Province."
KMT all_notes EN,dita_document:0bfe9b0fc566e71d5d4e,,no,,conbody,dita_document,KA-01396_note_0005.dita,Note,dita_common_node,,20,79320102fdbc117558579430e3c8841f87ae0a64,"Note Note: CPMS uses the term ""region code"", while ITRDS uses the term ""OCON"" to refer to the same number."
KMT all_notes EN,dita_document:7e40af08c5e9b71283bf,,no,,conbody,dita_document,KA-01396_note_0006.dita,Note,dita_common_node,,16,985e6a5fda4054ad9bcdc0bf5b0521c397606b53,Note Note: The payment is not recorded under the SIN in the Standard Payment System (SPS).
KMT all_notes EN,dita_document:bf2d0ddce54231b3cfd6,,no,,conbody,dita_document,KA-01396_note_0007.dita,Callout,dita_common_node,,38,90eae7306cd5fbf3952cce793db81cb594485992,"Callout Examples For a child under the age of 18 (-18 child) child's benefit, enter the payee's Client ID, not that of the child. For a DTH benefit, enter the payee's Client ID, not that of the deceased."
KMT all_notes EN,dita_document:eba07b9c71104a5b1f79,,no,,conbody,dita_document,KA-01396_note_0008.dita,Note,dita_common_node,,13,6f20192351a48dadd1db1c5226d2a4397b38e51f,Note Note: The payment will be issued under this Client ID in SPS.
KMT all_notes EN,dita_document:dc44d305ae8473a27151,all_notes_en_cluster_00548,yes,2,conbody,dita_document,KA-01396_note_0009.dita,Note,dita_common_node,,17,550c730c305a5807ba0a9cc52d5c66753334fe94,Note Note: The Payee information section is repeated on Page 2 of the ISP-1669-CPP or ISP-1669-IO form.
KMT all_notes EN,dita_document:cff29d2abb95f9f235fd,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0010.dita,Note,dita_common_node,,38,69b530a9222a633ef1a8f7121a0a64c7e8844b0b,"Note Note: If you change the region code or OCON after selecting the benefit, only the first row in the Payables (Debit) section will update accordingly. You must re-select the payable for the Cost Centre section to update."
KMT all_notes EN,dita_document:e3d67a0b21ac1b3f31b2,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0011.dita,Note,dita_common_node,,38,847560df885b4ceee1b937805016f6e52cb125fe,"Note Note: If you change the region code or OCON after selecting the payable, only the first row in the Payables (Debit) section will update accordingly. You must re-select the payable for the Client Dept. Office to update."
KMT all_notes EN,dita_document:4c2bc4f72310caf55ebe,all_notes_en_cluster_00451,yes,2,conbody,dita_document,KA-01396_note_0012.dita,Note,dita_common_node,,23,3b50f0b0f05689f654c7a4e445ea9eda8c61b765,Note Note: Do not use this section if you are refunding a receivable or withhold. You should be using the payable section above.
KMT all_notes EN,dita_document:3908361bd7573f52b236,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0013.dita,Note,dita_common_node,,41,042847f3edff385f99033bc8fec5465d0bef7ae9,"Note Note: If you change the region code or OCON after selecting the receivable or withhold, only the first row in the Payables (Debit) section will update accordingly. You must re-select the receivable or withhold for the Cost Centre to update."
KMT all_notes EN,dita_document:5ec05c5a75d59bf7130f,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0014.dita,Note,dita_common_node,,42,a2ce8a73ccab06538715b9c78f20a3b4ec786e0a,"Note Note: If you change the region code or OCON after selecting the receivable or withhold, only the first row in the Payables (Debit) section will update accordingly. You must re-select the receivable or withhold for the Client Dept. Office to update."
KMT all_notes EN,dita_document:f584d257910784270cf2,all_notes_en_cluster_00652,yes,2,conbody,dita_document,KA-01396_note_0015.dita,Note,dita_common_node,,41,5347afb71872bc80cadae7579b6bd184af1835a4,"Note Warning: Validate the information on the requisition form to ensure it is accurate and complete. Once you digitally sign the form, all the information you entered is locked and can no longer be changed unless you clear your signature first."
KMT all_notes EN,dita_document:8938baa8be0a6cadfa7c,,no,,conbody,dita_document,KA-01396_note_0016.dita,Note,dita_common_node,,26,c30e4a43a5134b476434b75a8565436b7a436c38,Note Note : The RRQ percentage is located by expanding the Benefit Type hyperlink in the ITRDS Benefit screen. The field is displayed as Program Portion (%) RRQ .
KMT all_notes EN,dita_document:1cc3bddf77f5e16f1ad9,,no,,conbody,dita_document,KA-01396_note_0017.dita,Note,dita_common_node,,38,02e47c57b891180f5395c4f1d2321675b61c650b,"Note Warning: Data entry into Cúram is required when a manual priority payment is issued. During the cutover period, you must retain a copy of any issued priority payments to perform the data entry when Cúram is available"
KMT all_notes EN,dita_document:3656e89834e14a3c1cf9,all_notes_en_cluster_00362,yes,2,conbody,dita_document,KA-01396_note_0018.dita,Note,dita_common_node,,40,f48522c6c299dea2bf474bf4f861dd48c87f5fe0,"Note Note: When preparing, verifying, and approving a manual priority payment electronically, your digital signature is added in the appropriate field. For more information, refer to Digital Signatures - How to Guide External link . Digital Signatures - How to Guide Digital Signatures - How to Guide"
KMT all_notes EN,dita_document:fcf1fd4e01a70a324449,all_notes_en_cluster_00612,yes,2,conbody,dita_document,KA-01396_note_0019.dita,Callout,dita_common_node,,21,2969e9ef949574d29c74b7bb079f5e82bdbd933e,"Callout Example Line 1: Name Line 2: Civic address Line 3: City, 2-letter provincial or territorial code, Postal Code and Country"
KMT all_notes EN,dita_document:ecb7b2bc3b1d18acc3ca,all_notes_en_cluster_00693,yes,2,conbody,dita_document,KA-01396_note_0020.dita,Note,dita_common_node,,32,a99b5da8bb8d595986dc1812961a157ba395f00c,"Note Note: If you are copying and pasting the information from the system, you must ensure that you move the Postal Code and Country to the line with the City and Province."
KMT all_notes EN,dita_document:23d6e041a9e0968ca09f,all_notes_en_cluster_00227,yes,2,conbody,dita_document,KA-01396_note_0021.dita,Note,dita_common_node,,23,dc315bbac941a1ff6b1132739f27bdfa7cfee101,Note Note: The payment will be issued under the SIN or OAS/IA account number if the client does not have a SIN.
KMT all_notes EN,dita_document:1dccb273ab057d995635,all_notes_en_cluster_00227,yes,2,conbody,dita_document,KA-01396_note_0022.dita,Note,dita_common_node,,22,2ba3eb331f577767af46c7604aa54635fac31df0,Note Note: The payment will be issued under the Client ID when a SIN or OAS/IA account number does not exist.
KMT all_notes EN,dita_document:65756433f60c63c1f802,all_notes_en_cluster_00548,yes,2,conbody,dita_document,KA-01396_note_0023.dita,Note,dita_common_node,,17,c4a1403859c32666431097b3af26acd6893552a8,Note Note: The Payee information section is repeated on Page 2 of the ISP-1669-OAS or ISP-1669-IO form.
KMT all_notes EN,dita_document:c03516effd7f51c197db,,no,,conbody,dita_document,KA-01396_note_0024.dita,Note,dita_common_node,,29,4735de5dc35d10ab948ec58077aec52613ead7a0,"Note Note: Once the priority payment is approved and updated and you have the Payment Reference Number, you must enter it in Cúram accordingly to amend the tax slip."
KMT all_notes EN,dita_document:c99fbfbabce7c82287e2,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0025.dita,Note,dita_common_node,,35,e2007daed49a6ef7908031eec89d36949b6251a4,"Note Note: If you change the OCON after selecting the benefit, only the first row in the Payables (Debit) section will update accordingly. You must re-select the payable for the Cost Centre section to update."
KMT all_notes EN,dita_document:9389cd26c07cb77845e3,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0026.dita,Note,dita_common_node,,35,1744af8425e9f325d69edc905c8f8292e1ae47f4,"Note Note: If you change the OCON after selecting the benefit, only the first row in the Payables (Debit) section will update accordingly. You must re-select the payable for the Client Dept. Office to update."
KMT all_notes EN,dita_document:dfaa20a57f56763db3b6,all_notes_en_cluster_00451,yes,2,conbody,dita_document,KA-01396_note_0027.dita,Note,dita_common_node,,23,3b50f0b0f05689f654c7a4e445ea9eda8c61b765,Note Note: Do not use this section if you are refunding a receivable or withhold. You should be using the payable section above.
KMT all_notes EN,dita_document:84d339e3c22584819569,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0028.dita,Note,dita_common_node,,38,e8cda3aef20c901eb034cb0f53f8fb65c8eadf33,"Note Note: If you change the OCON after selecting the receivable or withhold, only the first row in the Payables (Debit) section will update accordingly. You must re-select the receivable or withhold for the Cost Centre to update."
KMT all_notes EN,dita_document:7b49db43d00272f43069,all_notes_en_cluster_00376,yes,8,conbody,dita_document,KA-01396_note_0029.dita,Note,dita_common_node,,39,b4010bfa5c889630ebccaa34af17a9c77922260e,"Note Note: If you change the OCON after selecting the receivable or withhold, only the first row in the Payables (Debit) section will update accordingly. You must re-select the receivable or withhold for the Client Dept. Office to update."
KMT all_notes EN,dita_document:8dcc088e881d26a3b40e,all_notes_en_cluster_00652,yes,2,conbody,dita_document,KA-01396_note_0030.dita,Note,dita_common_node,,41,5347afb71872bc80cadae7579b6bd184af1835a4,"Note Warning: Validate the information on the requisition form to ensure it is accurate and complete. Once you digitally sign the form, all the information you entered is locked and can no longer be changed unless you clear your signature first."
KMT all_notes EN,dita_document:acdf40e239f64a26bd65,,no,,conbody,dita_document,KA-01405_note_0001.dita,Note,dita_common_node,,16,85dd560d6d1ef33faea91a13ee0b9777cf87d58b,Note Note: You can only reinstate the account after you have received and verified the information.
KMT all_notes EN,dita_document:910c8361642e3eb16c25,,no,,conbody,dita_document,KA-01409_note_0001.dita,Note,dita_common_node,,16,57ac3263503aeec9ef0ced2dfa9ea31e5219059b,"Note Note: If the Institution number has only 3 digits, add a 0 at the beginning."
KMT all_notes EN,dita_document:5981510dbcd9ccfc5f54,,no,,conbody,dita_document,KA-01410_note_0001.dita,Note,dita_common_node,,15,8fbd847171d193b9ee83412796d5a3d10091a41c,Note Reminder: Review the results when you have completed all adjustments to the supplementary payable.
KMT all_notes EN,dita_document:306cc10d437b22686134,all_notes_en_cluster_00182,yes,13,conbody,dita_document,KA-01412_note_0001.dita,Note,dita_common_node,,24,51c87e535f63a2a69f117cc2e5c8c221c0ea4f07,"Note Disclaimer: This procedure has been adapted for OAS migration to ITRDS. For procedural information prior to migration, refer to your existing guidance material."
KMT all_notes EN,dita_document:f613f21ca2fd65fe3f44,all_notes_en_cluster_00403,yes,2,conbody,dita_document,KA-01412_note_0002.dita,Note,dita_common_node,,29,8696ee0e8f4ddfa42f6125f150290c24acbf895f,"Note Note: You can modify the Tombstone Information from this screen. To modify any other field, you must navigate to the appropriate data capture section by clicking Next Section ."
KMT all_notes EN,dita_document:db0f297fbb8f0fab8d30,,no,,conbody,dita_document,KA-01412_note_0003.dita,Note,dita_common_node,,33,4288caab25619787de548b0c34402629bbc1488b,"Note Note: You can enter multiple event types for a session if each event has the same effective date. If the event dates are different, you must enter the events in separate sessions."
KMT all_notes EN,dita_document:0aff8d7d8a9c89957dab,,no,,conbody,dita_document,KA-01412_note_0004.dita,Note,dita_common_node,,21,e5b25cebf4d8bd9b116c587f30e73b73689de503,Note Note: If Other Pension or Annuity is selected: Specify the source. Select Yes or No for Exclude from Block 2?
KMT all_notes EN,dita_document:fccd4b6b9769d07530f2,,no,,conbody,dita_document,KA-01412_note_0005.dita,Note,dita_common_node,,21,b4952a892c1460d990c1cc92de9e73d02acd1cfe,"Note Note: Payment frequency will default to Monthly . However, if Employment Insurance is selected, the payment frequency will default to Weekly ."
KMT all_notes EN,dita_document:f50832d20f19e83f283d,all_notes_en_cluster_00768,yes,2,conbody,dita_document,KA-01412_note_0006.dita,Note,dita_common_node,,26,bc3136fc17aa02e6874e2c62b42e50e6412b3fc5,Note Note: If multiple irregular payments were received from the same income source: Click Add . Complete the fields as above to add the next payment(s).
KMT all_notes EN,dita_document:e488045fa79849157aaf,all_notes_en_cluster_00768,yes,2,conbody,dita_document,KA-01412_note_0007.dita,Note,dita_common_node,,27,1263a4e6d8ff87c5273ad34ac22bbbae3f185478,Note Note: If multiple lump sum payments were received from the same income source: Click Add . Complete the fields as above to add the next payment(s).
KMT all_notes EN,dita_document:02bc742997846cf1fa00,all_notes_en_cluster_00026,yes,2,conbody,dita_document,KA-01412_note_0008.dita,Note,dita_common_node,,22,ed09534a884cfda735bd1f4f95d1fe42e8d12fb7,"Note Note: If the following 2 fields are populated, the combined total must equal the amount in the Total Employment Income field."
KMT all_notes EN,dita_document:639bcdb5f90c581c0368,all_notes_en_cluster_00026,yes,2,conbody,dita_document,KA-01412_note_0009.dita,Note,dita_common_node,,22,ed09534a884cfda735bd1f4f95d1fe42e8d12fb7,"Note Note: If the following 2 fields are populated, the combined total must equal the amount in the Total Employment Income field."
KMT all_notes EN,dita_document:4d680161fc1b3e9719c1,,no,,conbody,dita_document,KA-01412_note_0010.dita,Note,dita_common_node,,17,62cf96bd387cd10db422554de32baa7794077b20,"Note Note: If additional other income was received, complete the fields as above for each income type."
KMT all_notes EN,dita_document:3fc17d3306cf21d8a0ed,all_notes_en_cluster_00403,yes,2,conbody,dita_document,KA-01412_note_0011.dita,Note,dita_common_node,,29,8696ee0e8f4ddfa42f6125f150290c24acbf895f,"Note Note: You can modify the Tombstone Information from this screen. To modify any other field, you must navigate to the appropriate data capture section by clicking Next Section ."
KMT all_notes EN,dita_document:3995b3ad105d556e7e5b,,no,,conbody,dita_document,KA-01412_note_0012.dita,Note,dita_common_node,,36,2c7c526c653d40ba933369f237b07fa56bb06c32,"Note WARNING: Clicking Submit will send the estimate details for processing by ITRDS. Before doing so, you must ensure that you have reviewed the calculation results and warnings and confirmed that they are complete and accurate."
KMT all_notes EN,dita_document:72310bd4e0538ea280b6,,no,,conbody,dita_document,KA-01412_note_0013.dita,Note,dita_common_node,,17,9d4918e79af28d2fa0e50860b670af7866c5e190,Note WARNING: Calculating an option on an account could affect the benefit entitlement of an interrelated account.
KMT all_notes EN,dita_document:6a5ae4404f05f7d0d723,,no,,conbody,dita_document,KA-01414_note_0001.dita,Note,dita_common_node,,19,f500f4d6f7711f7bb9c25e1dabdd562f7fa2007e,Note Note: Some situations will require tax slips to be manually generated from E-Forms to be printed and mailed.
KMT all_notes EN,dita_document:d470aa08e438e6e29e11,,no,,conbody,dita_document,KA-01414_note_0002.dita,Note,dita_common_node,,22,10d2878f543fc5925abf3c28863e18b51356e024,"Note Note: If the arrears payment was cancelled because of non-entitlement, do not complete the notional tax block on the tax screen."
KMT all_notes EN,dita_document:c878f2b269bba093ce42,all_notes_en_cluster_00750,yes,2,conbody,dita_document,KA-01414_note_0003.dita,Note,dita_common_node,,29,031b0e3262055aedd9440e119406914fd9b7da18,"Note Note: You must print a duplicate T4A, NR4 or credit slip and put it away to the client's file when you issue a manual tax slip using E-Forms."
KMT all_notes EN,dita_document:e22ba809259a72d491e4,all_notes_en_cluster_00750,yes,2,conbody,dita_document,KA-01414_note_0004.dita,Note,dita_common_node,,28,95803396080679005a395fb9379c995ebcc3f4dd,"Note Note: You must print a duplicate T4, NR4 or credit slip and put it away to the client's file when you issue a manual slip using e-forms."
KMT all_notes EN,dita_document:53f4fd37bfb44c1fbd03,,no,,conbody,dita_document,KA-01414_note_0005.dita,Note,dita_common_node,,27,0cf328c64dd943bc09ffa561d69295cdda2e94f0,"Note Note: Tax season is a good time to update client records in ITRDS . Before creating a tax or credit slip, verify the client's name and address."
KMT all_notes EN,dita_document:b01fa5d828324d89d40b,,no,,conbody,dita_document,KA-01414_note_0006.dita,Note,dita_common_node,,32,aabe16c3185052fbaa7f0a6f38ae6e24f9f464d6,"Note Note: If the client was in receipt of income-tested benefits while living abroad, two NR4s will need to be created, one for the OAS pension and one for the income-tested benefit."
KMT all_notes EN,dita_document:3e81022962a985526abb,,no,,conbody,dita_document,KA-01414_note_0007.dita,Note,dita_common_node,,28,2755416c7c15f08cd59012eec8536c3b1ad643d9,"Note Note: If an NR4 (ITB) was generated for a period where the client was in Canada, the NR4 (ITB) may need to be cancelled rather than amended."
KMT all_notes EN,dita_document:6794ea6f7ba137db2ab8,,no,,conbody,dita_document,KA-01420_note_0001.dita,Note,dita_common_node,,39,c4361477e8410cbbf47755b60c7d25784147d091,"Note Note: If the applicant's name requires clarification, contact the applicant by telephone to confirm the name in ITRDS is valid. Request Documentation or Information by Phone or Mail (Action) Request Documentation or Information by Phone or Mail (Action)"
KMT all_notes EN,dita_document:d11b54b1fd7a0e427ce2,,no,,conbody,dita_document,KA-01433_note_0001.dita,Note,dita_common_node,,128,b69b07cd47601f511a82623973848d8b21d6cc56,"Note Note: You will need the Development - Death (ISS-4510) letter if any of the following situations apply: Information is missing on the Application for CPP Death Benefit (ISP-1200) form or the XXX/Canada Agreement - Application for Canadian Old Age, Retirement and Survivor's Benefits (ISP-5054-XXX) form that is required to determine: if the applicant is the eligible payee; or the amount payable. You have doubts regarding the documents or statements accuracy (e.g. more than one person is named on the funeral contract or invoice and they have not submitted a DTH application). Statements are missing from an eligible applicant based on the order of priority. If additional guidance is required, send an enquiry via the National Business Expertise Tool (NEXO) Internal link . National Business Expertise Tool National Business Expertise Tool"
KMT all_notes EN,dita_document:63c138ffcd305a71fdee,,no,,conbody,dita_document,KA-01433_note_0002.dita,Note,dita_common_node,,40,a7d63ec336b991a51994899b920b67f023a2054f,"Note Note: The executor, administrator, individual or institution responsible for the funeral expenses, or the spouse or common-law partner can also choose the option not to apply by completing question D2 on the Application for CPP Death Benefit (ISP-1200) form."
KMT all_notes EN,dita_document:5565e3bd1c68ee9611a2,,no,,conbody,dita_document,KA-01439_note_0001.dita,Note,dita_common_node,,36,2ff27355385434236b0cd8531bdfa8756d022207,Note Updated Note: If you identify accounts that may cause a mispayment or hardship to a client; you must request the accounts be consolidated by sending a ticket to the National Service Desk National Service Desk
KMT all_notes EN,dita_document:2ba23910cbc3c870ef68,,no,,conbody,dita_document,KA-01441_note_0001.dita,Note,dita_common_node,,32,c1ff62c51710b4064200d1b022f8e7c30a3e6bbf,Note Warning: An assistance measure can only be verified if there is a current request of information of a client. Verifying assistants without a request for information may constitute a privacy breach.
KMT all_notes EN,dita_document:2cb545e8dcd727dff7ae,,no,,conbody,dita_document,KA-01441_note_0002.dita,Note,dita_common_node,,23,c3a0890ec58bd3cf359a669653083158c9696102,"Note Note: If the security code was provided over 72 hours ago, you must contact the assistant to obtain a new security code."
KMT all_notes EN,dita_document:a4062f64f30f34256659,,no,,conbody,dita_document,KA-01442_note_0001.dita,Note,dita_common_node,,23,cb6ab8bf99545722006c65c4e644f4d1faf991d2,Note Note: Written statements cannot be accepted as substitutes when the POA or mandate document does not meet the provincial or territorial law.
KMT all_notes EN,dita_document:39403762645d83fc9325,,no,,conbody,dita_document,KA-01442_note_0002.dita,Note,dita_common_node,,16,6565723bc53908315dd4f6b7bd4d8e73d80a0bbf,Note Note: Most provinces have POA or mandate kits with pre-printed forms and instructions for completion.
KMT all_notes EN,dita_document:7a243ab882b66992a280,,no,,conbody,dita_document,KA-01442_note_0003.dita,Note,dita_common_node,,58,fd9f466a3c4ef097ae9ee35ff422282103d55d91,"Note Note: Prior to April 3, 1995, POA documents issued in Ontario required only one witness. These POA documents remain valid for OAS and CPP purposes. For more information on the legal requirements of a POA, Power of Attorney Legislation by Provincial or Territorial Statutes (Work Tool) Power of Attorney Legislation by Provincial or Territorial Statutes (Work Tool)"
KMT all_notes EN,dita_document:5c25a8c112e9a66d02cf,all_notes_en_cluster_00513,yes,2,conbody,dita_document,KA-01445_note_0001.dita,Note,dita_common_node,,89,69642fddf67d28508a3c27b6bcc57ba774dcd19d,"Note Note: There are religious organizations approved to receive client payments directly into the organization's bank account. We continue to approve these requests for existing and new clients. If you receive a request from a client or their representative and you do not know if the organization is approved to receive client payments, submit an enquiry to your regional Business Expertise team via the Business Expertise Request Tool Internal link (BERT). Your enquire will be escalated to Business Operations, if applicable. Business Expertise Request Tool Business Expertise Request Tool"
KMT all_notes EN,dita_document:3fd49f6ed45762123347,all_notes_en_cluster_00206,yes,3,conbody,dita_document,KA-01445_note_0002.dita,Note,dita_common_node,,23,bfee09d73e925b43d6b17d95832d270261ecfa8a,Note Warning: This procedure has been archived. Click Previous Versions at the bottom of this article and select Version 1.5 if required.
KMT all_notes EN,dita_document:81dcac444297734cb20b,all_notes_en_cluster_00179,yes,5,conbody,dita_document,KA-01445_note_0003.dita,Note,dita_common_node,,91,102516342737c5f80302ed686dc614a889bf3544,"Note Warning: Changing the date on a child's account will affect the payee. Enter the Start Date of the address to be equal to: the first day of the first accounting month following the child's 18th birthday; or the first day of the first accounting month you want to pay the -18 child. This applies if you are paying the -18 child directly. The Start Date determines the End Date for the existing payee. If these dates are not used, the previous payee will continue to receive the child's payment on their behalf."
KMT all_notes EN,dita_document:6bb1e603c62f1302c946,,no,,conbody,dita_document,KA-01445_note_0004.dita,Note,dita_common_node,,16,8380ed91e21027d5903472a7a44db30383b77dea,Note Note: Use the sample void cheque below to help you enter the direct deposit information.
KMT all_notes EN,dita_document:43a141aba84c3b20e4b4,,no,,conbody,dita_document,KA-01445_note_0005.dita,Note,dita_common_node,,81,131d2d22267b96244fe3f98fa573aea1ed590e22,"Note Note: If the account number provided by the client does not correspond to the standard account number format, advise the client to confirm the account number with their financial institution and to call back. The client can also send in a completed Request for Direct Deposit in Canada, Canada Pension Plan and Old Age Security (ISP-1011) form or Direct Deposit Request Form (PWGSC-TPSGC 8001). You must mail the request form to clients who state they wish to complete a form."
KMT all_notes EN,dita_document:54bca850869a24b52340,,no,,conbody,dita_document,KA-01445_note_0006.dita,Note,dita_common_node,,36,8cb764dac57e3e12957fe8a0109825f7364feec6,Note Note: You must confirm the name if the void cheque does not display the client's name or the client did not provide account holder name(s) on their paper application or direct deposit request form.
KMT all_notes EN,dita_document:5687562bdae6456eb1e5,all_notes_en_cluster_00298,yes,2,conbody,dita_document,KA-01445_note_0007.dita,Note,dita_common_node,,19,410b40f28c03b11500f063cb161c1fa23b10d457,Note Warning: The Direct Deposit and Address Information Sharing Initiative is on hold indefinitely. Do not check the box.
KMT all_notes EN,dita_document:2a60567ccea1774a3795,all_notes_en_cluster_00298,yes,2,conbody,dita_document,KA-01445_note_0008.dita,Note,dita_common_node,,19,410b40f28c03b11500f063cb161c1fa23b10d457,Note Warning: The Direct Deposit and Address Information Sharing Initiative is on hold indefinitely. Do not check the box.
KMT all_notes EN,dita_document:38ce0c0257d8e358513c,,no,,conbody,dita_document,KA-01445_note_0009.dita,Note,dita_common_node,,21,01873c680d58842c2fc3a1366e9b8d3e3ba78a3b,"Note Note: You must also indicate the name of the authorized person who has requested the direct deposit change, if applicable."
KMT all_notes EN,dita_document:922b2b6fb6bf09f43c5f,,no,,conbody,dita_document,KA-01446_note_0001.dita,Note,dita_common_node,,36,260be4b33f7fdb081fddd7441ee8f2b2daa58f17,Note Note: All ISP-3506 and ISP-3507 forms must be accompanied by the Certificate of Incapability-OAS/CPP (ISP-3505) form. Validate a Certificate of Incapability - OAS/CPP (ISP-3505) Form (Action) Validate a Certificate of Incapability - OAS/CPP (ISP-3505) Form (Action)
KMT all_notes EN,dita_document:113457b0cf2dc364276e,,no,,conbody,dita_document,KA-01446_note_0002.dita,Note,dita_common_node,,77,4f68ccd8eeffe005454f9203b1f11f99657e421a,Note Note: All Agreement to administer benefits under the Old Age Security Act and/or the Canada Pension Plan by a Private Trustee (ISP-3506) and Agreement to administer benefits under the Old Age Security Act and/or the Canada Pension Plan by an Agency or Institution (ISP-3507) forms must be accompanied by the Certificate of Incapability-OAS/CPP (ISP-3505) form. Validate a Certificate of Incapability - OAS/CPP (ISP-3505) Form (Action) Validate a Certificate of Incapability - OAS/CPP (ISP-3505) Form (Action)
KMT all_notes EN,dita_document:65fe36c6786e66c5cd30,all_notes_en_cluster_00348,yes,10,conbody,dita_document,KA-01446_note_0003.dita,Note,dita_common_node,,11,a4a61d3461b5e2a5571a3739dc1412f89b74fd14,"Note Note: The client's title (e.g. Mr. , Mrs. ) is optional."
KMT all_notes EN,dita_document:85ab29e46791fbe28bc1,all_notes_en_cluster_00638,yes,2,conbody,dita_document,KA-01446_note_0004.dita,Note,dita_common_node,,35,8ea4d40467136c51f07eabf4d3ad4db95883c78c,"Note Note: If the client is homeless, the person completing the form must confirm that the client is living in Canada by providing the name of the community and the province where the client resides."
KMT all_notes EN,dita_document:65f8af694eb7c1e234df,,no,,conbody,dita_document,KA-01446_note_0005.dita,Note,dita_common_node,,43,1f39346afdc5f89d4f1310967bc0855c39afaeed,"Note Note: If the same individual has signed both the ISP-3505 and the ISP-3506 forms and they are not a municipality, return both forms to the originating organization, explaining that you cannot process the agreement if the same individual has signed both forms."
KMT all_notes EN,dita_document:b402ceee4822947e1d10,all_notes_en_cluster_00348,yes,10,conbody,dita_document,KA-01446_note_0006.dita,Note,dita_common_node,,11,a4a61d3461b5e2a5571a3739dc1412f89b74fd14,"Note Note: The client's title (e.g. Mr. , Mrs. ) is optional."
KMT all_notes EN,dita_document:7d0ee270a34c2b460b04,,no,,conbody,dita_document,KA-01446_note_0007.dita,Note,dita_common_node,,42,7d4c607d820d90790da12dd91266e4fc141790ad,"Note Note: If the same individual has signed both the ISP-3505 and ISP-3507 forms and they are not a municipality, return both forms to the originating organization, explaining that you cannot process the agreement if the same individual has signed both forms."
KMT all_notes EN,dita_document:d8383f7e8d5b9f6e417d,,no,,conbody,dita_document,KA-01453_note_0001.dita,Note,dita_common_node,,28,6910e1ca06c78cdaf1bc52e56064c1da47182ffe,Note Note: Interrelationships are very important when processing an SVR pension. Ensure that the correct spouses or common-law partners are interrelated before processing the SVR pension data capture.
KMT all_notes EN,dita_document:ef9c5039107ed47f3849,all_notes_en_cluster_00554,yes,4,conbody,dita_document,KA-01453_note_0002.dita,Note,dita_common_node,,8,112c6827a38c161057f66b4d2a13064fbfe98199,Note Warning: You cannot modify the non-resident periods.
KMT all_notes EN,dita_document:3948804f58708d838fd2,,no,,conbody,dita_document,KA-01453_note_0003.dita,Note,dita_common_node,,59,2a278ab09daa3c8cd774a6960cd8f19b327b0aca,"Note Note: If the survivor does not have a SIN, you cannot add interim earnings to the deceased contributor's account. Add will also not be displayed. Instead, enter the interim earnings on the deceased contributor's account. Access the Contributions screen to add interim earnings before performing an SVR pension data capture. Earnings—Add or Modify (Action) Earnings—Add or Modify (Action)"
KMT all_notes EN,dita_document:a442cf8cb620d43b0632,all_notes_en_cluster_00239,yes,4,conbody,dita_document,KA-01453_note_0004.dita,Note,dita_common_node,,131,3722a2210fc05154cd77df3f737509e3884a641d,"Note Warning: If the client is already in pay for a CPP benefit, do not use this field as a pre-existing Federal Voluntary Tax Withhold (FVTW) may be overridden. Instead, click CPMS and review the Federal Voluntary Tax in the Withholds section. Call the client to confirm the amount of the FVTW if it differs from the amount on the application. Refer to Authenticate a Client or an Authorized Representative During a Phone Call (Action) . Complete the Federal Voluntary Tax Withhold screen in CPMS and Authenticate a Client or an Authorized Representative During a Phone Call (Action) Federal Voluntary Tax Withhold—Add, Modify, Stop or Delete in CPMS (Action) Authenticate a Client or an Authorized Representative During a Phone Call (Action) Federal Voluntary Tax Withhold—Add, Modify, Stop or Delete in CPMS (Action)"
KMT all_notes EN,dita_document:eca01bb188536bdf9b4b,all_notes_en_cluster_00030,yes,13,conbody,dita_document,KA-01453_note_0005.dita,Note,dita_common_node,,15,bb89324dfc1f4989ac03767d3da3d22e86498669,Note Note: Proof of birth is not required in order to force deny an application
