item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,cluster_id,item1_cluster_id,item2_cluster_id,same_duplicate_cluster,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item1_text,item2_text
3590,3831,dita_document:ae270fe4f4857f5ae1ed,dita_document:0100fccbac7c255aaa32,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05116_note_0020.dita,Note,,,KA-05116_note_0020.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3962,dita_document:ae270fe4f4857f5ae1ed,dita_document:b59afca23dd69b6af530,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05129_note_0004.dita,Note,,,KA-05129_note_0004.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3963,dita_document:ae270fe4f4857f5ae1ed,dita_document:b4c2dcba6eeb88b757da,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05129_note_0005.dita,Note,,,KA-05129_note_0005.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3964,dita_document:ae270fe4f4857f5ae1ed,dita_document:f3f463d2260e312d021c,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05129_note_0006.dita,Note,,,KA-05129_note_0006.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3965,dita_document:ae270fe4f4857f5ae1ed,dita_document:0943d61f889611550a39,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05129_note_0007.dita,Note,,,KA-05129_note_0007.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3966,dita_document:ae270fe4f4857f5ae1ed,dita_document:db671ec0277b82c4974d,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05129_note_0008.dita,Note,,,KA-05129_note_0008.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3971,dita_document:ae270fe4f4857f5ae1ed,dita_document:3168a6a7938925faa266,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05130_note_0001.dita,Note,,,KA-05130_note_0001.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3972,dita_document:ae270fe4f4857f5ae1ed,dita_document:dcba9935cab472d9965a,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05130_note_0002.dita,Note,,,KA-05130_note_0002.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3974,dita_document:ae270fe4f4857f5ae1ed,dita_document:e65b3e7152687bafad85,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05130_note_0004.dita,Note,,,KA-05130_note_0004.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3990,dita_document:ae270fe4f4857f5ae1ed,dita_document:75f4e561a46bf4c8f364,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05132_note_0003.dita,Note,,,KA-05132_note_0003.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3991,dita_document:ae270fe4f4857f5ae1ed,dita_document:749fe7f9c552612370cc,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05132_note_0004.dita,Note,,,KA-05132_note_0004.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,3994,dita_document:ae270fe4f4857f5ae1ed,dita_document:332ff300acccf3b1334f,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05132_note_0007.dita,Note,,,KA-05132_note_0007.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4039,dita_document:ae270fe4f4857f5ae1ed,dita_document:4b9b3ff912db75c76734,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05138_note_0005.dita,Note,,,KA-05138_note_0005.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4042,dita_document:ae270fe4f4857f5ae1ed,dita_document:95dd03167c9435d9eb10,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05138_note_0008.dita,Note,,,KA-05138_note_0008.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4044,dita_document:ae270fe4f4857f5ae1ed,dita_document:efa112c93bb6d26c7728,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05138_note_0010.dita,Note,,,KA-05138_note_0010.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4055,dita_document:ae270fe4f4857f5ae1ed,dita_document:293cb8b970447c0b9e18,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05139_note_0006.dita,Note,,,KA-05139_note_0006.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4062,dita_document:ae270fe4f4857f5ae1ed,dita_document:1227c308594a3263880e,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05139_note_0013.dita,Note,,,KA-05139_note_0013.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4068,dita_document:ae270fe4f4857f5ae1ed,dita_document:7aa9d9a7283ef3dd51a8,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05139_note_0019.dita,Note,,,KA-05139_note_0019.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4126,dita_document:ae270fe4f4857f5ae1ed,dita_document:fac342bf6a92ee4f915c,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05145_note_0003.dita,Note,,,KA-05145_note_0003.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4130,dita_document:ae270fe4f4857f5ae1ed,dita_document:88d742a386022bd1543c,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05145_note_0007.dita,Note,,,KA-05145_note_0007.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4134,dita_document:ae270fe4f4857f5ae1ed,dita_document:a6454d6ddebc173f04b7,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05145_note_0011.dita,Note,,,KA-05145_note_0011.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4152,dita_document:ae270fe4f4857f5ae1ed,dita_document:363cc1c6f9b123dd1949,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05148_note_0001.dita,Note,,,KA-05148_note_0001.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4153,dita_document:ae270fe4f4857f5ae1ed,dita_document:f51b829a8dafb052e921,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05148_note_0002.dita,Note,,,KA-05148_note_0002.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3590,4154,dita_document:ae270fe4f4857f5ae1ed,dita_document:d921a0dd4c17cc0a0b3a,1.0,0.99967146,duplicate/semantic duplicate,all_notes_en_cluster_00011,all_notes_en_cluster_00011,all_notes_en_cluster_00011,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05087_note_0001.dita,Note,,,KA-05087_note_0001.dita,,,dita_document,KA-05148_note_0003.dita,Note,,,KA-05148_note_0003.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.9 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3606,3607,dita_document:d23d4ba4d7d94c78d692,dita_document:65d3df9f61d0d894a3c2,1.0,0.99989086,duplicate/semantic duplicate,all_notes_en_cluster_00553,all_notes_en_cluster_00553,all_notes_en_cluster_00553,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05089_note_0002.dita,Note,,,KA-05089_note_0002.dita,,,dita_document,KA-05089_note_0003.dita,Note,,,KA-05089_note_0003.dita,,,Note Note: The Annex CAN-CHL 2 form must be completed by the applicant and accompany requests for creditable periods to Chile.,Note Note: The Annex CAN-CHL 2 form must be completed by the applicant and accompany requests for creditable periods to Chile.
3621,3622,dita_document:bd05ff0ef18b6259f69d,dita_document:d93beb90aa1cad0a3fb7,1.0,0.99988884,duplicate/semantic duplicate,all_notes_en_cluster_00737,all_notes_en_cluster_00737,all_notes_en_cluster_00737,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05091_note_0001.dita,Note,,,KA-05091_note_0001.dita,,,dita_document,KA-05091_note_0002.dita,Note,,,KA-05091_note_0002.dita,,,Note Note : Original workbooks for periods prior to 1966 must be requested from the applicant.,Note Note : Original workbooks for periods prior to 1966 must be requested from the applicant.
3664,3676,dita_document:57f48f94b941a27166d8,dita_document:7e0578fd39394ec9a78a,1.0,0.99971086,duplicate/semantic duplicate,all_notes_en_cluster_00476,all_notes_en_cluster_00476,all_notes_en_cluster_00476,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05100_note_0002.dita,Note,,,KA-05100_note_0002.dita,,,dita_document,KA-05100_note_0014.dita,Note,,,KA-05100_note_0014.dita,,,"Note Note: For accounts in OAS Online, if the home address is in another province, the application must be sent to the responsible mail processing centre. Refer to Transfer a Client's File to Another Region (Action) . The application must be retained in the mail processing centre in the province where the applicant resides and not that of an individual holding power of attorney or trustee. Transfer a Client's File to Another Region (Action) Transfer a Client's File to Another Region (Action)","Note Note: For accounts in OAS Online, if the home address is in another province, the application must be sent to the responsible mail processing centre. Refer to Transfer a Client's File to Another Region (Action) . The application must be retained in the mail processing centre in the province where the applicant resides and not that of an individual holding power of attorney or trustee. Transfer a Client's File to Another Region (Action) Transfer a Client's File to Another Region (Action)"
3668,3681,dita_document:e9d24202f8c777f0fde7,dita_document:557f1abe6d91b959fde7,1.0,0.9996777,duplicate/semantic duplicate,all_notes_en_cluster_00476,all_notes_en_cluster_00476,all_notes_en_cluster_00476,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05100_note_0006.dita,Note,,,KA-05100_note_0006.dita,,,dita_document,KA-05100_note_0019.dita,Note,,,KA-05100_note_0019.dita,,,"Note Note: For accounts in OAS Online, if the applicant's home address is in another province, the application must be sent to the responsible mail processing centre. Refer to Transfer a Client's File to Another Region (Action) . The application must be retained in the mail processing centre in the province where the applicant resides and not that of the individual holding power of attorney or the trustee. Transfer a Client's File to Another Region (Action) Transfer a Client's File to Another Region (Action)","Note Note: For accounts in OAS Online, if the applicant's home address is in another province, the application must be sent to the responsible mail processing centre. Refer to Transfer a Client's File to Another Region (Action) . The application must be retained in the mail processing centre in the province where the applicant resides and not that of the individual holding power of attorney or the trustee. Transfer a Client's File to Another Region (Action) Transfer a Client's File to Another Region (Action)"
3668,3684,dita_document:e9d24202f8c777f0fde7,dita_document:8bf536c9e444f011f6be,1.0,0.9996777,duplicate/semantic duplicate,all_notes_en_cluster_00476,all_notes_en_cluster_00476,all_notes_en_cluster_00476,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05100_note_0006.dita,Note,,,KA-05100_note_0006.dita,,,dita_document,KA-05100_note_0022.dita,Note,,,KA-05100_note_0022.dita,,,"Note Note: For accounts in OAS Online, if the applicant's home address is in another province, the application must be sent to the responsible mail processing centre. Refer to Transfer a Client's File to Another Region (Action) . The application must be retained in the mail processing centre in the province where the applicant resides and not that of the individual holding power of attorney or the trustee. Transfer a Client's File to Another Region (Action) Transfer a Client's File to Another Region (Action)","Note Note: For accounts in OAS Online, if the applicant's home address is in another province, the application must be sent to the responsible mail processing centre. Refer to Transfer a Client's File to Another Region (Action) . The application must be retained in the mail processing centre in the province where the applicant resides and not that of the individual holding power of attorney or the trustee. Transfer a Client's File to Another Region (Action) Transfer a Client's File to Another Region (Action)"
3689,3691,dita_document:703ba9760f37fade48de,dita_document:f8ccfca3dc78e4b11cda,1.0,0.99964684,duplicate/semantic duplicate,all_notes_en_cluster_00153,all_notes_en_cluster_00153,all_notes_en_cluster_00153,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05101_note_0002.dita,Note,,,KA-05101_note_0002.dita,,,dita_document,KA-05101_note_0004.dita,Note,,,KA-05101_note_0004.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3689,3694,dita_document:703ba9760f37fade48de,dita_document:1301e15282def26a13d3,1.0,0.99964684,duplicate/semantic duplicate,all_notes_en_cluster_00153,all_notes_en_cluster_00153,all_notes_en_cluster_00153,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05101_note_0002.dita,Note,,,KA-05101_note_0002.dita,,,dita_document,KA-05101_note_0007.dita,Note,,,KA-05101_note_0007.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3689,3841,dita_document:703ba9760f37fade48de,dita_document:53d7f3bc619d81a5a791,1.0,0.99964684,duplicate/semantic duplicate,all_notes_en_cluster_00153,all_notes_en_cluster_00153,all_notes_en_cluster_00153,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05101_note_0002.dita,Note,,,KA-05101_note_0002.dita,,,dita_document,KA-05117_note_0003.dita,Note,,,KA-05117_note_0003.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
3689,3843,dita_document:703ba9760f37fade48de,dita_document:8b839040dbc6489dbc83,1.0,0.99964684,duplicate/semantic duplicate,all_notes_en_cluster_00153,all_notes_en_cluster_00153,all_notes_en_cluster_00153,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05101_note_0002.dita,Note,,,KA-05101_note_0002.dita,,,dita_document,KA-05117_note_0005.dita,Note,,,KA-05117_note_0005.dita,,,"Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation.""","Note Note: If any of the information provided on the application form cannot be verified, add the following note to section 4.5 of the liaison form: ""Please note that the information on the attached application form has been verified by Service Canada only if the information is contained on this liaison form or with attached supporting documentation."""
