item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item1_text,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item2_text
2661,2801,dita_document:9106d6aed87c1d47d591,dita_document:ee22ba6f43fea0a5dde6,0.9782789945602416,0.9996971,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_2662.dita,Note,,,note_c_2662.dita,,,"Note Note: The online DTH benefit application is date stamped using Atlantic Time. For example, if a client applies online while in British Columbia on January 20 at 9:05 p.m., the server in the Atlantic region date stamps it January 21 at 1:05 a.m. Receipt Date and Date Protection Receipt Date and Date Protection",dita_document,note_c_2802.dita,Note,,,note_c_2802.dita,,,"Note Note: The online DTH benefit application is date stamped using Atlantic Time. For example, if a client applies online in British Columbia on January 20, at 9:05 p.m., the server in the Atlantic will stamp it with January 21 at 1:05 a.m."
5719,5720,dita_document:39644eebe32adc37adeb,dita_document:2a9b32ead6625d6b2f1f,0.9782444834709167,0.99883085,conflicting information,"Both passages describe similar scenarios involving spouses separating and requesting credit sharing, but they present conflicting outcomes regarding the approval of the survivor's pension. In Passage 1, the request is denied because it was received after the specified date, while in Passage 2, the request is approved because it was received on the specified date. This creates a direct contradiction in the outcomes based on the timing of the requests.",True,llm_borderline,reviewed,dita_document,note_c_5720.dita,Callout,,,note_c_5720.dita,,,"Callout Exemple 1 Les époux A et B se séparent le 8 septembre 2023. L'époux A présente une demande de partage des crédits, et le Ministère reçoit cette demande le 6 janvier 2025. La demande en question est traitée et l'approbation est consignée dans le SERTI le 23 mars 2025. La date d'entrée en vigueur de l'approbation du partage des crédits est le 31 janvier 2025. Les crédits de pension sont attribués aux époux A et B le 1er février 2025 et toute modification du taux applicable aux pensions ou aux prestations existantes entre en vigueur en février 2025. En avril 2025, l'époux A meurt. L'époux B demande une pension de SURV en tant qu'époux légal séparé et il n'y a pas d'union de fait. Sa demande est refusée, puisque le Ministère a reçu la demande de partage des crédits le 1er janvier 2025 ou après cette date.",dita_document,note_c_5721.dita,Callout,,,note_c_5721.dita,,,"Callout Exemple 2 Les époux C et D se séparent le 15 mai 2021. L'époux C présente une demande de partage des crédits, et le Ministère reçoit cette demande le 30 décembre 2024. La demande est traitée et la décision d'approbation est consignée dans le SERTI le 23 mars 2025. La date d'entrée en vigueur de l'approbation du partage des crédits est le 31 décembre 2024. Les crédits de pension sont attribués aux époux C et D le 1er janvier 2025 et toute modification du taux applicable aux pensions ou aux prestations existantes entre en vigueur le 1er janvier 2025. En avril 2025, l'époux C meurt. L'époux D demande une pension de survivant en tant qu'époux légal séparé et il n'y a pas d'union de fait. Sa demande est approuvée, puisque le Ministère a reçu la demande de partage de crédits le 1er janvier 2025."
8888,8889,dita_document:7577abc8229fd5ff748c,dita_document:4c0596ae64b97ed992c3,0.9782204627990724,0.9998953,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_8889.dita,Note,,,note_c_8889.dita,,,Note Remarque : Sélectionnez Déclaré par une partie externe ou Déclaré par écrit par une partie externe s'il a été signalé par une tierce partie et indiquez que le déclarant était une tierce partie dans le champ Commentaires .,dita_document,note_c_8890.dita,Note,,,note_c_8890.dita,,,"Note Remarque : Sélectionnez Déclaré par une partie externe ou Déclaré par écrit par une partie externe si les renseignements ont été fournis par une tierce partie, et indiquez que le déclarant était une tierce partie dans le champ Commentaires ."
362,3028,dita_document:c0fe3a408d196e0d4e63,dita_document:8e4d1dfcae6d5918a47f,0.9782050251960754,0.9998181,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_0363.dita,Note,,,note_c_0363.dita,,,"Note Warning: At this time, the Department is committed to recording a client's email address in ITRDS , but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email.",dita_document,note_c_3029.dita,Note,,,note_c_3029.dita,,,"Note Warning: At this time, the Department is committed to recording a contact's email address in ITRDS , but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email."
7926,8055,dita_document:e3c3bc31b3c7d32db37c,dita_document:d56cc45e95569e995d9d,0.9781699776649476,0.9979432,duplicate/semantic duplicate,"Both passages provide the same instruction regarding the addition of a remark to a form when certain information cannot be verified, with only minor rewording differences.",True,llm_borderline,reviewed,dita_document,note_c_7927.dita,Note,,,note_c_7927.dita,,,"Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs.».",dita_document,note_c_8056.dita,Note,,,note_c_8056.dita,,,"Note Remarque : Si un renseignement fourni dans les parties 1 à 4 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»"
7791,7999,dita_document:10d8897932c33217d4fd,dita_document:86e1d7939c8b7fe69041,0.9781689047813416,0.99924576,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_7792.dita,Note,,,note_c_7792.dita,,,"Note Remarque : Sous certaines conditions, des périodes de présence au Canada après l'entrée en vigueur de l'accord pourraient être considérées comme des périodes de résidence aux fins de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)",dita_document,note_c_8000.dita,Note,,,note_c_8000.dita,,,"Note Remarque : Dans certains cas, des périodes de présence au Canada après l'entrée en vigueur de l'Accord peuvent être considérées comme des périodes de résidence aux fins de calcul de la SV. Pour de plus amples renseignements, consultez Valider des périodes de présence réputées comme des périodes de résidence (démarche) Valider des périodes de présence réputées comme des périodes de résidence (démarche)"
2431,7113,dita_document:8a1d20e5259303742d7b,dita_document:294d04ff9fcc74b3f314,0.9781628251075744,0.99928457,duplicate/semantic duplicate,"Both passages provide the same examples of callouts, with only minor differences in wording and punctuation. They convey the same scoped information regarding the callout examples.",True,llm_borderline,reviewed,dita_document,note_c_2432.dita,Callout,,,note_c_2432.dita,,,Callout Examples: OAS -CIC.RRRR.BASIC.AaaaB.123456789012.pdf or OAS -CIC.RRRR.COMPLEX.AaaaB.123456789012.pdf,dita_document,note_c_7114.dita,Callout,,,note_c_7114.dita,,,Callout Exemples : OAS-CIC. RRRR .BASIC.AaaaB.123456789012.pdf ou OAS-CIC. RRRR .COMPLEX.AaaaB.123456789012.pdf
4842,5392,dita_document:6f32a24fd4da15515348,dita_document:d973565dbf0f1f20c3ef,0.9781327843666076,0.9998034,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_4843.dita,Note,,,note_c_4843.dita,,,"Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP de base , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations Base + 1re supplémentaire .",dita_document,note_c_5393.dita,Note,,,note_c_5393.dita,,,"Note Remarque : Vous pouvez saisir les gains fournis par le client dans le champ GNAP - 1re supplémentaire , mais cette option peut fournir une estimation moins précise que l'utilisation des champs Gains et Cotisations de base + 1re supplémentaire ."
7872,7955,dita_document:53560a0e4206fabc214a,dita_document:723b9df8490192ad6d32,0.978121280670166,0.99982727,duplicate/semantic duplicate,"Both passages convey the same instruction regarding notifying a foreign institution if there is no applicable protected date, despite minor differences in wording and section numbers.",True,llm_borderline,reviewed,dita_document,note_c_7873.dita,Note,,,note_c_7873.dita,,,"Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.7.",dita_document,note_c_7956.dita,Note,,,note_c_7956.dita,,,"Note Remarque : S’il n’y a pas de date protégée applicable, veuillez en aviser l’institution étrangère dans la section 4.6."
7822,8055,dita_document:9a1f91e235ce68ce7270,dita_document:d56cc45e95569e995d9d,0.9781100749969482,0.9979432,duplicate/semantic duplicate,"Both passages provide the same instruction regarding the addition of a remark to a specific section of a liaison form when certain information cannot be verified. The wording is slightly different, but the essential content and meaning are the same.",True,llm_borderline,reviewed,dita_document,note_c_7823.dita,Note,,,note_c_7823.dita,,,"Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».",dita_document,note_c_8056.dita,Note,,,note_c_8056.dita,,,"Note Remarque : Si un renseignement fourni dans les parties 1 à 4 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»"
5691,6140,dita_document:11b52ed3ac76a8b6476d,dita_document:9b391dcc487eab9628a3,0.9780237078666688,0.99969196,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_5692.dita,Note,,,note_c_5692.dita,,,"Note Remarque : S'il y a un trop-payé dans Cúram et dans le SMGP et qu'un recouvrement interprogrammes est nécessaire, ne terminez pas la tâche de compensation avant que le recouvrement interprogrammes ne soit achevé.",dita_document,note_c_6141.dita,Note,,,note_c_6141.dita,,,"Note Remarque : S’il y a un plus-payé dans Cúram et dans le SMGP et qu’un recouvrement interprogrammes est nécessaire, ne terminez pas la tâche de compensation du passif avant que le recouvrement interprogrammes ne soit achevé."
7725,7766,dita_document:07acf0c6719887ffb014,dita_document:79b52bec6109576f531a,0.9780190587043762,0.9999267,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_7726.dita,Note,,,note_c_7726.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a signé avec une marque.,dita_document,note_c_7767.dita,Note,,,note_c_7767.dita,,,Note Remarque : Cette section est obligatoire si le demandeur a signé la demande avec une marque.
7165,7166,dita_document:a24f88dda0a5e5c5baa2,dita_document:991790b41f8095f07373,0.9779687523841858,0.99976957,conflicting information,"Both passages provide instructions based on the same conditions (choosing Non-parrainé or Inconnu) but conflict on the next step to take, with Passage 1 stating to proceed to étape 5 and Passage 2 stating to proceed to étape 6.",True,llm_borderline,reviewed,dita_document,note_c_7166.dita,Note,,,note_c_7166.dita,,,"Note Remarque : Si vous avez choisi Non-parrainé ou Inconnu , saisissez la Date de réception et passez à l' étape 5 étape 5",dita_document,note_c_7167.dita,Note,,,note_c_7167.dita,,,"Note Remarque : Si vous avez choisi Non-parrainé ou Inconnu , saisissez la Date de réception et passez à l' étape 6 étape 6"
4854,5117,dita_document:9e46004f9e3448456883,dita_document:4c91d735b518a3022fcf,0.9779660701751708,0.9998665,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_4855.dita,Note,,,note_c_4855.dita,,,Note Remarque : Il n'est pas nécessaire de fournir une preuve de naissance pour forcer un refus d'une demande ou d'une requête.,dita_document,note_c_5118.dita,Note,,,note_c_5118.dita,,,Note Remarque : Il n'est pas nécessaire de fournir une preuve de naissance pour forcer un refus de la demande.
6137,6141,dita_document:710315ba9ca2c4da951f,dita_document:436a5b9a395a0bf5dfec,0.9778951406478882,0.99951947,duplicate/semantic duplicate,"Both passages convey the same information regarding the handling of overpayments in SMGP and Cúram, with slight variations in wording but no change in meaning.",True,llm_borderline,reviewed,dita_document,note_c_6138.dita,Note,,,note_c_6138.dita,,,"Note Remarque : S’il y a un plus-payé dans le SMGP uniquement et non dans Cúram, Cúram n'aura pas connaissance du plus-payé et émettra automatiquement les arrérages. À l'heure actuelle, il n'y aura aucun recouvrement dans cette situation.",dita_document,note_c_6142.dita,Note,,,note_c_6142.dita,,,"Note Remarque : S'il y a un plus-payé dans le SMGP seulement et qu'il n'y en a pas dans Cúram, Cúram ne sera pas informé de ce plus-payé et émettra automatiquement les arrérages. Dans ce cas, aucun recouvrement n’aura lieu au moment de l’émission des arrérages."
3054,3060,dita_document:1cfd4cec7c50a45d9ff2,dita_document:6946466dfcb00bb3c7a8,0.9778777360916138,0.9998287,conflicting information,"Both passages provide calculations for 'Callout CPP RTR prorated' but use different values and methods, leading to mutually incompatible results.",True,llm_borderline,reviewed,dita_document,note_c_3055.dita,Callout,,,note_c_3055.dita,,,"Callout CPP RTR prorated: ($487.00 × 1) ∕ 1 × 12 = $5,844.00",dita_document,note_c_3061.dita,Callout,,,note_c_3061.dita,,,"Callout CPP RTR prorated: ($624.00 × 7) ∕7 × 12 = $7,488.00"
5426,5757,dita_document:38ca158a783ca425c22d,dita_document:e60cbc3f1df910b83c69,0.9778609275817872,0.99984884,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_5427.dita,Note,,,note_c_5427.dita,,,"Note Remarque : Si l' État est En attente, consultez Le message « En attente de la saisie de renseignements du RRQ » dans le SERTI (démarche) Le message « En attente de la saisie de renseignements du RRQ » dans le SERTI (démarche)",dita_document,note_c_5758.dita,Note,,,note_c_5758.dita,,,"Note Remarque : Si l'état affiche En attente , consultez Le message « En attente de la saisie de renseignements du RRQ » dans le SERTI (démarche) Le message « En attente de la saisie de renseignements du RRQ » dans le SERTI (démarche)"
7872,7992,dita_document:53560a0e4206fabc214a,dita_document:7079ea62ff6ab84c6bcb,0.9778525233268738,0.99982923,duplicate/semantic duplicate,"Both passages convey the same instruction regarding notifying a foreign institution if there is no applicable protected date, with slight variations in wording and section references.",True,llm_borderline,reviewed,dita_document,note_c_7873.dita,Note,,,note_c_7873.dita,,,"Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.7.",dita_document,note_c_7993.dita,Note,,,note_c_7993.dita,,,"Note Remarque : S’il n’y a pas de date protégée applicable, veuillez en aviser l’institution étrangère dans la section 4.8."
1002,1056,dita_document:6af08aff354d2b70ccbc,dita_document:d2cccdf29b0141b286d7,0.9778467416763306,0.99994326,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_1003.dita,Note,,,note_c_1003.dita,,,"Note Note: International Operations: An applicant cannot meet the residence requirement before the day the International Social Security Agreement came into force, as the totalization provision cannot be applied before that date.",dita_document,note_c_1057.dita,Note,,,note_c_1057.dita,,,"Note International Operations: An applicant cannot meet the residence requirement through totalization before the day the International Social Security Agreement came into force, as the totalization provision cannot be applied before that date."
4959,7721,dita_document:26df4f66dccf055fce2f,dita_document:7f239b2671935978388e,0.9778045415878296,0.9997315,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_4960.dita,Note,,,note_c_4960.dita,,,"Note Avertissement : À l'heure actuelle, le Ministère s'engage à enregistrer l'adresse de courriel d'un client dans le SERTI , mais le courriel n'est pas une méthode approuvée de communication avec les clients ou les représentants légaux. Ne communiquez pas avec le client par courriel.",dita_document,note_c_7722.dita,Note,,,note_c_7722.dita,,,"Note Avertissement : À l'heure actuelle, le Ministère s'engage à enregistrer l'adresse électronique d'une personne-ressource dans le SERTI , mais le courriel n'est pas une méthode de communication approuvée pour communiquer avec les clients ou des représentants légaux. Il ne faut pas communiquer avec le client par courriel."
7928,8055,dita_document:26cdbbc4dfb60322b232,dita_document:d56cc45e95569e995d9d,0.9777774214744568,0.9979432,duplicate/semantic duplicate,"Both passages provide the same instruction regarding the addition of a note to a liaison form when information on a request form cannot be verified, with only minor rewording differences.",True,llm_borderline,reviewed,dita_document,note_c_7929.dita,Note,,,note_c_7929.dita,,,"Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : «Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».",dita_document,note_c_8056.dita,Note,,,note_c_8056.dita,,,"Note Remarque : Si un renseignement fourni dans les parties 1 à 4 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»"
8268,8271,dita_document:fd199a4467f527930d3b,dita_document:6cff59c2dbc23be31e11,0.9777401685714722,0.99985117,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_8269.dita,Note,,,note_c_8269.dita,,,Note Remarque : Toute correspondance affichera Correspondance sous Type.,dita_document,note_c_8272.dita,Note,,,note_c_8272.dita,,,Note Remarque : Toute correspondance affichera Correspondance sous Type
7969,7971,dita_document:26c4b960d9489674b30f,dita_document:c1bb31ad1f421b7bee60,0.9777311682701112,0.99917793,conflicting information,"Both passages provide instructions regarding a checkbox that must be marked regardless of verification of certain questions. However, they conflict on which specific questions need to be verified, with Passage 1 mentioning questions 1 and 8, while Passage 2 refers to questions 1, 3, 9, and 11. This creates mutually incompatible claims about the requirements for verification.",True,llm_borderline,reviewed,dita_document,note_c_7970.dita,Note,,,note_c_7970.dita,,,"Note Remarque : Cette case doit être cochée dans tous les cas, même si les réponses aux questions 1 et 8 n'ont pas été vérifiées. Si l'une des réponses ne peut pas être vérifiée, ajoutez le commentaire suivant à la section 4.9 du formulaire de liaison : « Les réponses aux questions 1 et 8 du formulaire de demande ont été vérifiées seulement si les renseignements se trouvent dans ce formulaire de liaison ou dans les documents justificatifs. ».",dita_document,note_c_7972.dita,Note,,,note_c_7972.dita,,,"Note Remarque : Cette case doit être cochée dans tous les cas, même si les réponses aux questions 1, 3, 9 et 11 n'ont pas été vérifiées. Si l'une des réponses ne peut pas être vérifiée, ajoutez le commentaire suivant à la section 4.9 du formulaire de liaison : « Les réponses aux questions 1, 3 et 9 du formulaire de demande ont été vérifiées seulement si les renseignements se trouvent dans ce formulaire de liaison ou dans les documents justificatifs en pièces jointes. »."
7936,8056,dita_document:ea7e10d8b87d43800eb1,dita_document:ad470ea17d6a2833478d,0.9776989817619324,0.9978762,conflicting information,"The two passages provide conflicting instructions regarding the section of the liaison form where a remark should be added. Passage 1 refers to section 4.5, while Passage 2 refers to section 4.9. Additionally, there are slight differences in wording that could imply different interpretations of the verification process.",True,llm_borderline,reviewed,dita_document,note_c_7937.dita,Note,,,note_c_7937.dita,,,"Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.5 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. ».",dita_document,note_c_8057.dita,Note,,,note_c_8057.dita,,,"Note Remarque : Si un renseignement fourni dans les parties 1 à 5 du formulaire de demande ne peut pas être vérifié, ajoutez la remarque suivante à la partie 4.9 du formulaire de liaison : «Veuillez noter que les renseignements qui se trouvent sur le formulaire de demande n'ont été vérifié par Service Canada que si les renseignements sont inscrits sur ce formulaire de liaison ou sur les documents justificatifs.»"
2986,3028,dita_document:fceea52a959bd6de9390,dita_document:8e4d1dfcae6d5918a47f,0.977684199810028,0.9998181,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_2987.dita,Note,,,note_c_2987.dita,,,"Note Warning: At this time, the Department is committed to recording a client's email address in ITRDS, but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email.",dita_document,note_c_3029.dita,Note,,,note_c_3029.dita,,,"Note Warning: At this time, the Department is committed to recording a contact's email address in ITRDS , but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email."
4779,6137,dita_document:bc11bf86b8d1034220e4,dita_document:710315ba9ca2c4da951f,0.9776118993759156,0.9997303,duplicate/semantic duplicate,"Both passages convey the same information regarding the handling of overpayments in SMGP and Cúram, with slight variations in wording but no change in meaning.",True,llm_borderline,reviewed,dita_document,note_c_4780.dita,Note,,,note_c_4780.dita,,,"Note Remarque : S'il y a un plus-payé dans le SMGP seulement et qu'il n'y en a pas dans Cúram, Cúram ne saura pas qu'il y a un plus-payé et émettra automatiquement les arrérages. À ce moment, aucun recouvrement n'aura lieu.",dita_document,note_c_6138.dita,Note,,,note_c_6138.dita,,,"Note Remarque : S’il y a un plus-payé dans le SMGP uniquement et non dans Cúram, Cúram n'aura pas connaissance du plus-payé et émettra automatiquement les arrérages. À l'heure actuelle, il n'y aura aucun recouvrement dans cette situation."
8890,8897,dita_document:752c863d8738e602ce81,dita_document:59fd6fbd0df41957b099,0.9775960445404052,0.9996315,duplicate/semantic duplicate,"Both passages convey the same instruction regarding the 'Type' field, with the only difference being the singular versus plural form of 'champs'. The core message remains unchanged.",True,llm_borderline,reviewed,dita_document,note_c_8891.dita,Note,,,note_c_8891.dita,,,Note Remarque : Le champ Type ne peut pas être modifié.,dita_document,note_c_8898.dita,Note,,,note_c_8898.dita,,,Note Remarque : Les champs Type ne peuvent pas être modifiés.
5919,8473,dita_document:0880db1ceee300e7e2b1,dita_document:fb109271437850b3f11f,0.977575957775116,0.99975157,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_5920.dita,Callout,,,note_c_5920.dita,,,Callout Projet de loi C-31 limitant les paiements a eu une incidence sur le compte de ce client. Veuillez transmettre toute demande de renseignements à NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD,dita_document,note_c_8474.dita,Callout,,,note_c_8474.dita,,,Callout Projet de loi C31 limitant les paiements a eu une incidence sur le compte du client. Veuillez envoyer toute demande de renseignements à NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD
7834,7872,dita_document:b76158653ed6a672cd7a,dita_document:53560a0e4206fabc214a,0.9775643944740297,0.99968445,conflicting information,"Both passages provide instructions regarding notifying a foreign institution if there is no applicable protected date. However, they conflict on the specific section number to refer to: Passage 1 mentions section 4.9, while Passage 2 mentions section 4.7.",True,llm_borderline,reviewed,dita_document,note_c_7835.dita,Note,,,note_c_7835.dita,,,"Note Remarque : S'il n'y a pas de date protégée applicable, veuillez en aviser l'institution étrangère dans la section 4.9.",dita_document,note_c_7873.dita,Note,,,note_c_7873.dita,,,"Note Remarque : S'il n'y a pas de date protégée applicable, avisez l'institution étrangère dans la section 4.7."
7937,7960,dita_document:f341ff7f32b7fc3c41e8,dita_document:035a44269a53419326a2,0.977546215057373,0.9998234,conflicting information,"Both passages provide instructions regarding the reporting of INV benefit periods separately from RPC contributions. However, they conflict on the specific section where the note should be added: Passage 1 refers to section 4.5, while Passage 2 refers to section 4.9.",True,llm_borderline,reviewed,dita_document,note_c_7938.dita,Note,,,note_c_7938.dita,,,Note Remarque : Les périodes de prestations d' INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.5 afin d'indiquer les périodes de prestation d' INV exactes.,dita_document,note_c_7961.dita,Note,,,note_c_7961.dita,,,Note Remarque : Les périodes de prestations d’ INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.9 afin d’indiquer les périodes de prestation d’ INV exactes.
241,265,dita_document:3c840cac5ba86a50ca66,dita_document:79c800e0aa55d22a1430,0.9774909615516664,0.99993205,one passage included in another,One normalized node is contained in the other.,False,cross_encoder,not_needed,dita_document,note_c_0242.dita,Note,,,note_c_0242.dita,,,Note Note: Proof of birth is not required in order to force deny an application.,dita_document,note_c_0266.dita,Note,,,note_c_0266.dita,,,Note Note: Proof of birth is not required in order to force deny an application or requests.
162,1497,dita_document:f5606acd046eca4a2b05,dita_document:caaba5ee7411cf1abc1f,0.9774762392044068,0.9999122,duplicate/semantic duplicate,"Both passages convey the same information regarding future-dated recovery and the status of the Projected End Date, with only minor differences in wording.",True,llm_borderline,reviewed,dita_document,note_c_0163.dita,Note,,,note_c_0163.dita,,,"Note Note: If there is a future-dated recovery, the Projected End Date will be blank.",dita_document,note_c_1498.dita,Note,,,note_c_1498.dita,,,"Note Note: If there is a future dated recovery, the Projected End Date is blank."
6136,6140,dita_document:d26c62108bacc3d243f2,dita_document:9b391dcc487eab9628a3,0.977442502975464,0.9996647,duplicate/semantic duplicate,"Both passages convey the same instruction regarding handling overpayments in Cúram and SMGP and the timing of the compensation task in relation to interprogram recovery, despite slight differences in wording.",True,llm_borderline,reviewed,dita_document,note_c_6137.dita,Note,,,note_c_6137.dita,,,"Note Remarque : S’il y a un plus-payé à la fois dans le Cúram et dans le SMGP et qu’un recouvrement interprogrammes est nécessaire, ne traitez pas la tâche de compensation tant que le recouvrement interprogrammes n’est pas terminé.",dita_document,note_c_6141.dita,Note,,,note_c_6141.dita,,,"Note Remarque : S’il y a un plus-payé dans Cúram et dans le SMGP et qu’un recouvrement interprogrammes est nécessaire, ne terminez pas la tâche de compensation du passif avant que le recouvrement interprogrammes ne soit achevé."
7804,7824,dita_document:6afff06021cfa80173c0,dita_document:282d4fe16b90873c138f,0.9774137139320374,0.99982035,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_7805.dita,Note,,,note_c_7805.dita,,,Note Remarque : N'envoyez pas l'ensemble du dossier d' INV . Joignez uniquement les documents émis par un établissement médical.,dita_document,note_c_7825.dita,Note,,,note_c_7825.dita,,,Note Remarque : N’envoyez pas l’ensemble du dossier d’ INV . Joignez uniquement les documents émis par un établissement médical.
4787,7679,dita_document:78f42e0d5be23cfd5f98,dita_document:3e3017ff5cf49b22d04b,0.9773861169815063,0.99895227,duplicate/semantic duplicate,"Both passages convey the same essential information regarding the Ministry's policy on recording email addresses in SERTI and the disapproval of using email for communication with clients or their legal representatives, despite slight variations in wording.",True,llm_borderline,reviewed,dita_document,note_c_4788.dita,Note,,,note_c_4788.dita,,,"Note Avertissement : À l'heure actuelle, le Ministère s'engage à consigner l'adresse courriel du contact dans le SERTI , mais le courriel n'est pas une méthode approuvée pour communiquer avec les clients ou le représentants légaux. Ne communiquez pas avec la tierce partie par courriel.",dita_document,note_c_7680.dita,Note,,,note_c_7680.dita,,,"Note Avertissement : Pour l'instant, le Ministère s'engage à consigner l'adresse de courriel d'un client dans le SERTI, mais le courriel n'est pas une méthode approuvée pour communiquer avec les clients ou les représentants juridiques. Ne communiquez pas avec le client par courriel."
